date,action,ticker,qty,order_id,status,note
2026-08-18,SELL,TTD,74,10705314-3753-4573-bc04-bab918c3d692,pending_new,exit lot from 2026-08-11
2026-08-18,SELL,CHRW,6,eec80aa8-34e2-4d05-ae97-35eebff1dee8,pending_new,exit lot from 2026-08-11
2026-08-18,SELL,CIEN,2,88258bb1-28f1-4555-be83-33efac30dc94,pending_new,exit lot from 2026-08-11
2026-08-19,SELL,CIEN,2,c0a58deb-3661-43de-884d-7bff3c02af4b,pending_new,exit lot from 2026-08-12
2026-08-19,SELL,AMD,2,2e1b9168-ef65-4af3-9afd-0f9368a18152,pending_new,exit lot from 2026-08-12
2026-08-19,SELL,AMAT,1,f465f0d1-0003-42a7-9060-c01b68e89e0d,pending_new,exit lot from 2026-08-12
2026-08-19,BUY,TTD,74,44b4b402-2980-4481-baf7-5362609d28e4,pending_new,top3 asof 20260818
2026-08-19,BUY,STX,1,1aa1bc4d-f9e3-4163-8f93-4549f28c6e34,pending_new,top3 asof 20260818
2026-08-19,BUY,TER,2,5f19d9d9-2b71-4084-8509-9c22ffe7a169,pending_new,top3 asof 20260818
2026-08-20,SELL,TTD,74,4d4bc4a4-1948-4093-a76c-35f0ea74d574,pending_new,exit lot from 2026-08-13
2026-08-20,SELL,CHRW,6,7417b36f-089d-4bf5-8147-87061f91b548,pending_new,exit lot from 2026-08-13
2026-08-20,SELL,EPAM,9,2e7418f6-9b3c-435e-9588-4c233545ba6e,pending_new,exit lot from 2026-08-13
2026-08-20,BUY,ANET,5,5a8ea747-4c23-4c39-a5c2-d275bbe95c25,pending_new,top3 asof 20260819
2026-08-20,BUY,CIEN,2,bf4294ce-c649-4785-bce0-721af431bdbf,pending_new,top3 asof 20260819
2026-08-20,BUY,TER,2,580fdf2e-8301-497f-8ba3-ec8fcc26dba2,pending_new,top3 asof 20260819
2026-08-21,SELL,TER,2,ea445aa5-fcc8-49ee-835e-72cd9c5123fb,pending_new,exit lot from 2026-08-14
2026-08-21,SELL,EPAM,9,9d1cde3e-72a2-4735-aa43-f28e095e2f55,pending_new,exit lot from 2026-08-14
2026-08-21,SELL,STX,1,56f5fd2b-367b-4bc7-98ae-3ee35fe8b67d,pending_new,exit lot from 2026-08-14
2026-08-21,BUY,TTD,75,a862b49c-ceaa-47c5-864f-30458c4eeaf9,pending_new,top3 asof 20260820
2026-08-21,BUY,CIEN,2,f3830dee-e282-4e34-bd4a-0228cb050908,pending_new,top3 asof 20260820
2026-08-21,BUY,FSLR,4,2f0eb8d0-e962-48ee-925e-6d07672276bd,pending_new,top3 asof 20260820
2026-08-24,SELL,TTD,70,ba294a4c-f8e4-4b15-8dff-0e5d0a66a551,pending_new,exit lot from 2026-08-17
2026-08-24,SELL,STX,1,ff9acb61-fdfe-400f-a342-0f6fc886e71f,pending_new,exit lot from 2026-08-17
2026-08-24,SELL,EPAM,9,a0d38bb4-c0a7-4329-8590-5723fef27b65,pending_new,exit lot from 2026-08-17
2026-08-24,BUY,CIEN,2,4bda243d-e519-4c53-8e2e-181ad2f6f360,pending_new,top3 asof 20260821
2026-08-24,BUY,FSLR,4,d0fad6bd-9d4c-42ab-9d1a-17652c5fde5a,pending_new,top3 asof 20260821
2026-08-24,BUY,COHR,3,321bbf89-40a0-4d3b-aa35-77c8efc9b608,pending_new,top3 asof 20260821
2026-08-25,BUY,CIEN,2,d6dd268e-b0b4-4c7b-b222-e902ea7796bd,pending_new,top3 asof 20260824
2026-08-25,BUY,MU,1,33c83dda-1f84-4fda-8ef2-ff073b3256f7,pending_new,top3 asof 20260824
2026-08-25,BUY,FSLR,4,bb8ad5a7-2fe8-4bdd-bbce-4c6a09b1c9bf,pending_new,top3 asof 20260824
2026-08-26,SELL,TTD,74,a80a363d-049c-4305-af2b-8384a0d36398,pending_new,exit lot from 2026-08-19
2026-08-26,SELL,STX,1,21f771ec-b47a-4c74-91a4-ab42ec9520aa,pending_new,exit lot from 2026-08-19
2026-08-26,SELL,TER,2,d823f6a6-679a-4718-a5e6-61d196619e38,pending_new,exit lot from 2026-08-19
2026-08-26,BUY,CIEN,2,b3942d43-4a51-4e06-a226-1040a177fd05,pending_new,top3 asof 20260825
2026-08-26,BUY,GLW,6,b28f1169-9cd2-406a-b6c1-3a2840ad0f32,pending_new,top3 asof 20260825
2026-08-26,BUY,IT,5,481b14dc-839d-4b3e-ab88-84bb5d9d9829,pending_new,top3 asof 20260825
2026-08-27,SELL,ANET,5,2493d5bf-f23f-4161-8900-f812af114b08,pending_new,exit lot from 2026-08-20
2026-08-27,SELL,CIEN,2,c1adc98d-e8e5-4761-a974-cf82905d43d3,pending_new,exit lot from 2026-08-20
2026-08-27,SELL,TER,2,b053ecae-1099-4ef1-8443-26797557ff81,pending_new,exit lot from 2026-08-20
2026-08-27,BUY,NOW,7,389a4d29-7d15-4654-b5a2-d5aa8349aa3a,pending_new,top3 asof 20260826
2026-08-27,BUY,NTAP,5,4c72d656-db29-46ef-ae4f-c3911adb37fe,pending_new,top3 asof 20260826
2026-08-27,BUY,ANET,4,a8c9917c-dc07-4791-a89d-7a99c1c043db,pending_new,top3 asof 20260826
2026-08-28,SELL,TTD,75,fb4db13b-c793-4be8-8f13-9500ef7b1c89,accepted,exit lot from 2026-08-21
2026-08-28,SELL,CIEN,2,6b5ea648-25e6-40b6-ae57-f5b6d2ea4cb9,accepted,exit lot from 2026-08-21
2026-08-28,SELL,FSLR,4,51205ff4-a5cb-43d3-a622-133dac9a4862,accepted,exit lot from 2026-08-21
2026-08-28,BUY,NTAP,5,7d8c65f2-2f37-457e-8a80-ad38e57160cd,accepted,top3 asof 20260827
2026-08-28,BUY,IT,5,ae0d5f21-928b-4e4f-9b14-c3274e1a4573,accepted,top3 asof 20260827
2026-08-28,BUY,GEV,1,64881565-43f1-4722-9ffb-b0a87e49e3ec,accepted,top3 asof 20260827
2026-08-31,SELL,CIEN,2,f2f61434-5390-4067-b5d6-eb8192bbf703,pending_new,exit lot from 2026-08-24
2026-08-31,SELL,FSLR,4,56d4006d-d38e-435f-a1b4-b966cda1c70f,pending_new,exit lot from 2026-08-24
2026-08-31,SELL,COHR,3,b95802a3-079a-4269-8203-6ade79034f61,pending_new,exit lot from 2026-08-24
2026-08-31,BUY,PANW,2,11faaf63-f639-450e-9fe0-e99d79938a0d,pending_new,top3 asof 20260828
2026-08-31,BUY,FTNT,6,976b3764-b56a-4e79-82a0-37d60cd621a0,pending_new,top3 asof 20260828
2026-08-31,BUY,ANET,5,9fa6f459-c610-4af0-9e95-ea0e4a54d744,pending_new,top3 asof 20260828
2026-09-01,SELL,CIEN,2,54f392ce-788a-430d-9b03-8eeb30cdc060,pending_new,exit lot from 2026-08-25
2026-09-01,SELL,MU,1,f131acff-11a1-4f7d-9b96-07aaa3b239a4,pending_new,exit lot from 2026-08-25
2026-09-01,SELL,FSLR,4,bfc57521-07a7-4a25-bf46-66afea1af3b1,pending_new,exit lot from 2026-08-25
2026-09-01,BUY,PANW,2,622b4ee9-7c72-4825-b254-2ed32a7787b4,pending_new,top3 asof 20260831
2026-09-01,BUY,ANET,5,4a7ac5e1-b684-4c97-9a72-bdc148a9548b,pending_new,top3 asof 20260831
2026-09-01,BUY,NEM,7,e5c143d2-2e9e-4df7-9f87-9e0d0a8b7688,pending_new,top3 asof 20260831
2026-09-02,SELL,CIEN,2,cae857c3-5c97-4e23-98bc-8fc853887ca9,pending_new,exit lot from 2026-08-26
2026-09-02,SELL,GLW,6,5b13fadc-b4ed-4695-9de4-f624f94e8d18,pending_new,exit lot from 2026-08-26
2026-09-02,SELL,IT,5,952cb0b2-cb7e-47b9-ad3c-fec9af6efce1,pending_new,exit lot from 2026-08-26
2026-09-02,BUY,PANW,2,91ac3b23-d773-47c1-9627-478b876f9aff,pending_new,top3 asof 20260901
2026-09-02,BUY,ANET,5,d60ff1ac-206b-40ac-bef0-62c4bb6abca6,pending_new,top3 asof 20260901
2026-09-02,BUY,STX,1,73370dcf-8f04-4df9-bf43-3be1af286285,pending_new,top3 asof 20260901
2026-09-03,SELL,NOW,7,e48162f4-b6ab-477d-85a9-37576bf57598,pending_new,exit lot from 2026-08-27
2026-09-03,SELL,NTAP,5,a4b2f91b-f2f1-481c-8918-c2521b152c45,pending_new,exit lot from 2026-08-27
2026-09-03,SELL,ANET,4,3ee6c773-9d33-4171-95be-2114a0f017a5,pending_new,exit lot from 2026-08-27
2026-09-03,BUY,PANW,3,b5da2e9d-67dc-4a96-925f-f7b47eb8da13,pending_new,top3 asof 20260902
2026-09-03,BUY,NEM,7,bad4b590-c78a-483c-b62b-72ae35378119,pending_new,top3 asof 20260902
2026-09-03,BUY,ZBRA,2,1dafe0c4-ee6b-4ed2-a86f-3186274e70cf,pending_new,top3 asof 20260902
