ticker,rank,asof,variant,score,pct_rank,quintile,target_weight_new_tranche,last_adj_close,adv20_dollars,drivers
MRK,141,2026-08-07,beta_hedged,0.4873770692931727,0.2893401015228426,2,0.0,128.5800018310547,1120390548.0,vol_63d(-0.010) | vol_63d_rank(-0.004) | vol_21d(+0.002)
CARR,142,2026-08-07,beta_hedged,0.4869429292933043,0.28426395939086296,2,0.0,64.01000213623047,471483462.0,vol_21d(-0.007) | vol_63d(-0.004) | mkt_breadth(-0.003)
UPS,143,2026-08-07,beta_hedged,0.486790902860537,0.27918781725888325,2,0.0,104.5,601150098.0,vol_63d(-0.008) | vol_21d(-0.007) | mkt_breadth(-0.002)
HD,144,2026-08-07,beta_hedged,0.48655876622502126,0.27411167512690354,2,0.0,355.6199951171875,1286731557.0,vol_63d(-0.010) | vol_63d_rank(-0.005) | vol_21d(+0.002)
RMD,145,2026-08-07,beta_hedged,0.48629371775481617,0.26903553299492383,2,0.0,211.94000244140625,268742131.0,vol_21d(-0.007) | vol_63d(-0.005) | vol_63d_rank(+0.004)
COP,146,2026-08-07,beta_hedged,0.48576415524314975,0.2639593908629442,2,0.0,117.61000061035156,739464038.0,vol_63d(-0.010) | vol_63d_rank(-0.003) | vol_10d(+0.002)
DHR,147,2026-08-07,beta_hedged,0.4855475640486406,0.25888324873096447,2,0.0,204.75999450683594,1284918900.0,vol_21d(-0.005) | vol_63d(-0.005) | vol_63d_rank(+0.004)
CPT,148,2026-08-07,beta_hedged,0.48496647650772395,0.25380710659898476,2,0.0,111.93000030517578,116838424.0,vol_63d_rank(-0.012) | vol_63d(-0.003) | mkt_dispersion(-0.002)
APD,149,2026-08-07,beta_hedged,0.48482956498763236,0.24873096446700507,2,0.0,303.44000244140625,333458487.0,vol_63d(-0.009) | vol_63d_rank(-0.003) | vol_21d(+0.002)
ABT,150,2026-08-07,beta_hedged,0.48470325051960034,0.2436548223350254,2,0.0,107.80999755859375,1216474827.0,vol_63d(-0.010) | vol_21d(-0.005) | close_vs_sma50(+0.005)
EW,151,2026-08-07,beta_hedged,0.4840880803502878,0.23857868020304568,2,0.0,89.72000122070312,438272410.0,vol_63d(-0.008) | vol_63d_rank(-0.004) | vol_ratio(-0.002)
CTVA,152,2026-08-07,beta_hedged,0.4835925978899544,0.233502538071066,2,0.0,76.83000183105469,378473870.0,vol_63d(-0.008) | vol_21d(-0.007) | vol_10d(+0.003)
ALLE,153,2026-08-07,beta_hedged,0.48344410764183393,0.22842639593908629,2,0.0,168.94000244140625,210245409.0,vol_63d(-0.009) | close_vs_sma50(+0.006) | vol_21d(-0.005)
GLW,154,2026-08-07,beta_hedged,0.48270889109858556,0.2233502538071066,2,0.0,165.67999267578125,2101228776.0,ret_5d(-0.016) | atr_pct(+0.015) | vol_10d(+0.013)
WY,155,2026-08-07,beta_hedged,0.48258606878598115,0.2182741116751269,2,0.0,25.579999923706055,129965030.0,vol_21d(-0.009) | vol_63d(-0.007) | close_vs_sma200(-0.002)
CRWD,156,2026-08-07,beta_hedged,0.4825854806791791,0.2131979695431472,2,0.0,214.4199981689453,1636461781.0,vol_63d(+0.017) | ret_10d(-0.014) | ret_5d(-0.010)
MAA,157,2026-08-07,beta_hedged,0.4822624819956447,0.20812182741116753,2,0.0,134.9600067138672,159378324.0,vol_63d_rank(-0.011) | vol_63d(-0.002) | mkt_dispersion(-0.002)
QCOM,158,2026-08-07,beta_hedged,0.4820782017387111,0.20304568527918782,2,0.0,167.86000061035156,2149075774.0,ret_5d(-0.013) | vol_63d(+0.009) | vol_10d(+0.004)
ALB,159,2026-08-07,beta_hedged,0.4820643483305986,0.19796954314720813,1,0.0,131.11000061035156,272883323.0,ret_10d(-0.009) | vol_63d(+0.007) | vol_21d(-0.004)
LIN,160,2026-08-07,beta_hedged,0.48185624800702115,0.19289340101522842,1,0.0,489.9800109863281,1100306967.0,vol_63d_rank(-0.013) | vol_63d(-0.011) | ret_21d_rank(+0.006)
EXPD,161,2026-08-07,beta_hedged,0.4816632706148151,0.18781725888324874,1,0.0,178.7100067138672,243334684.0,vol_63d_rank(-0.016) | vol_63d(-0.011) | close_vs_sma200(+0.007)
POOL,162,2026-08-07,beta_hedged,0.4811156532710019,0.18274111675126903,1,0.0,206.30999755859375,188824158.0,vol_21d(-0.008) | ret_10d(-0.006) | close_vs_sma200(-0.003)
CPRT,163,2026-08-07,beta_hedged,0.4809422584912,0.17766497461928935,1,0.0,29.65999984741211,332834694.0,vol_21d(-0.007) | vol_63d(-0.006) | vol_63d_rank(+0.004)
IEX,164,2026-08-07,beta_hedged,0.4805932480492761,0.17258883248730963,1,0.0,234.4600067138672,217749088.0,vol_63d_rank(-0.017) | vol_63d(-0.012) | close_vs_sma200(+0.009)
SNPS,165,2026-08-07,beta_hedged,0.4805907247904922,0.16751269035532995,1,0.0,415.989990234375,782758630.0,vol_21d(-0.007) | close_vs_sma200(-0.004) | vol_63d(-0.003)
XOM,166,2026-08-07,beta_hedged,0.47899468208473234,0.16243654822335024,1,0.0,153.0399932861328,2145666956.0,vol_63d(-0.010) | ret_21d_rank(-0.003) | vol_63d_rank(-0.003)
GOOGL,167,2026-08-07,beta_hedged,0.4787333250698287,0.15736040609137056,1,0.0,354.29998779296875,11262139284.0,vol_21d(-0.007) | vol_63d(-0.004) | vol_63d_rank(+0.004)
ORCL,168,2026-08-07,beta_hedged,0.4787297635434841,0.15228426395939088,1,0.0,147.02000427246094,4873417628.0,vol_63d(+0.017) | ret_10d(-0.017) | ret_5d(-0.014)
RSG,169,2026-08-07,beta_hedged,0.4785967422831415,0.14720812182741116,1,0.0,214.55999755859375,291569761.0,vol_63d_rank(-0.011) | vol_63d(-0.011) | close_vs_sma200(-0.003)
TRMB,170,2026-08-07,beta_hedged,0.4785926493813493,0.14213197969543148,1,0.0,59.5099983215332,135293651.0,vol_21d(-0.009) | vol_63d(-0.007) | ret_10d(-0.004)
NVDA,171,2026-08-07,beta_hedged,0.47762653098662455,0.13705583756345177,1,0.0,223.9600067138672,26645598770.0,amihud(-0.009) | vol_21d(-0.007) | bb_position(-0.004)
PNR,172,2026-08-07,beta_hedged,0.4774201780829775,0.1319796954314721,1,0.0,68.88999938964844,261772629.0,ret_10d(-0.005) | vol_21d_rank(-0.004) | ret_21d_rank(-0.003)
ORLY,173,2026-08-07,beta_hedged,0.47630737722236766,0.12690355329949238,1,0.0,93.52999877929688,695235300.0,vol_63d(-0.008) | vol_21d(-0.006) | close_vs_sma200(-0.003)
CSX,174,2026-08-07,beta_hedged,0.47566521042182613,0.1218274111675127,1,0.0,50.27000045776367,718959452.0,vol_63d_rank(-0.020) | vol_63d(-0.013) | close_vs_sma200(+0.008)
DOV,175,2026-08-07,beta_hedged,0.4756604555046577,0.116751269035533,1,0.0,211.1300048828125,255133802.0,vol_63d(-0.008) | vol_21d(-0.006) | vol_63d_rank(-0.003)
XYL,176,2026-08-07,beta_hedged,0.474719668594309,0.1116751269035533,1,0.0,120.31999969482422,240656233.0,vol_63d(-0.012) | vol_63d_rank(-0.012) | close_vs_sma200(-0.003)
KVUE,177,2026-08-07,beta_hedged,0.47466139749005704,0.1065989847715736,1,0.0,19.229999542236328,410847545.0,vol_63d_rank(-0.012) | vol_63d(-0.011) | mkt_dispersion(-0.003)
WM,178,2026-08-07,beta_hedged,0.4745743977006744,0.10152284263959391,1,0.0,227.67999267578125,451524799.0,vol_63d_rank(-0.014) | vol_63d(-0.013) | mkt_dispersion(-0.003)
ULTA,179,2026-08-07,beta_hedged,0.47395772732683517,0.09644670050761421,1,0.0,565.1500244140625,296557692.0,ret_10d(-0.009) | ret_5d(-0.007) | vol_21d(-0.005)
ROL,180,2026-08-07,beta_hedged,0.47263102733471035,0.09137055837563451,1,0.0,37.7400016784668,253829398.0,vol_63d(-0.008) | vol_21d(-0.006) | mkt_breadth(-0.005)
NEM,181,2026-08-07,beta_hedged,0.47141600448099547,0.08629441624365482,1,0.0,112.9800033569336,681810496.0,ret_10d(-0.012) | ret_1d(-0.008) | ret_5d(-0.008)
UNP,182,2026-08-07,beta_hedged,0.4713939978177137,0.08121827411167512,1,0.0,293.1300048828125,951939646.0,vol_63d_rank(-0.017) | vol_63d(-0.016) | close_vs_sma200(+0.004)
ECL,183,2026-08-07,beta_hedged,0.47004239624873095,0.07614213197969544,1,0.0,285.1700134277344,334816900.0,vol_63d_rank(-0.014) | vol_63d(-0.012) | mkt_dispersion(-0.003)
MMM,184,2026-08-07,beta_hedged,0.4677294655394617,0.07106598984771574,1,0.0,182.89999389648438,659572909.0,vol_63d(-0.017) | vol_63d_rank(-0.016) | close_vs_sma50(+0.003)
CAH,185,2026-08-07,beta_hedged,0.4675300445487804,0.06598984771573604,1,0.0,236.39999389648438,492310832.0,vol_63d_rank(-0.014) | vol_63d(-0.012) | mkt_dispersion(-0.003)
CL,186,2026-08-07,beta_hedged,0.46587449527127384,0.06091370558375635,1,0.0,93.2699966430664,435007510.0,vol_63d_rank(-0.015) | vol_63d(-0.015) | mkt_dispersion(-0.003)
JNJ,187,2026-08-07,beta_hedged,0.4656231327508962,0.05583756345177665,1,0.0,259.239990234375,2039696325.0,vol_63d(-0.016) | vol_63d_rank(-0.016) | mkt_dispersion(-0.002)
PLD,188,2026-08-07,beta_hedged,0.46527394226760005,0.050761421319796954,1,0.0,140.16000366210938,796932638.0,vol_63d_rank(-0.016) | vol_63d(-0.016) | mkt_dispersion(-0.003)
CHD,189,2026-08-07,beta_hedged,0.4647387722608269,0.04568527918781726,1,0.0,103.23999786376953,185163946.0,vol_63d_rank(-0.018) | vol_63d(-0.014) | vol_10d(-0.002)
NSC,190,2026-08-07,beta_hedged,0.46445376767838825,0.04060913705583756,1,0.0,334.3599853515625,386368402.0,vol_63d_rank(-0.017) | vol_63d(-0.015) | mkt_dispersion(-0.003)
COR,191,2026-08-07,beta_hedged,0.46312404060418366,0.03553299492385787,1,0.0,320.4599914550781,437950862.0,vol_63d_rank(-0.017) | vol_63d(-0.016) | close_vs_sma200(-0.004)
PG,192,2026-08-07,beta_hedged,0.4606196007750622,0.030456852791878174,1,0.0,145.7899932861328,1243643490.0,vol_63d_rank(-0.018) | vol_63d(-0.014) | mkt_dispersion(-0.004)
PEP,193,2026-08-07,beta_hedged,0.4579163741577113,0.025380710659898477,1,0.0,139.02000427246094,1116422003.0,vol_63d(-0.015) | vol_63d_rank(-0.015) | close_vs_sma200(-0.003)
MCHP,194,2026-08-07,beta_hedged,0.4575931188540305,0.02030456852791878,1,0.0,84.69000244140625,878865439.0,ret_5d(-0.015) | ret_1d(-0.013) | vol_10d(+0.005)
OTIS,195,2026-08-07,beta_hedged,0.45679693759978707,0.015228426395939087,1,0.0,73.98999786376953,286926859.0,vol_63d_rank(-0.019) | vol_63d(-0.014) | close_vs_sma200(-0.004)
MDLZ,196,2026-08-07,beta_hedged,0.45516379413416214,0.01015228426395939,1,0.0,62.61000061035156,605312867.0,vol_63d_rank(-0.018) | vol_63d(-0.017) | mkt_dispersion(-0.003)
TJX,197,2026-08-07,beta_hedged,0.4545877132691644,0.005076142131979695,1,0.0,161.36000061035156,790985417.0,vol_63d_rank(-0.018) | vol_63d(-0.017) | mkt_dispersion(-0.003)
