ticker,rank,asof,variant,score,pct_rank,quintile,target_weight_new_tranche,last_adj_close,adv20_dollars,drivers
PANW,1,2026-09-08,beta_hedged,0.6122582220691068,1.0,5,0.005,336.9800109863281,2231024747.0,vol_10d(+0.027) | vol_63d(+0.023) | mkt_dispersion(+0.012)
EXPE,19,2026-09-08,beta_hedged,0.5310751749559007,0.9076923076923077,5,0.005,274.54998779296875,453356501.0,vol_63d(+0.009) | vol_63d_rank(+0.007) | mkt_dispersion(+0.006)
ACN,20,2026-09-08,beta_hedged,0.5286317750301118,0.9025641025641026,5,0.005,179.02999877929688,928399909.0,vol_63d(+0.017) | mkt_dispersion(+0.006) | vol_63d_rank(+0.005)
RVTY,21,2026-09-08,beta_hedged,0.5280379639466576,0.8974358974358975,5,0.005,127.08000183105469,191516218.0,vol_63d_rank(+0.007) | close_vs_sma200(+0.006) | close_vs_sma50(+0.004)
SNPS,22,2026-09-08,beta_hedged,0.5268448951252727,0.8923076923076924,5,0.005,392.0299987792969,732525241.0,vol_10d(+0.010) | vol_63d(+0.004) | mkt_dispersion(+0.004)
PODD,23,2026-09-08,beta_hedged,0.5256272138501248,0.8871794871794871,5,0.005,142.27999877929688,234210810.0,vol_63d(+0.016) | vol_63d_rank(+0.006) | mkt_dispersion(+0.005)
MCHP,24,2026-09-08,beta_hedged,0.5249663962380199,0.882051282051282,5,0.005,73.37999725341797,615174727.0,vol_63d(+0.012) | vol_63d_rank(+0.006) | mkt_dispersion(+0.004)
TSLA,25,2026-09-08,beta_hedged,0.5245956944280156,0.8769230769230769,5,0.005,368.1600036621094,13346981034.0,vol_63d(+0.018) | mkt_dispersion(+0.007) | vol_63d_rank(+0.006)
EPAM,26,2026-09-08,beta_hedged,0.5235623600471034,0.8717948717948718,5,0.005,115.30999755859375,128963891.0,vol_63d(+0.016) | vol_63d_rank(+0.006) | mkt_dispersion(+0.005)
SMCI,27,2026-09-08,beta_hedged,0.5233679321170862,0.8666666666666667,5,0.005,40.2599983215332,2030190259.0,vol_63d(+0.011) | close_vs_sma50(+0.007) | vol_21d_rank(-0.003)
GNRC,28,2026-09-08,beta_hedged,0.5214915422574623,0.8615384615384616,5,0.005,190.2100067138672,192574332.0,vol_63d(+0.013) | vol_63d_rank(+0.006) | mkt_dispersion(+0.004)
TGT,29,2026-09-08,beta_hedged,0.5203656354799602,0.8564102564102564,5,0.005,162.7100067138672,779302482.0,close_vs_sma200(+0.007) | vol_63d(-0.004) | vol_63d_rank(+0.004)
ADBE,30,2026-09-08,beta_hedged,0.5194766115244002,0.8512820512820513,5,0.005,257.260009765625,1185121561.0,vol_63d(+0.008) | mkt_dispersion(+0.006) | vol_63d_rank(+0.005)
MNST,31,2026-09-08,beta_hedged,0.5180734824332828,0.8461538461538461,5,0.005,43.150001525878906,456158803.0,vol_63d(+0.009) | vol_10d(-0.005) | mkt_dispersion(+0.004)
IT,32,2026-09-08,beta_hedged,0.5178077453778757,0.841025641025641,5,0.005,172.58999633789062,234309149.0,vol_63d(+0.011) | mkt_dispersion(+0.009) | vol_63d_rank(+0.004)
GEV,33,2026-09-08,beta_hedged,0.5176491509828195,0.8358974358974359,5,0.005,971.3099975585938,1955719510.0,vol_63d(+0.014) | mkt_dispersion(+0.006) | vol_63d_rank(+0.005)
CF,34,2026-09-08,beta_hedged,0.5170048159294256,0.8307692307692308,5,0.005,134.3300018310547,334334636.0,close_vs_sma200(+0.006) | vol_63d_rank(+0.005) | close_vs_sma50(+0.005)
INCY,35,2026-09-08,beta_hedged,0.5169735594733954,0.8256410256410256,5,0.005,124.4000015258789,151151043.0,vol_63d_rank(+0.007) | close_vs_sma200(+0.006) | vol_63d(-0.004)
COP,36,2026-09-08,beta_hedged,0.516550186220917,0.8205128205128205,5,0.005,135.0399932861328,860034648.0,close_vs_sma50(+0.008) | close_vs_sma200(+0.007) | vol_63d(-0.004)
PNR,37,2026-09-08,beta_hedged,0.5161443089697574,0.8153846153846154,5,0.005,58.619998931884766,236634703.0,vol_63d_rank(+0.004) | vol_63d(+0.004) | vol_21d(+0.003)
MSFT,38,2026-09-08,beta_hedged,0.5160955654681443,0.8102564102564103,5,0.005,493.95001220703125,11414506821.0,vol_63d_rank(+0.004) | close_vs_sma50(+0.003) | mkt_dispersion(+0.003)
GRMN,39,2026-09-08,beta_hedged,0.5158350003912281,0.8051282051282052,5,0.005,275.67999267578125,251089791.0,vol_63d_rank(+0.005) | close_vs_sma200(+0.004) | vol_63d(-0.003)
ISRG,40,2026-09-08,beta_hedged,0.515619716105995,0.8,4,0.005,350.1600036621094,876443851.0,vol_63d(+0.006) | vol_63d_rank(+0.005) | close_vs_sma200(-0.003)
RL,41,2026-09-08,beta_hedged,0.5150590578987727,0.7948717948717948,4,0.0,347.2300109863281,239545930.0,vol_63d(+0.005) | vol_63d_rank(+0.004) | bb_position(+0.003)
MRK,42,2026-09-08,beta_hedged,0.51498594086885,0.7897435897435897,4,0.0,148.4600067138672,1595245793.0,close_vs_sma200(+0.006) | close_vs_sma50(+0.005) | vol_63d_rank(+0.005)
NTAP,43,2026-09-08,beta_hedged,0.5145032249244269,0.7846153846153846,4,0.0,189.1300048828125,498680333.0,close_vs_sma200(+0.007) | vol_63d_rank(+0.007) | vol_63d(-0.004)
SYK,44,2026-09-08,beta_hedged,0.5143216354254654,0.7794871794871795,4,0.0,276.42999267578125,734907366.0,vol_63d(+0.007) | close_vs_sma200(-0.003) | vol_63d_rank(+0.003)
ORCL,45,2026-09-08,beta_hedged,0.5143046825523024,0.7743589743589744,4,0.0,162.52000427246094,3385074141.0,vol_63d(+0.012) | vol_63d_rank(+0.006) | ret_5d(-0.004)
EL,46,2026-09-08,beta_hedged,0.5142429125630945,0.7692307692307693,4,0.0,101.69000244140625,391578868.0,vol_63d(+0.005) | vol_63d_rank(+0.004) | mkt_dispersion(+0.004)
ODFL,47,2026-09-08,beta_hedged,0.5137799838344362,0.764102564102564,4,0.0,187.00999450683594,329909561.0,sharpe_mom_63(+0.005) | vol_63d(-0.004) | vol_63d_rank(+0.004)
MPWR,48,2026-09-08,beta_hedged,0.5132501568010555,0.7589743589743589,4,0.0,1218.5,918392876.0,vol_63d(+0.011) | mkt_dispersion(+0.005) | vol_10d(-0.004)
CHRW,49,2026-09-08,beta_hedged,0.5129853199324383,0.7538461538461538,4,0.0,150.10000610351562,181732179.0,vol_63d_rank(+0.006) | vol_63d(+0.004) | mkt_dispersion(+0.003)
BLDR,50,2026-09-08,beta_hedged,0.512939468991168,0.7487179487179487,4,0.0,62.58000183105469,129787652.0,vol_63d(+0.014) | vol_63d_rank(+0.006) | mkt_dispersion(+0.004)
COHR,51,2026-09-08,beta_hedged,0.5123304766323987,0.7435897435897436,4,0.0,301.8800048828125,2127402056.0,vol_10d(+0.015) | vol_21d(+0.008) | vol_63d(+0.005)
ON,52,2026-09-08,beta_hedged,0.512083793649445,0.7384615384615385,4,0.0,71.08000183105469,543591628.0,vol_63d(+0.011) | mkt_dispersion(+0.004) | ret_63d_rank(-0.003)
BIIB,53,2026-09-08,beta_hedged,0.5117205165945625,0.7333333333333333,4,0.0,212.5,162130252.0,vol_63d_rank(+0.006) | vol_63d(-0.002) | mkt_dispersion(+0.002)
QCOM,54,2026-09-08,beta_hedged,0.5115760943063787,0.7282051282051282,4,0.0,174.08999633789062,1491257040.0,vol_63d_rank(+0.006) | vol_63d(+0.004) | mkt_dispersion(+0.003)
MAS,55,2026-09-08,beta_hedged,0.5115000872509055,0.7230769230769231,4,0.0,70.93000030517578,134843985.0,vol_63d_rank(+0.006) | vol_21d(+0.003) | bb_position(+0.003)
AKAM,56,2026-09-08,beta_hedged,0.5110572252804225,0.717948717948718,4,0.0,105.61000061035156,334376912.0,vol_63d_rank(+0.006) | vol_63d(+0.005) | vol_21d(-0.003)
MU,57,2026-09-08,beta_hedged,0.5105098712733025,0.7128205128205128,4,0.0,1000.260009765625,26147818291.0,vol_63d(+0.012) | mkt_dispersion(+0.004) | mkt_breadth(-0.003)
SWKS,58,2026-09-08,beta_hedged,0.5102747542371988,0.7076923076923077,4,0.0,75.37999725341797,376550917.0,mkt_dispersion(+0.005) | close_vs_sma200(+0.004) | ret_5d(-0.004)
PTC,59,2026-09-08,beta_hedged,0.5101924028443613,0.7025641025641025,4,0.0,133.25999450683594,172962834.0,vol_63d(+0.006) | mkt_dispersion(+0.005) | vol_63d_rank(+0.004)
EFX,60,2026-09-08,beta_hedged,0.5101816409342308,0.6974358974358974,4,0.0,171.6199951171875,196994184.0,vol_63d(+0.005) | mkt_dispersion(+0.004) | vol_21d(-0.004)
DHR,61,2026-09-08,beta_hedged,0.509564030127503,0.6923076923076923,4,0.0,205.22999572753906,656912322.0,vol_63d_rank(+0.007) | vol_63d(-0.005) | close_vs_sma200(-0.002)
TTD,62,2026-09-08,beta_hedged,0.5095146028119913,0.6871794871794872,4,0.0,14.020000457763672,299015783.0,vol_63d(+0.013) | vol_63d_rank(+0.005) | close_vs_sma200(-0.004)
TECH,63,2026-09-08,beta_hedged,0.5094635215184781,0.6820512820512821,4,0.0,72.30999755859375,174293482.0,vol_63d_rank(+0.005) | close_vs_sma200(+0.005) | mkt_dispersion(+0.003)
ALGN,64,2026-09-08,beta_hedged,0.5090813031139517,0.676923076923077,4,0.0,153.49000549316406,131949045.0,vol_63d(+0.005) | vol_63d_rank(+0.003) | bb_position(+0.002)
BBY,65,2026-09-08,beta_hedged,0.5088289475411593,0.6717948717948717,4,0.0,89.33000183105469,346077038.0,close_vs_sma200(+0.006) | vol_63d_rank(+0.004) | vol_63d(-0.004)
ROP,66,2026-09-08,beta_hedged,0.5081997717545196,0.6666666666666666,4,0.0,395.6499938964844,281040450.0,vol_63d(-0.005) | vol_63d_rank(+0.004) | mkt_dispersion(+0.002)
CEG,67,2026-09-08,beta_hedged,0.50818825282664,0.6615384615384615,4,0.0,299.04998779296875,683490976.0,vol_63d_rank(+0.005) | close_vs_sma200(-0.004) | vol_63d(-0.004)
CDW,68,2026-09-08,beta_hedged,0.5078576300629187,0.6564102564102564,4,0.0,144.47999572753906,230202469.0,mkt_dispersion(+0.005) | vol_63d(+0.004) | vol_63d_rank(+0.004)
GPC,69,2026-09-08,beta_hedged,0.5078235084160153,0.6512820512820513,4,0.0,134.05999755859375,148469236.0,vol_63d_rank(+0.007) | vol_63d(-0.004) | mkt_dispersion(+0.002)
ALB,70,2026-09-08,beta_hedged,0.5073721423953299,0.6461538461538462,4,0.0,129.57000732421875,272202834.0,vol_63d(+0.005) | mkt_dispersion(+0.004) | vol_63d_rank(+0.003)
UBER,71,2026-09-08,beta_hedged,0.5072975180430438,0.6410256410256411,4,0.0,73.12999725341797,1192748612.0,vol_63d_rank(+0.004) | mkt_dispersion(+0.003) | close_vs_sma200(-0.002)
NXPI,72,2026-09-08,beta_hedged,0.5071067484834656,0.6358974358974359,4,0.0,223.8699951171875,664645558.0,vol_63d_rank(+0.004) | vol_63d(+0.003) | close_vs_sma200(-0.002)
CTVA,73,2026-09-08,beta_hedged,0.5070918916255845,0.6307692307692307,4,0.0,85.9000015258789,378679014.0,vol_63d_rank(+0.005) | vol_63d(-0.005) | ret_63d(+0.001)
RMD,74,2026-09-08,beta_hedged,0.5070012966021814,0.6256410256410256,4,0.0,221.0500030517578,313581232.0,vol_63d_rank(+0.006) | vol_63d(-0.005) | close_vs_sma200(-0.004)
SLB,75,2026-09-08,beta_hedged,0.5068078721255586,0.6205128205128205,4,0.0,57.099998474121094,641737262.0,close_vs_sma50(+0.006) | vol_63d_rank(+0.004) | close_vs_sma200(+0.004)
TXN,76,2026-09-08,beta_hedged,0.5067878551720696,0.6153846153846154,4,0.0,258.9200134277344,1435288896.0,vol_63d(+0.003) | vol_63d_rank(+0.003) | mkt_dispersion(+0.002)
ADSK,77,2026-09-08,beta_hedged,0.5067358708830947,0.6102564102564103,4,0.0,212.2100067138672,506987535.0,vol_63d(+0.005) | vol_21d(-0.003) | ret_10d(+0.003)
ULTA,78,2026-09-08,beta_hedged,0.5066619866520723,0.6051282051282051,4,0.0,549.22998046875,411595260.0,vol_63d_rank(+0.005) | vol_21d(-0.004) | vol_63d(-0.003)
NUE,79,2026-09-08,beta_hedged,0.5064765241714776,0.6,3,0.0,256.3999938964844,352165273.0,close_vs_sma200(+0.006) | vol_63d_rank(+0.005) | vol_63d(-0.004)
PHM,80,2026-09-08,beta_hedged,0.506392448846806,0.5948717948717949,3,0.0,120.06999969482422,155829611.0,vol_63d_rank(+0.005) | vol_63d(-0.004) | close_vs_sma200(-0.002)
KLAC,81,2026-09-08,beta_hedged,0.5063837777410914,0.5897435897435898,3,0.0,188.97999572753906,1702595658.0,vol_63d(+0.008) | mkt_dispersion(+0.006) | vol_63d_rank(+0.003)
TPR,82,2026-09-08,beta_hedged,0.5061919195829433,0.5846153846153846,3,0.0,117.58000183105469,511669878.0,ret_21d_rank(-0.007) | vol_63d(+0.007) | vol_63d_rank(+0.004)
VRT,83,2026-09-08,beta_hedged,0.5061594504987835,0.5794871794871795,3,0.0,290.8299865722656,1074215357.0,vol_63d(+0.010) | mkt_dispersion(+0.005) | ret_5d(-0.004)
DVN,84,2026-09-08,beta_hedged,0.5048321798186194,0.5743589743589743,3,0.0,48.400001525878906,478294797.0,vol_63d_rank(+0.005) | vol_63d(-0.005) | close_vs_sma50(+0.003)
TRMB,85,2026-09-08,beta_hedged,0.5047100781726113,0.5692307692307692,3,0.0,58.779998779296875,240954002.0,vol_63d_rank(+0.005) | vol_63d(-0.005) | close_vs_sma200(-0.002)
VRSN,86,2026-09-08,beta_hedged,0.5038267457130036,0.5641025641025641,3,0.0,282.20001220703125,202809289.0,vol_63d_rank(+0.006) | vol_63d(-0.004) | vol_21d(+0.002)
PWR,87,2026-09-08,beta_hedged,0.5037974637183521,0.558974358974359,3,0.0,639.0499877929688,687329474.0,vol_63d_rank(+0.005) | vol_63d(+0.005) | mkt_dispersion(+0.004)
WST,88,2026-09-08,beta_hedged,0.5036254321729637,0.5538461538461539,3,0.0,337.75,208157438.0,close_vs_sma200(+0.007) | vol_63d(-0.005) | vol_21d(-0.003)
GILD,89,2026-09-08,beta_hedged,0.502983928500392,0.5487179487179488,3,0.0,146.63999938964844,774977991.0,vol_63d(-0.005) | ret_63d(+0.002) | close_vs_sma50(+0.001)
NKE,90,2026-09-08,beta_hedged,0.5027588487096545,0.5435897435897435,3,0.0,38.099998474121094,1102507320.0,vol_63d_rank(+0.006) | vol_63d(-0.005) | close_vs_sma200(-0.002)
CPRT,91,2026-09-08,beta_hedged,0.5023168708861521,0.5384615384615384,3,0.0,32.599998474121094,320583333.0,vol_63d_rank(+0.004) | vol_21d(-0.003) | mkt_dispersion(+0.003)
IDXX,92,2026-09-08,beta_hedged,0.5020923045607054,0.5333333333333333,3,0.0,520.2100219726562,332751490.0,vol_63d(-0.005) | vol_63d_rank(+0.004) | close_vs_sma200(-0.002)
ADI,93,2026-09-08,beta_hedged,0.5020313716814001,0.5282051282051282,3,0.0,363.20001220703125,1338738216.0,vol_63d_rank(+0.005) | vol_63d(-0.002) | vol_21d(+0.001)
AOS,94,2026-09-08,beta_hedged,0.5019298836437837,0.5230769230769231,3,0.0,58.81999969482422,76380309.0,vol_63d(-0.005) | vol_63d_rank(+0.003) | close_vs_sma200(-0.002)
JBHT,95,2026-09-08,beta_hedged,0.5018408480409838,0.517948717948718,3,0.0,274.7799987792969,233602033.0,vol_63d_rank(+0.004) | vol_63d(-0.004) | vol_21d(-0.004)
EMR,96,2026-09-08,beta_hedged,0.5016088955820072,0.5128205128205128,3,0.0,152.14999389648438,350781980.0,vol_63d(-0.006) | vol_63d_rank(+0.003) | vol_21d(+0.002)
CMI,97,2026-09-08,beta_hedged,0.5010209473867212,0.5076923076923077,3,0.0,561.5499877929688,541913962.0,vol_63d_rank(+0.005) | vol_63d(-0.004) | close_vs_sma200(-0.002)
MCK,98,2026-09-08,beta_hedged,0.5009219742268599,0.5025641025641026,3,0.0,889.1199951171875,800503947.0,vol_63d(-0.005) | vol_63d_rank(+0.002) | ret_63d(+0.001)
GEHC,99,2026-09-08,beta_hedged,0.5009048734356848,0.49743589743589745,3,0.0,66.7750015258789,185801177.0,vol_63d_rank(+0.006) | vol_63d(-0.005) | close_vs_sma200(-0.002)
REGN,100,2026-09-08,beta_hedged,0.5007837514110414,0.49230769230769234,3,0.0,810.3099975585938,591868334.0,vol_63d(-0.006) | close_vs_sma50(+0.002) | vol_21d(+0.001)
JBL,101,2026-09-08,beta_hedged,0.5005739658713575,0.48717948717948717,3,0.0,312.3299865722656,306877395.0,vol_63d_rank(+0.005) | mkt_dispersion(+0.003) | vol_21d(-0.003)
MKC,102,2026-09-08,beta_hedged,0.500345914677551,0.48205128205128206,3,0.0,51.900001525878906,130168643.0,vol_63d(-0.006) | close_vs_sma200(-0.002) | vol_63d_rank(+0.002)
CARR,103,2026-09-08,beta_hedged,0.4999449162202753,0.47692307692307695,3,0.0,59.11000061035156,306906335.0,vol_63d_rank(+0.006) | vol_63d(-0.004) | close_vs_sma200(-0.003)
ROL,104,2026-09-08,beta_hedged,0.4997821785201662,0.4717948717948718,3,0.0,34.95000076293945,161989356.0,close_vs_sma200(-0.005) | sharpe_mom_63(+0.005) | vol_63d(-0.005)
EOG,105,2026-09-08,beta_hedged,0.4997403958299407,0.4666666666666667,3,0.0,145.36000061035156,402718199.0,vol_63d(-0.005) | vol_63d_rank(+0.004) | ret_63d(-0.002)
IR,106,2026-09-08,beta_hedged,0.49969539338203756,0.46153846153846156,3,0.0,75.11000061035156,263599162.0,vol_63d(-0.005) | vol_63d_rank(+0.003) | close_vs_sma200(-0.003)
TEL,107,2026-09-08,beta_hedged,0.49951945366712475,0.4564102564102564,3,0.0,204.99000549316406,403537354.0,vol_63d_rank(+0.005) | vol_63d(-0.005) | close_vs_sma200(-0.002)
AAPL,108,2026-09-08,beta_hedged,0.4994734669288106,0.4512820512820513,3,0.0,316.2200012207031,12424222262.0,vol_63d(-0.005) | vol_63d_rank(+0.004) | vol_21d(+0.002)
CLX,109,2026-09-08,beta_hedged,0.4993536308511956,0.44358974358974357,3,0.0,91.5999984741211,293896727.0,vol_63d(-0.005) | close_vs_sma200(-0.002) | vol_63d_rank(+0.002)
VMC,110,2026-09-08,beta_hedged,0.4993536308511956,0.44358974358974357,3,0.0,258.29998779296875,238358057.0,vol_63d(-0.005) | close_vs_sma200(-0.002) | vol_63d_rank(+0.002)
JCI,111,2026-09-08,beta_hedged,0.499230061595261,0.4358974358974359,3,0.0,146.3699951171875,410925702.0,vol_63d(-0.005) | vol_63d_rank(+0.003) | vol_21d(+0.001)
DECK,112,2026-09-08,beta_hedged,0.4992144780514522,0.4307692307692308,3,0.0,82.5999984741211,238185962.0,vol_21d(-0.006) | vol_63d_rank(+0.004) | vol_63d(-0.004)
GOOGL,113,2026-09-08,beta_hedged,0.49893498779529083,0.4256410256410256,3,0.0,338.3599853515625,7639020228.0,vol_63d(-0.005) | vol_63d_rank(+0.005) | vol_21d(+0.002)
WSM,114,2026-09-08,beta_hedged,0.4987964562028651,0.4205128205128205,3,0.0,227.8300018310547,261225625.0,vol_63d(-0.005) | close_vs_sma50(-0.001) | vol_21d(+0.001)
TMO,115,2026-09-08,beta_hedged,0.49859812424503164,0.4153846153846154,3,0.0,603.02001953125,982426512.0,vol_63d(-0.006) | vol_10d(-0.002) | vol_21d(+0.001)
STX,116,2026-09-08,beta_hedged,0.4985636872801045,0.41025641025641024,3,0.0,904.3800048828125,3121498642.0,ret_21d_rank(+0.005) | vol_21d_rank(-0.004) | mkt_dispersion(+0.004)
EBAY,117,2026-09-08,beta_hedged,0.4983541342558356,0.40512820512820513,3,0.0,104.58999633789062,431757346.0,vol_63d(-0.004) | vol_63d_rank(+0.003) | close_vs_sma200(-0.001)
SHW,118,2026-09-08,beta_hedged,0.49817707187441634,0.4,2,0.0,326.0899963378906,536662433.0,vol_63d(-0.006) | vol_63d_rank(+0.003) | close_vs_sma200(-0.003)
AVGO,119,2026-09-08,beta_hedged,0.49813889071158185,0.39487179487179486,2,0.0,368.55999755859375,8760890082.0,vol_21d(-0.003) | close_vs_sma200(-0.002) | vol_63d(+0.002)
HAL,120,2026-09-08,beta_hedged,0.49765390220958033,0.38974358974358975,2,0.0,36.79999923706055,376988286.0,vol_63d(-0.004) | vol_63d_rank(+0.004) | close_vs_sma50(+0.003)
LLY,121,2026-09-08,beta_hedged,0.4975678136106114,0.38461538461538464,2,0.0,1123.9100341796875,3013294903.0,vol_63d(-0.006) | vol_63d_rank(+0.003) | ret_10d(+0.002)
VRTX,122,2026-09-08,beta_hedged,0.4970079558337896,0.37948717948717947,2,0.0,528.9000244140625,600575541.0,vol_63d(-0.006) | vol_10d(-0.002) | ret_63d(+0.002)
WAB,123,2026-09-08,beta_hedged,0.4966860688524694,0.37435897435897436,2,0.0,284.45001220703125,262452299.0,vol_63d(-0.006) | vol_63d_rank(+0.003) | vol_21d(+0.001)
ALLE,124,2026-09-08,beta_hedged,0.49659210152354466,0.36923076923076925,2,0.0,156.0500030517578,219270509.0,vol_63d(-0.005) | vol_10d(-0.002) | vol_21d(+0.001)
FSLR,125,2026-09-08,beta_hedged,0.4964056489324576,0.3641025641025641,2,0.0,213.25,406618314.0,vol_63d_rank(+0.004) | vol_21d(-0.003) | ret_10d(-0.002)
PKG,126,2026-09-08,beta_hedged,0.49636798536951693,0.358974358974359,2,0.0,231.99000549316406,140574644.0,vol_63d(-0.005) | vol_21d(-0.005) | vol_63d_rank(+0.005)
ROK,127,2026-09-08,beta_hedged,0.4961434247515675,0.35384615384615387,2,0.0,429.1300048828125,298712816.0,vol_63d(-0.005) | vol_63d_rank(+0.003) | close_vs_sma200(-0.002)
LRCX,128,2026-09-08,beta_hedged,0.49602780249997913,0.3487179487179487,2,0.0,320.4200134277344,2342453791.0,vol_63d(+0.006) | mkt_dispersion(+0.005) | vol_21d(-0.003)
WY,129,2026-09-08,beta_hedged,0.49568468434261675,0.3435897435897436,2,0.0,22.690000534057617,113863494.0,vol_63d(-0.006) | close_vs_sma200(-0.002) | vol_21d(+0.002)
ABT,130,2026-09-08,beta_hedged,0.4956211851249015,0.3384615384615385,2,0.0,105.5199966430664,836284278.0,vol_63d(-0.006) | close_vs_sma200(-0.004) | vol_10d(-0.002)
AMD,131,2026-09-08,beta_hedged,0.4954623648149649,0.3333333333333333,2,0.0,505.739990234375,8352859981.0,mkt_dispersion(+0.005) | vol_63d(+0.005) | vol_21d(-0.004)
TT,132,2026-09-08,beta_hedged,0.4954243881032631,0.3282051282051282,2,0.0,446.0,410167811.0,vol_63d(-0.005) | close_vs_sma200(-0.003) | vol_63d_rank(+0.002)
CDNS,133,2026-09-08,beta_hedged,0.4950602526773967,0.3230769230769231,2,0.0,284.1099853515625,720587908.0,vol_21d(-0.006) | vol_63d(-0.005) | sharpe_mom_63(+0.003)
BSX,134,2026-09-08,beta_hedged,0.4949396214279907,0.31794871794871793,2,0.0,44.97999954223633,941859765.0,vol_63d(-0.005) | vol_63d_rank(+0.005) | vol_21d(-0.004)
PPG,135,2026-09-08,beta_hedged,0.4948180725557756,0.3128205128205128,2,0.0,109.72000122070312,141541628.0,vol_63d(-0.005) | close_vs_sma200(-0.003) | vol_63d_rank(+0.002)
UPS,136,2026-09-08,beta_hedged,0.4947345216388293,0.3076923076923077,2,0.0,100.4800033569336,433784737.0,vol_63d(-0.006) | close_vs_sma200(-0.003) | vol_63d_rank(+0.002)
ORLY,137,2026-09-08,beta_hedged,0.49466400950407347,0.30256410256410254,2,0.0,85.88999938964844,414317491.0,vol_63d(-0.006) | close_vs_sma200(-0.002) | vol_63d_rank(+0.002)
DHI,138,2026-09-08,beta_hedged,0.49466191928243625,0.29743589743589743,2,0.0,138.49000549316406,268129769.0,vol_63d(-0.005) | vol_63d_rank(+0.005) | vol_21d(-0.003)
POOL,139,2026-09-08,beta_hedged,0.4941710657542237,0.2923076923076923,2,0.0,177.33999633789062,119835221.0,vol_63d_rank(+0.005) | vol_63d(-0.005) | vol_21d(-0.005)
