ticker,rank,asof,variant,score,pct_rank,quintile,target_weight_new_tranche,last_adj_close,adv20_dollars,drivers
PANW,1,2026-09-08,beta_hedged,0.6122582220691068,1.0,5,0.005,336.9800109863281,2231024747.0,vol_10d(+0.027) | vol_63d(+0.023) | mkt_dispersion(+0.012)
LOW,140,2026-09-08,beta_hedged,0.4940132827339773,0.28717948717948716,2,0.0,200.8000030517578,650994604.0,vol_63d(-0.006) | close_vs_sma200(-0.003) | mkt_dispersion(-0.002)
NVDA,141,2026-09-08,beta_hedged,0.49376300528774925,0.28205128205128205,2,0.0,225.72999572753906,28407652950.0,vol_21d(-0.004) | vol_63d_rank(+0.003) | vol_63d(-0.003)
CSCO,142,2026-09-08,beta_hedged,0.4931443474662267,0.27692307692307694,2,0.0,109.16999816894531,2218384611.0,vol_63d(-0.004) | vol_21d(-0.003) | vol_63d_rank(+0.003)
STLD,143,2026-09-08,beta_hedged,0.49248623188987567,0.2717948717948718,2,0.0,240.30999755859375,284275232.0,vol_63d_rank(+0.003) | vol_21d(-0.003) | close_vs_sma200(-0.002)
ROST,144,2026-09-08,beta_hedged,0.4922754249520687,0.26666666666666666,2,0.0,229.30999755859375,665097998.0,vol_63d(-0.008) | vol_63d_rank(-0.003) | ret_21d_rank(+0.003)
HD,145,2026-09-08,beta_hedged,0.4922546547717473,0.26153846153846155,2,0.0,313.70001220703125,1220401991.0,vol_63d(-0.008) | vol_63d_rank(-0.003) | ret_21d_rank(+0.003)
XYL,146,2026-09-08,beta_hedged,0.49216109740453695,0.2564102564102564,2,0.0,108.80999755859375,192887123.0,vol_63d(-0.007) | vol_63d_rank(-0.004) | close_vs_sma200(-0.002)
GLW,147,2026-09-08,beta_hedged,0.49169365014510086,0.2512820512820513,2,0.0,165.9600067138672,1342980052.0,mkt_dispersion(+0.005) | vol_21d_rank(-0.004) | close_vs_sma200(-0.004)
COO,148,2026-09-08,beta_hedged,0.4916608087358167,0.24615384615384617,2,0.0,67.69000244140625,121546941.0,vol_63d(-0.007) | vol_63d_rank(-0.004) | close_vs_sma200(-0.002)
BDX,149,2026-09-08,beta_hedged,0.4906960896601192,0.24102564102564103,2,0.0,179.10000610351562,303524793.0,vol_63d(-0.008) | vol_63d_rank(-0.005) | vol_10d(-0.002)
ADM,150,2026-09-08,beta_hedged,0.4905225780991023,0.2358974358974359,2,0.0,84.5,288121358.0,vol_63d(-0.010) | vol_63d_rank(-0.007) | close_vs_sma200(+0.005)
A,151,2026-09-08,beta_hedged,0.490267520408782,0.23076923076923078,2,0.0,146.85000610351562,352693865.0,vol_63d(-0.008) | vol_63d_rank(-0.004) | vol_ratio(-0.001)
CTAS,152,2026-09-08,beta_hedged,0.4897249850823171,0.22564102564102564,2,0.0,200.5,340096070.0,vol_63d(-0.008) | vol_63d_rank(-0.004) | vol_10d(-0.001)
ABBV,153,2026-09-08,beta_hedged,0.4889435128760566,0.2205128205128205,2,0.0,248.77999877929688,1101081693.0,vol_63d(-0.009) | vol_63d_rank(-0.005) | vol_10d(-0.002)
BKR,154,2026-09-08,beta_hedged,0.4883359971487464,0.2153846153846154,2,0.0,63.91999816894531,394413827.0,vol_63d(-0.008) | vol_63d_rank(-0.003) | mkt_dispersion(-0.001)
ITW,155,2026-09-08,beta_hedged,0.48828439881358987,0.21025641025641026,2,0.0,268.69000244140625,276148585.0,vol_63d_rank(-0.007) | vol_63d(-0.006) | mkt_dispersion(-0.004)
DOV,156,2026-09-08,beta_hedged,0.48826478669826523,0.20512820512820512,2,0.0,194.74000549316406,210977161.0,vol_63d(-0.007) | vol_63d_rank(-0.003) | close_vs_sma200(-0.002)
AVY,157,2026-09-08,beta_hedged,0.48784946451897543,0.2,1,0.0,170.6999969482422,191737966.0,vol_63d(-0.008) | vol_63d_rank(-0.005) | close_vs_sma200(-0.002)
TER,158,2026-09-08,beta_hedged,0.4877992332232326,0.19487179487179487,1,0.0,372.05999755859375,880829266.0,mkt_dispersion(+0.005) | vol_21d_rank(-0.004) | vol_10d(-0.003)
TJX,159,2026-09-08,beta_hedged,0.48715604616433733,0.18974358974358974,1,0.0,128.9199981689453,1048796230.0,vol_63d(-0.010) | vol_63d_rank(-0.009) | mkt_dispersion(-0.004)
AMAT,160,2026-09-08,beta_hedged,0.4871196068434506,0.18461538461538463,1,0.0,472.7900085449219,3678542547.0,mkt_dispersion(+0.004) | sharpe_mom_21(-0.004) | ret_21d_rank(-0.004)
HSY,161,2026-09-08,beta_hedged,0.4869023672643042,0.1794871794871795,1,0.0,173.27000427246094,208955369.0,vol_63d(-0.008) | vol_63d_rank(-0.004) | vol_10d(-0.001)
NSC,162,2026-09-08,beta_hedged,0.4867087695672107,0.17435897435897435,1,0.0,327.9200134277344,395796499.0,vol_63d_rank(-0.008) | vol_63d(-0.003) | mkt_dispersion(-0.003)
KVUE,163,2026-09-08,beta_hedged,0.48599195880208007,0.16923076923076924,1,0.0,18.389999389648438,380709000.0,vol_63d_rank(-0.008) | vol_63d(-0.003) | mkt_dispersion(-0.003)
STE,164,2026-09-08,beta_hedged,0.4856947015756489,0.1641025641025641,1,0.0,218.44000244140625,150597672.0,vol_63d(-0.007) | vol_63d_rank(-0.004) | close_vs_sma200(-0.002)
TSCO,165,2026-09-08,beta_hedged,0.4856409363489928,0.15897435897435896,1,0.0,35.290000915527344,354290910.0,vol_63d(-0.008) | close_vs_sma200(-0.004) | vol_63d_rank(-0.004)
MDT,166,2026-09-08,beta_hedged,0.4850149035217865,0.15384615384615385,1,0.0,92.38999938964844,734482916.0,vol_63d(-0.008) | vol_63d_rank(-0.006) | mkt_dispersion(-0.002)
XOM,167,2026-09-08,beta_hedged,0.4847615262956624,0.14871794871794872,1,0.0,160.66000366210938,2267411164.0,vol_63d(-0.008) | vol_63d_rank(-0.006) | mkt_dispersion(-0.002)
CL,168,2026-09-08,beta_hedged,0.4844445627768504,0.14358974358974358,1,0.0,88.41000366210938,361444746.0,vol_63d_rank(-0.008) | mkt_dispersion(-0.003) | vol_63d(-0.003)
LIN,169,2026-09-08,beta_hedged,0.48412786943096914,0.13846153846153847,1,0.0,468.3800048828125,918092535.0,vol_63d_rank(-0.008) | mkt_dispersion(-0.003) | vol_63d(-0.003)
APD,170,2026-09-08,beta_hedged,0.48408786070864945,0.13333333333333333,1,0.0,297.7099914550781,287805699.0,vol_63d(-0.008) | vol_63d_rank(-0.005) | mkt_dispersion(-0.002)
COR,171,2026-09-08,beta_hedged,0.48390875662377636,0.1282051282051282,1,0.0,324.69000244140625,398350274.0,vol_63d(-0.008) | vol_63d_rank(-0.006) | close_vs_sma200(-0.002)
LH,172,2026-09-08,beta_hedged,0.48337822054482243,0.12307692307692308,1,0.0,324.8599853515625,215558991.0,vol_63d_rank(-0.014) | vol_63d(-0.011) | close_vs_sma200(+0.005)
KMB,173,2026-09-08,beta_hedged,0.4831163003190893,0.11794871794871795,1,0.0,102.93000030517578,322396011.0,vol_63d(-0.008) | vol_63d_rank(-0.006) | mkt_dispersion(-0.002)
RSG,174,2026-09-08,beta_hedged,0.483007631294096,0.11282051282051282,1,0.0,221.6300048828125,317714580.0,vol_63d_rank(-0.008) | mkt_dispersion(-0.003) | vol_63d(-0.002)
MDLZ,175,2026-09-08,beta_hedged,0.4829569719821536,0.1076923076923077,1,0.0,61.630001068115234,431130901.0,vol_63d(-0.009) | vol_63d_rank(-0.006) | mkt_dispersion(-0.002)
CPT,176,2026-09-08,beta_hedged,0.4816150894627667,0.10256410256410256,1,0.0,104.70999908447266,88977478.0,vol_63d_rank(-0.009) | vol_63d(-0.003) | close_vs_sma200(-0.002)
MAA,177,2026-09-08,beta_hedged,0.48107454725268894,0.09743589743589744,1,0.0,127.88999938964844,99339391.0,vol_63d_rank(-0.009) | vol_63d(-0.003) | close_vs_sma200(-0.002)
EXPD,178,2026-09-08,beta_hedged,0.47983522864336997,0.09230769230769231,1,0.0,185.9600067138672,142117227.0,vol_63d_rank(-0.014) | vol_63d(-0.008) | close_vs_sma200(+0.004)
CSX,179,2026-09-08,beta_hedged,0.47977580861308083,0.08717948717948718,1,0.0,49.0,464661894.0,vol_63d_rank(-0.009) | vol_63d(-0.006) | mkt_dispersion(-0.004)
UNP,180,2026-09-08,beta_hedged,0.47961422338201737,0.08205128205128205,1,0.0,288.45001220703125,703611878.0,vol_63d_rank(-0.009) | vol_63d(-0.006) | mkt_dispersion(-0.004)
ECL,181,2026-09-08,beta_hedged,0.47959745177973145,0.07692307692307693,1,0.0,278.1099853515625,395688839.0,vol_63d_rank(-0.010) | vol_63d(-0.006) | mkt_dispersion(-0.004)
PG,182,2026-09-08,beta_hedged,0.47948003366276265,0.07179487179487179,1,0.0,145.5800018310547,1283017897.0,vol_63d_rank(-0.008) | mkt_dispersion(-0.004) | vol_63d(-0.002)
CHD,183,2026-09-08,beta_hedged,0.479285434012869,0.06666666666666667,1,0.0,96.54000091552734,165807430.0,vol_63d_rank(-0.011) | vol_63d(-0.006) | mkt_dispersion(-0.002)
FAST,184,2026-09-08,beta_hedged,0.47841121127139014,0.06153846153846154,1,0.0,49.380001068115234,315282422.0,vol_63d_rank(-0.011) | vol_63d(-0.008) | mkt_dispersion(-0.003)
PEP,185,2026-09-08,beta_hedged,0.4778312867599905,0.05641025641025641,1,0.0,138.4499969482422,923783452.0,vol_63d_rank(-0.010) | vol_63d(-0.006) | mkt_dispersion(-0.003)
OTIS,186,2026-09-08,beta_hedged,0.47697684459444106,0.05128205128205128,1,0.0,70.05999755859375,234522317.0,vol_63d_rank(-0.011) | vol_63d(-0.006) | mkt_dispersion(-0.002)
VLTO,187,2026-09-08,beta_hedged,0.47644131710247306,0.046153846153846156,1,0.0,95.52999877929688,143280114.0,vol_63d_rank(-0.013) | vol_63d(-0.010) | mkt_dispersion(-0.002)
CAH,188,2026-09-08,beta_hedged,0.47615102871549375,0.041025641025641026,1,0.0,240.49000549316406,402462315.0,vol_63d_rank(-0.014) | vol_63d(-0.009) | mkt_dispersion(-0.003)
WELL,189,2026-09-08,beta_hedged,0.47585442934245253,0.035897435897435895,1,0.0,237.25,633327158.0,vol_63d_rank(-0.013) | vol_63d(-0.009) | mkt_dispersion(-0.004)
MMM,190,2026-09-08,beta_hedged,0.4746392727545587,0.03076923076923077,1,0.0,167.52000427246094,464794226.0,vol_63d_rank(-0.012) | vol_63d(-0.011) | mkt_dispersion(-0.004)
WM,191,2026-09-08,beta_hedged,0.47406490541628815,0.02564102564102564,1,0.0,217.77999877929688,445816940.0,vol_63d_rank(-0.010) | vol_63d(-0.006) | mkt_dispersion(-0.004)
JNJ,192,2026-09-08,beta_hedged,0.47382702670871923,0.020512820512820513,1,0.0,269.1199951171875,1686117349.0,vol_63d_rank(-0.014) | vol_63d(-0.011) | mkt_dispersion(-0.004)
EW,193,2026-09-08,beta_hedged,0.47376342440544633,0.015384615384615385,1,0.0,86.72000122070312,255668902.0,vol_63d_rank(-0.012) | vol_63d(-0.009) | mkt_dispersion(-0.004)
DD,194,2026-09-08,beta_hedged,0.471688628654691,0.010256410256410256,1,0.0,131.32000732421875,166813166.0,vol_63d_rank(-0.013) | vol_63d(-0.010) | mkt_dispersion(-0.004)
PLD,195,2026-09-08,beta_hedged,0.47108825627492174,0.005128205128205128,1,0.0,138.47999572753906,424615524.0,vol_63d_rank(-0.012) | vol_63d(-0.009) | mkt_dispersion(-0.004)
