ticker,rank,asof,variant,score,pct_rank,quintile,target_weight_new_tranche,last_adj_close,adv20_dollars,drivers
TECH,66,2026-08-25,beta_hedged,0.5088133367851322,0.6578947368421053,4,0.0,72.33000183105469,254735264.0,amihud(-0.003) | vol_63d_rank(+0.002) | close_vs_sma200(+0.002)
INCY,67,2026-08-25,beta_hedged,0.5085291324420772,0.6526315789473685,4,0.0,129.72000122070312,221716429.0,close_vs_sma200(+0.005) | vol_21d(-0.004) | vol_63d_rank(+0.004)
BBY,68,2026-08-25,beta_hedged,0.5083008179339749,0.6473684210526316,4,0.0,85.29000091552734,276075683.0,vol_21d(-0.003) | close_vs_sma200(+0.003) | vol_63d(+0.003)
WAT,69,2026-08-25,beta_hedged,0.5082342083419696,0.6421052631578947,4,0.0,414.44000244140625,361725723.0,close_vs_sma200(+0.006) | vol_63d(-0.004) | vol_21d(+0.001)
ROP,70,2026-08-25,beta_hedged,0.5079959523894196,0.6368421052631579,4,0.0,413.3699951171875,316760080.0,vol_63d(-0.004) | vol_63d_rank(+0.004) | close_vs_sma50(+0.002)
VRTX,71,2026-08-25,beta_hedged,0.5073559909211954,0.631578947368421,4,0.0,552.8499755859375,660326611.0,close_vs_sma200(+0.005) | vol_63d(-0.005) | close_vs_sma50(+0.002)
LLY,72,2026-08-25,beta_hedged,0.5073321233755693,0.6263157894736842,4,0.0,1233.6600341796875,3420908234.0,close_vs_sma200(+0.006) | vol_63d(-0.004) | vol_63d_rank(+0.004)
ALGN,73,2026-08-25,beta_hedged,0.5069946289726396,0.6210526315789474,4,0.0,159.61000061035156,162930288.0,vol_63d(+0.007) | vol_21d(-0.005) | ret_10d(+0.003)
FCX,74,2026-08-25,beta_hedged,0.5067353971035952,0.6157894736842106,4,0.0,79.91000366210938,966892750.0,ret_10d(-0.007) | close_vs_sma200(+0.005) | ret_5d(-0.004)
WAB,75,2026-08-25,beta_hedged,0.5066617284172773,0.6105263157894737,4,0.0,296.94000244140625,282999294.0,close_vs_sma200(+0.006) | vol_63d(-0.003) | vol_10d(-0.002)
MRK,76,2026-08-25,beta_hedged,0.5062730494949802,0.6052631578947368,4,0.0,156.4499969482422,1514168862.0,vol_10d(+0.006) | close_vs_sma200(+0.006) | ret_10d(-0.005)
BKNG,77,2026-08-25,beta_hedged,0.5058660299451522,0.6,3,0.0,213.77999877929688,1221113463.0,vol_63d_rank(+0.005) | vol_63d(-0.005) | vol_21d(-0.003)
ON,78,2026-08-25,beta_hedged,0.5056941641270476,0.5947368421052631,3,0.0,72.51000213623047,784948051.0,vol_63d(+0.009) | vol_63d_rank(-0.004) | vol_21d(-0.003)
ALLE,79,2026-08-25,beta_hedged,0.5043188778545576,0.5894736842105263,3,0.0,160.3699951171875,186209023.0,vol_63d(-0.004) | vol_10d(-0.002) | vol_21d(+0.001)
ROL,80,2026-08-25,beta_hedged,0.5037796773345337,0.5842105263157895,3,0.0,36.36000061035156,193949177.0,vol_63d(-0.004) | ret_63d(+0.004) | ret_63d_rank(-0.002)
RMD,81,2026-08-25,beta_hedged,0.5035534621622008,0.5789473684210527,3,0.0,236.58999633789062,331416750.0,vol_63d_rank(+0.004) | vol_63d(-0.003) | vol_21d(-0.003)
TPR,82,2026-08-25,beta_hedged,0.5031679072178068,0.5736842105263158,3,0.0,130.1199951171875,457783650.0,vol_10d(+0.007) | vol_63d(+0.006) | ret_63d(-0.005)
ABT,83,2026-08-25,beta_hedged,0.5030136322561468,0.5684210526315789,3,0.0,116.12999725341797,899866614.0,vol_63d(-0.004) | vol_63d_rank(+0.002) | close_vs_sma50(+0.002)
CF,84,2026-08-25,beta_hedged,0.50261138427283,0.5631578947368421,3,0.0,127.26000213623047,293444560.0,close_vs_sma200(+0.006) | vol_21d(-0.005) | vol_63d(-0.003)
ADI,85,2026-08-25,beta_hedged,0.502310424926631,0.5578947368421052,3,0.0,373.6600036621094,1501909250.0,vol_63d_rank(+0.003) | vol_63d(+0.003) | close_vs_sma200(-0.002)
BKR,86,2026-08-25,beta_hedged,0.5022092800835333,0.5526315789473685,3,0.0,61.81999969482422,453809723.0,vol_63d_rank(+0.005) | vol_63d(-0.004) | vol_21d(+0.002)
WSM,87,2026-08-25,beta_hedged,0.501979397538206,0.5473684210526316,3,0.0,234.74000549316406,214349232.0,vol_63d(-0.005) | vol_10d(-0.002) | vol_21d(+0.002)
ODFL,88,2026-08-25,beta_hedged,0.5019648631967197,0.5421052631578948,3,0.0,198.33999633789062,370898036.0,vol_63d(-0.004) | vol_63d_rank(+0.003) | vol_21d(+0.002)
EL,89,2026-08-25,beta_hedged,0.5019166167753922,0.5368421052631579,3,0.0,104.8499984741211,316186243.0,ret_10d(-0.008) | ret_5d(-0.007) | ret_63d(+0.005)
NKE,90,2026-08-25,beta_hedged,0.5017368441845075,0.531578947368421,3,0.0,39.47999954223633,994275447.0,vol_63d(-0.004) | vol_63d_rank(+0.003) | close_vs_sma200(-0.002)
TSCO,91,2026-08-25,beta_hedged,0.501365557963791,0.5263157894736842,3,0.0,35.380001068115234,392010606.0,vol_63d(-0.005) | close_vs_sma200(-0.003) | close_vs_sma50(+0.002)
DECK,92,2026-08-25,beta_hedged,0.5012378494387136,0.5210526315789473,3,0.0,88.73999786376953,215441517.0,vol_21d(-0.005) | vol_63d(-0.003) | ret_63d(+0.003)
CHRW,93,2026-08-25,beta_hedged,0.5010977693812491,0.5157894736842106,3,0.0,143.66000366210938,321191728.0,vol_63d(+0.006) | vol_21d(-0.003) | vol_63d_rank(+0.003)
PPG,94,2026-08-25,beta_hedged,0.5010494541242592,0.5105263157894737,3,0.0,113.6500015258789,201901272.0,vol_63d(-0.004) | vol_63d_rank(+0.003) | vol_21d(+0.001)
NVDA,95,2026-08-25,beta_hedged,0.5009275125686681,0.5052631578947369,3,0.0,213.0500030517578,24567481735.0,vol_63d_rank(+0.004) | vol_63d(-0.004) | ret_63d(-0.002)
LRCX,96,2026-08-25,beta_hedged,0.5006313498556705,0.5,3,0.0,314.6600036621094,3137376307.0,vol_63d(+0.018) | vol_21d_rank(-0.007) | vol_63d_rank(-0.006)
CSX,97,2026-08-25,beta_hedged,0.500296197732998,0.49473684210526314,3,0.0,51.5099983215332,552654645.0,vol_63d_rank(-0.007) | close_vs_sma200(+0.005) | sharpe_mom_63(+0.003)
CEG,98,2026-08-25,beta_hedged,0.5001746435061607,0.48947368421052634,3,0.0,278.4200134277344,738197998.0,vol_63d_rank(+0.004) | vol_63d(-0.004) | ret_63d(-0.002)
JCI,99,2026-08-25,beta_hedged,0.5001682121011636,0.4842105263157895,3,0.0,141.82000732421875,541235377.0,vol_63d(-0.005) | vol_63d_rank(+0.004) | vol_21d(+0.002)
VRSN,100,2026-08-25,beta_hedged,0.5001376897876427,0.4789473684210526,3,0.0,293.75,223572278.0,vol_63d_rank(+0.004) | vol_63d(-0.004) | ret_63d(-0.002)
BDX,101,2026-08-25,beta_hedged,0.5001249268168372,0.47368421052631576,3,0.0,189.77999877929688,348587590.0,vol_63d(-0.007) | close_vs_sma200(+0.005) | vol_63d_rank(-0.004)
MDT,102,2026-08-25,beta_hedged,0.4998933586650922,0.46842105263157896,3,0.0,91.13999938964844,640655870.0,vol_63d(-0.005) | vol_10d(-0.002) | vol_63d_rank(+0.002)
EMR,103,2026-08-25,beta_hedged,0.4992192020840003,0.4631578947368421,3,0.0,154.9600067138672,459121304.0,vol_63d(-0.005) | vol_63d_rank(+0.002) | vol_10d(-0.002)
CSCO,104,2026-08-25,beta_hedged,0.4991772526584716,0.45789473684210524,3,0.0,111.11000061035156,2650048742.0,close_vs_sma200(+0.005) | vol_63d_rank(+0.004) | vol_63d(-0.003)
MCK,105,2026-08-25,beta_hedged,0.49899169472060784,0.45263157894736844,3,0.0,905.0900268554688,899934981.0,vol_63d(-0.005) | vol_21d(-0.004) | close_vs_sma50(+0.002)
REGN,106,2026-08-25,beta_hedged,0.49881032807839515,0.4473684210526316,3,0.0,833.5599975585938,652409433.0,vol_63d(-0.008) | close_vs_sma200(+0.004) | vol_63d_rank(-0.004)
SLB,107,2026-08-25,beta_hedged,0.4987378481261089,0.4421052631578947,3,0.0,53.290000915527344,517886172.0,vol_63d_rank(+0.004) | vol_63d(-0.003) | ret_63d(-0.002)
HAL,108,2026-08-25,beta_hedged,0.49844143742841257,0.4368421052631579,3,0.0,33.79999923706055,347297345.0,vol_63d(-0.005) | vol_63d_rank(+0.004) | vol_21d(-0.003)
CDNS,109,2026-08-25,beta_hedged,0.49818135252847284,0.43157894736842106,3,0.0,331.8999938964844,735036885.0,vol_63d_rank(+0.003) | ret_63d(-0.002) | close_vs_sma200(-0.002)
STLD,110,2026-08-25,beta_hedged,0.49816328285904227,0.4263157894736842,3,0.0,231.0800018310547,313383988.0,vol_21d(-0.004) | vol_63d(+0.004) | ret_63d(-0.003)
IR,111,2026-08-25,beta_hedged,0.49810578087736707,0.42105263157894735,3,0.0,78.56999969482422,356695860.0,vol_63d(-0.005) | close_vs_sma200(-0.002) | vol_10d(-0.001)
ULTA,112,2026-08-25,beta_hedged,0.4980706137443432,0.41578947368421054,3,0.0,537.219970703125,332839431.0,vol_63d_rank(+0.004) | vol_21d(-0.004) | close_vs_sma50(+0.003)
GEHC,113,2026-08-25,beta_hedged,0.4980326601616913,0.4105263157894737,3,0.0,73.91000366210938,290386217.0,vol_63d(-0.005) | vol_63d_rank(+0.005) | vol_21d(-0.004)
UPS,114,2026-08-25,beta_hedged,0.49776873428768303,0.4052631578947368,3,0.0,105.13999938964844,560346646.0,vol_63d(-0.004) | vol_63d_rank(+0.002) | close_vs_sma200(-0.001)
COO,115,2026-08-25,beta_hedged,0.49773224563275,0.4,2,0.0,73.04000091552734,132918426.0,vol_63d(-0.006) | close_vs_sma200(-0.003) | vol_10d(-0.002)
NUE,116,2026-08-25,beta_hedged,0.49725755568498414,0.39473684210526316,2,0.0,247.5500030517578,430920543.0,vol_21d(-0.005) | close_vs_sma200(+0.004) | vol_63d(-0.004)
VRT,117,2026-08-25,beta_hedged,0.49686916134382786,0.3894736842105263,2,0.0,255.75,1663396168.0,vol_63d(+0.005) | vol_21d(+0.004) | ret_21d_rank(-0.004)
SYK,118,2026-08-25,beta_hedged,0.49684920131632043,0.38421052631578945,2,0.0,330.5899963378906,819102943.0,vol_63d(-0.005) | vol_63d_rank(+0.004) | vol_21d(-0.003)
SMCI,119,2026-08-25,beta_hedged,0.4967071276863817,0.37894736842105264,2,0.0,38.459999084472656,1890415405.0,vol_63d(+0.012) | vol_21d_rank(-0.007) | mkt_breadth(-0.004)
ORLY,120,2026-08-25,beta_hedged,0.49649591828677914,0.3736842105263158,2,0.0,90.31999969482422,515193488.0,vol_63d(-0.005) | vol_63d_rank(+0.003) | close_vs_sma200(-0.002)
VMC,121,2026-08-25,beta_hedged,0.49647995351528057,0.3684210526315789,2,0.0,274.0899963378906,288207324.0,vol_63d(-0.005) | vol_63d_rank(+0.003) | close_vs_sma200(-0.002)
XYL,122,2026-08-25,beta_hedged,0.4964502864165796,0.3631578947368421,2,0.0,112.80999755859375,210879617.0,vol_63d(-0.006) | ret_21d_rank(+0.004) | vol_63d_rank(-0.004)
EBAY,123,2026-08-25,beta_hedged,0.4961679452157621,0.35789473684210527,2,0.0,106.0,502213436.0,vol_21d(-0.005) | vol_63d(-0.004) | ret_5d(+0.002)
ALB,124,2026-08-25,beta_hedged,0.4960484333008341,0.3526315789473684,2,0.0,133.17999267578125,296108639.0,vol_63d(+0.005) | vol_21d(-0.004) | vol_63d_rank(+0.003)
AAPL,125,2026-08-25,beta_hedged,0.49572721414799287,0.3473684210526316,2,0.0,309.8999938964844,16394837816.0,vol_63d(-0.003) | vol_63d_rank(+0.002) | vol_10d(-0.002)
GILD,126,2026-08-25,beta_hedged,0.4955413546879695,0.34210526315789475,2,0.0,148.77000427246094,925734478.0,vol_63d(-0.006) | close_vs_sma50(+0.002) | vol_63d_rank(-0.002)
ABBV,127,2026-08-25,beta_hedged,0.49542568425677946,0.3368421052631579,2,0.0,265.7900085449219,1356152741.0,vol_63d(-0.008) | vol_63d_rank(-0.005) | close_vs_sma200(+0.005)
MKC,128,2026-08-25,beta_hedged,0.49534297132014854,0.33157894736842103,2,0.0,54.47999954223633,145544087.0,vol_63d(-0.005) | close_vs_sma200(-0.003) | vol_21d(+0.001)
CTAS,129,2026-08-25,beta_hedged,0.49526099888948555,0.3263157894736842,2,0.0,204.75999450683594,425194609.0,vol_63d(-0.006) | vol_63d_rank(-0.002) | vol_10d(-0.002)
DHI,130,2026-08-25,beta_hedged,0.49449576365689213,0.32105263157894737,2,0.0,150.8000030517578,317896084.0,vol_63d(-0.004) | vol_21d(-0.004) | vol_63d_rank(+0.004)
CLX,131,2026-08-25,beta_hedged,0.49447448282977774,0.3157894736842105,2,0.0,104.93000030517578,282858290.0,vol_63d(-0.005) | vol_63d_rank(+0.004) | vol_10d(-0.002)
AOS,132,2026-08-25,beta_hedged,0.4943784899888331,0.3105263157894737,2,0.0,62.150001525878906,97405421.0,vol_63d(-0.006) | vol_21d(-0.005) | vol_63d_rank(+0.002)
TT,133,2026-08-25,beta_hedged,0.4942803128502465,0.30526315789473685,2,0.0,455.25,550412723.0,vol_63d(-0.005) | mkt_dispersion(-0.002) | vol_63d_rank(-0.001)
ROK,134,2026-08-25,beta_hedged,0.4942442339302291,0.3,2,0.0,429.3999938964844,418976510.0,vol_63d(-0.004) | vol_21d(-0.004) | vol_63d_rank(+0.003)
TRMB,135,2026-08-25,beta_hedged,0.49418326491219333,0.29473684210526313,2,0.0,59.43000030517578,166059257.0,vol_21d(-0.005) | vol_63d(-0.005) | vol_63d_rank(+0.003)
ADM,136,2026-08-25,beta_hedged,0.4939469349630266,0.2894736842105263,2,0.0,79.16000366210938,331202326.0,vol_63d(-0.005) | ret_21d_rank(+0.002) | vol_63d_rank(-0.002)
TEL,137,2026-08-25,beta_hedged,0.49389122259486645,0.28421052631578947,2,0.0,201.41000366210938,459593200.0,vol_63d(-0.005) | vol_21d(-0.004) | vol_63d_rank(+0.004)
ITW,138,2026-08-25,beta_hedged,0.493264246528527,0.2789473684210526,2,0.0,281.6499938964844,351223914.0,vol_63d_rank(-0.008) | vol_63d(-0.004) | vol_10d(+0.003)
HSY,139,2026-08-25,beta_hedged,0.4931814950335019,0.2736842105263158,2,0.0,187.17999267578125,254456517.0,vol_63d(-0.004) | vol_63d_rank(+0.003) | close_vs_sma200(-0.002)
