ticker,rank,asof,variant,score,pct_rank,quintile,target_weight_new_tranche,last_adj_close,adv20_dollars,drivers
TTD,1,2026-08-19,beta_hedged,0.5788749140042498,1.0,5,0.005128205128205128,13.539999961853027,489495922.0,atr_pct(+0.027) | vol_10d(+0.018) | vol_63d(+0.012)
MNST,2,2026-08-19,beta_hedged,0.5591039674014656,0.9948453608247423,5,0.005128205128205128,47.43000030517578,523763479.0,atr_pct(+0.028) | vol_10d(+0.023) | ret_21d_rank(-0.014)
ANET,3,2026-08-19,beta_hedged,0.5494538272456349,0.9896907216494846,5,0.005128205128205128,186.4499969482422,1479692052.0,vol_63d(+0.018) | atr_pct(+0.013) | mkt_dispersion(-0.006)
CIEN,4,2026-08-19,beta_hedged,0.5364456036275901,0.9845360824742269,5,0.005128205128205128,399.4700012207031,888856435.0,atr_pct(+0.023) | vol_10d(+0.020) | mkt_dispersion(-0.013)
TER,5,2026-08-19,beta_hedged,0.5362484919662592,0.979381443298969,5,0.005128205128205128,379.6499938964844,1329294159.0,vol_10d(+0.027) | atr_pct(+0.016) | mkt_dispersion(-0.014)
AKAM,6,2026-08-19,beta_hedged,0.5341237238206142,0.9742268041237113,5,0.005128205128205128,112.83999633789062,428736328.0,atr_pct(+0.013) | vol_63d(+0.012) | vol_10d(+0.012)
FSLR,7,2026-08-19,beta_hedged,0.5312595710595182,0.9690721649484536,5,0.005128205128205128,222.39999389648438,617682866.0,vol_63d(+0.019) | atr_pct(+0.016) | mkt_dispersion(-0.006)
STX,8,2026-08-19,beta_hedged,0.5284569839642898,0.9639175257731959,5,0.005128205128205128,832.5599975585938,4607471785.0,atr_pct(+0.027) | vol_10d(+0.023) | mkt_dispersion(-0.014)
ORCL,9,2026-08-19,beta_hedged,0.5257971709955704,0.9587628865979382,5,0.005128205128205128,143.80999755859375,4209958680.0,vol_63d(+0.018) | mkt_breadth(-0.005) | mkt_dispersion(-0.004)
GRMN,10,2026-08-19,beta_hedged,0.5241496386320486,0.9536082474226805,5,0.005128205128205128,295.6700134277344,317849732.0,close_vs_sma200(+0.007) | close_vs_sma50(+0.007) | ret_63d_rank(+0.005)
NEM,11,2026-08-19,beta_hedged,0.5241065130698072,0.9484536082474226,5,0.005128205128205128,125.08000183105469,758389744.0,close_vs_sma50(+0.013) | close_vs_sma200(+0.010) | vol_63d(+0.005)
BIIB,12,2026-08-19,beta_hedged,0.5201609208539584,0.9432989690721649,5,0.005128205128205128,221.55999755859375,200085451.0,close_vs_sma200(+0.008) | vol_63d_rank(+0.004) | vol_21d(+0.003)
MPWR,13,2026-08-19,beta_hedged,0.5190666018074123,0.9381443298969072,5,0.005128205128205128,1300.1400146484375,1201462806.0,atr_pct(+0.019) | mkt_dispersion(-0.005) | close_vs_sma200(-0.005)
