ticker,rank,asof,variant,score,pct_rank,quintile,target_weight_new_tranche,last_adj_close,adv20_dollars,drivers
PANW,1,2026-09-01,beta_hedged,0.5762614581341955,1.0,5,0.005128205128205128,362.0899963378906,2073961471.0,vol_63d(+0.019) | vol_10d(+0.017) | vol_63d_rank(+0.009)
CIEN,2,2026-09-01,beta_hedged,0.5606978873756158,0.9948453608247423,5,0.005128205128205128,360.3299865722656,803863581.0,vol_63d(+0.024) | vol_10d(+0.019) | mkt_dispersion(+0.008)
SMCI,3,2026-09-01,beta_hedged,0.5544044003394073,0.9896907216494846,5,0.005128205128205128,36.709999084472656,1980952574.0,vol_63d(+0.024) | vol_10d(+0.016) | mkt_dispersion(+0.011)
ANET,4,2026-09-01,beta_hedged,0.5511294996800639,0.9845360824742269,5,0.005128205128205128,189.25999450683594,1474708537.0,vol_63d(+0.023) | vol_63d_rank(+0.009) | mkt_dispersion(+0.007)
STX,5,2026-09-01,beta_hedged,0.5503946316837286,0.979381443298969,5,0.005128205128205128,816.6400146484375,3622634153.0,vol_10d(+0.024) | vol_63d(+0.014) | mkt_dispersion(+0.011)
WDAY,6,2026-09-01,beta_hedged,0.5460889627728568,0.9742268041237113,5,0.005128205128205128,198.3800048828125,925082782.0,vol_63d(+0.016) | close_vs_sma50(+0.007) | vol_63d_rank(+0.006)
IT,7,2026-09-01,beta_hedged,0.5456353965126071,0.9690721649484536,5,0.005128205128205128,189.92999267578125,294050978.0,vol_63d(+0.026) | ret_21d_rank(+0.007) | close_vs_sma50(+0.006)
ORCL,8,2026-09-01,beta_hedged,0.5452442148114711,0.9639175257731959,5,0.005128205128205128,141.32000732421875,3463948697.0,vol_63d(+0.027) | vol_63d_rank(+0.007) | mkt_dispersion(+0.005)
ZBRA,9,2026-09-01,beta_hedged,0.5401171613234349,0.9587628865979382,5,0.005128205128205128,343.70001220703125,293180481.0,vol_63d(+0.014) | mkt_dispersion(+0.007) | vol_63d_rank(+0.007)
GDDY,10,2026-09-01,beta_hedged,0.5391666854212513,0.9536082474226805,5,0.005128205128205128,100.55000305175781,171851934.0,vol_63d(+0.025) | close_vs_sma50(+0.008) | mkt_dispersion(+0.006)
NEM,11,2026-09-01,beta_hedged,0.5343331631589129,0.9484536082474226,5,0.005128205128205128,122.62999725341797,1015502344.0,vol_63d(+0.008) | vol_63d_rank(+0.007) | close_vs_sma50(+0.006)
EXPE,12,2026-09-01,beta_hedged,0.5337036476967353,0.9432989690721649,5,0.005128205128205128,304.2300109863281,494715565.0,vol_63d(+0.007) | mkt_dispersion(+0.006) | vol_63d_rank(+0.005)
CTSH,13,2026-09-01,beta_hedged,0.532789445955793,0.9381443298969072,5,0.005128205128205128,63.38999938964844,478451166.0,vol_63d(+0.009) | vol_63d_rank(+0.008) | close_vs_sma50(+0.005)
DASH,14,2026-09-01,beta_hedged,0.5314490443361822,0.9329896907216495,5,0.005128205128205128,225.66000366210938,1019907435.0,vol_63d_rank(+0.006) | close_vs_sma200(+0.006) | mkt_dispersion(+0.005)
ACN,15,2026-09-01,beta_hedged,0.5311973348662703,0.9278350515463918,5,0.005128205128205128,188.08999633789062,942893884.0,vol_63d(+0.021) | mkt_dispersion(+0.005) | close_vs_sma50(+0.004)
CRM,16,2026-09-01,beta_hedged,0.5306214934126795,0.9226804123711341,5,0.005128205128205128,258.1099853515625,3447081752.0,vol_10d(+0.013) | vol_63d(+0.012) | ret_5d(-0.011)
FCX,17,2026-09-01,beta_hedged,0.5295683377493416,0.9175257731958762,5,0.005128205128205128,72.47000122070312,1047873563.0,vol_63d(+0.009) | vol_63d_rank(+0.007) | close_vs_sma50(+0.006)
FSLR,18,2026-09-01,beta_hedged,0.5294900733501596,0.9123711340206185,5,0.005128205128205128,199.64999389648438,537344589.0,vol_63d(+0.020) | vol_63d_rank(+0.006) | mkt_dispersion(+0.004)
DXCM,19,2026-09-01,beta_hedged,0.5293003450196557,0.9072164948453608,5,0.005128205128205128,90.13999938964844,426914980.0,close_vs_sma200(+0.008) | vol_63d_rank(+0.005) | mkt_dispersion(+0.005)
AVGO,20,2026-09-01,beta_hedged,0.5287514658937046,0.9020618556701031,5,0.005128205128205128,369.67999267578125,7604623670.0,vol_63d(+0.016) | vol_63d_rank(+0.005) | mkt_dispersion(+0.004)
VRT,21,2026-09-01,beta_hedged,0.5266341677431104,0.8969072164948454,5,0.005128205128205128,255.97000122070312,1170373466.0,vol_63d(+0.019) | mkt_dispersion(+0.004) | close_vs_sma50(-0.004)
EL,22,2026-09-01,beta_hedged,0.5251830148649865,0.8917525773195877,5,0.005128205128205128,100.0,364302789.0,vol_10d(+0.012) | ret_10d(-0.005) | ret_63d(+0.005)
CRL,23,2026-09-01,beta_hedged,0.5247599802379393,0.8865979381443299,5,0.005128205128205128,282.3399963378906,286305390.0,mkt_dispersion(+0.006) | vol_63d(+0.005) | ret_63d(+0.005)
MRK,24,2026-09-01,beta_hedged,0.5235843853824571,0.8814432989690721,5,0.005128205128205128,149.86000061035156,1627850362.0,vol_10d(+0.011) | close_vs_sma200(+0.008) | vol_63d(-0.006)
GRMN,25,2026-09-01,beta_hedged,0.5235444887345783,0.8762886597938144,5,0.005128205128205128,275.1700134277344,272945213.0,close_vs_sma200(+0.007) | vol_63d_rank(+0.006) | vol_63d(-0.004)
TSLA,26,2026-09-01,beta_hedged,0.5230738258131804,0.8711340206185567,5,0.005128205128205128,356.0899963378906,11805924924.0,vol_63d(+0.021) | vol_63d_rank(+0.006) | mkt_dispersion(+0.004)
EPAM,27,2026-09-01,beta_hedged,0.5221497923451736,0.865979381443299,5,0.005128205128205128,116.33999633789062,156182863.0,vol_63d(+0.020) | ret_10d(-0.006) | vol_63d_rank(+0.004)
BLDR,28,2026-09-01,beta_hedged,0.5218803185366226,0.8608247422680413,5,0.005128205128205128,62.790000915527344,129460476.0,vol_63d(+0.016) | vol_63d_rank(+0.006) | mkt_dispersion(+0.003)
NOW,29,2026-09-01,beta_hedged,0.5218752546618671,0.8556701030927835,5,0.005128205128205128,142.89999389648438,2353939580.0,vol_63d(+0.015) | ret_5d(-0.012) | mkt_dispersion(+0.007)
PNR,30,2026-09-01,beta_hedged,0.5216567565884355,0.8505154639175257,5,0.005128205128205128,60.45000076293945,235139202.0,vol_63d_rank(+0.006) | vol_63d(+0.004) | vol_21d(+0.003)
RVTY,31,2026-09-01,beta_hedged,0.521111223833435,0.845360824742268,5,0.005128205128205128,126.58999633789062,177500996.0,close_vs_sma200(+0.008) | vol_63d(-0.005) | mkt_dispersion(+0.004)
QCOM,32,2026-09-01,beta_hedged,0.5207683901664181,0.8402061855670103,5,0.005128205128205128,166.61000061035156,1587174970.0,vol_63d(+0.020) | vol_63d_rank(+0.006) | ret_63d_rank(-0.004)
NXPI,33,2026-09-01,beta_hedged,0.5196364687609345,0.8350515463917526,5,0.005128205128205128,222.39999389648438,755269196.0,vol_63d_rank(+0.006) | vol_63d(+0.006) | ret_63d(-0.003)
AKAM,34,2026-09-01,beta_hedged,0.5192873698049562,0.8298969072164949,5,0.005128205128205128,106.45999908447266,412692636.0,vol_63d(+0.018) | vol_63d_rank(+0.005) | mkt_dispersion(+0.004)
ISRG,35,2026-09-01,beta_hedged,0.518994688505687,0.8247422680412371,5,0.005128205128205128,369.25,978417510.0,vol_63d(+0.007) | vol_63d_rank(+0.006) | bb_position(+0.004)
ADBE,36,2026-09-01,beta_hedged,0.5188423960675325,0.8195876288659794,5,0.005128205128205128,286.0799865722656,1162409340.0,vol_63d(+0.006) | vol_63d_rank(+0.005) | close_vs_sma50(+0.005)
TECH,37,2026-09-01,beta_hedged,0.5180657992485899,0.8144329896907216,5,0.005128205128205128,72.18000030517578,191413304.0,close_vs_sma200(+0.005) | vol_63d_rank(+0.004) | mkt_dispersion(+0.004)
PWR,38,2026-09-01,beta_hedged,0.5180414159822678,0.8092783505154639,5,0.005128205128205128,611.3900146484375,722786653.0,vol_63d(+0.010) | mkt_dispersion(+0.004) | vol_63d_rank(+0.004)
INCY,39,2026-09-01,beta_hedged,0.5179301340291776,0.8041237113402062,5,0.005128205128205128,125.01000213623047,163722193.0,close_vs_sma200(+0.008) | vol_63d_rank(+0.007) | vol_63d(-0.004)
FTNT,40,2026-09-01,beta_hedged,0.5175328346232383,0.7989690721649485,4,0.0,161.85000610351562,729750527.0,vol_10d(+0.008) | close_vs_sma200(+0.006) | mkt_dispersion(+0.005)
TXN,41,2026-09-01,beta_hedged,0.5163577225178254,0.7938144329896907,4,0.0,253.33999633789062,1567250198.0,vol_63d(+0.007) | vol_63d_rank(+0.004) | mkt_dispersion(+0.003)
MSFT,42,2026-09-01,beta_hedged,0.5159665539039601,0.788659793814433,4,0.0,501.0199890136719,13127627524.0,vol_63d_rank(+0.004) | close_vs_sma50(+0.004) | ret_63d(+0.004)
GLW,43,2026-09-01,beta_hedged,0.515928159617237,0.7835051546391752,4,0.0,145.55999755859375,1520382268.0,vol_63d(+0.016) | vol_63d_rank(-0.006) | vol_21d_rank(-0.005)
ADI,44,2026-09-01,beta_hedged,0.515875938660946,0.7783505154639175,4,0.0,354.5199890136719,1357643892.0,vol_63d_rank(+0.005) | vol_63d(+0.004) | ret_10d(+0.003)
GEV,45,2026-09-01,beta_hedged,0.5155722616592499,0.7731958762886598,4,0.0,898.530029296875,2010881870.0,vol_63d(+0.014) | mkt_dispersion(+0.006) | vol_63d_rank(+0.005)
COP,46,2026-09-01,beta_hedged,0.5146851964888801,0.7680412371134021,4,0.0,136.19000244140625,903365676.0,close_vs_sma200(+0.008) | vol_63d(-0.006) | close_vs_sma50(+0.004)
MCHP,47,2026-09-01,beta_hedged,0.5142485135562307,0.7628865979381443,4,0.0,71.41000366210938,751052755.0,vol_63d(+0.014) | vol_10d(-0.004) | vol_21d_rank(-0.004)
CF,48,2026-09-01,beta_hedged,0.5134285137112021,0.7577319587628866,4,0.0,135.60000610351562,307258549.0,close_vs_sma200(+0.009) | ret_10d(-0.005) | vol_63d_rank(+0.005)
RL,49,2026-09-01,beta_hedged,0.5127145961993174,0.7525773195876289,4,0.0,340.82000732421875,276695125.0,vol_63d(+0.004) | ret_10d(+0.004) | vol_63d_rank(+0.004)
CDNS,50,2026-09-01,beta_hedged,0.512616273467892,0.7474226804123711,4,0.0,313.0400085449219,677770205.0,bb_position(+0.005) | vol_63d(+0.004) | vol_63d_rank(+0.003)
