ticker,rank,asof,variant,score,pct_rank,quintile,target_weight_new_tranche,last_adj_close,adv20_dollars,drivers
IDXX,142,2026-08-31,beta_hedged,0.4926962137010129,0.2914572864321608,2,0.0,556.6900024414062,429568248.0,vol_63d(-0.005) | vol_21d(-0.005) | vol_63d_rank(+0.004)
CLX,143,2026-08-31,beta_hedged,0.49267435233285095,0.2864321608040201,2,0.0,97.68000030517578,264731819.0,vol_63d(-0.006) | vol_21d(-0.004) | close_vs_sma200(-0.004)
CSX,144,2026-08-31,beta_hedged,0.49242048010843337,0.2814070351758794,2,0.0,50.5099983215332,469784541.0,vol_63d_rank(-0.007) | close_vs_sma200(+0.006) | mkt_dispersion(-0.002)
LULU,145,2026-08-31,beta_hedged,0.4924074469481899,0.27638190954773867,2,0.0,120.26000213623047,339723740.0,vol_21d(-0.004) | vol_63d_rank(+0.004) | ret_63d(-0.004)
ROK,146,2026-08-31,beta_hedged,0.4919918059459956,0.271356783919598,2,0.0,424.42999267578125,390605430.0,vol_63d(-0.005) | vol_21d(-0.004) | vol_10d(-0.002)
EXPD,147,2026-08-31,beta_hedged,0.4919602837866586,0.2663316582914573,2,0.0,189.64999389648438,179033764.0,vol_63d_rank(-0.013) | vol_63d(-0.010) | close_vs_sma200(+0.007)
KMB,148,2026-08-31,beta_hedged,0.4916690314957414,0.2613065326633166,2,0.0,107.94999694824219,368299433.0,vol_63d(-0.006) | vol_63d_rank(-0.003) | vol_10d(-0.002)
LOW,149,2026-08-31,beta_hedged,0.49163368706386895,0.2562814070351759,2,0.0,204.6999969482422,615282876.0,vol_63d(-0.006) | close_vs_sma200(-0.003) | vol_21d(+0.002)
MPWR,150,2026-08-31,beta_hedged,0.4916109385461593,0.25125628140703515,2,0.0,1267.77001953125,1035407022.0,ret_21d_rank(-0.005) | vol_63d(+0.004) | mkt_dispersion(-0.004)
HAL,151,2026-08-31,beta_hedged,0.49151415751847477,0.24623115577889448,2,0.0,36.849998474121094,357227447.0,vol_63d(-0.005) | vol_63d_rank(+0.004) | vol_21d(-0.004)
MNST,152,2026-08-31,beta_hedged,0.49122966345913827,0.24120603015075376,2,0.0,45.91999816894531,495206421.0,vol_63d(+0.008) | vol_63d_rank(-0.007) | ret_21d_rank(-0.006)
HSY,153,2026-08-31,beta_hedged,0.49090070156296034,0.23618090452261306,2,0.0,176.2100067138672,209384392.0,vol_63d(-0.006) | close_vs_sma200(-0.003) | vol_21d(+0.002)
NSC,154,2026-08-31,beta_hedged,0.49071221886191524,0.23115577889447236,2,0.0,342.7900085449219,391036029.0,vol_63d_rank(-0.007) | vol_63d(-0.002) | mkt_dispersion(-0.002)
ADM,155,2026-08-31,beta_hedged,0.49046726919962075,0.22613065326633167,2,0.0,81.29000091552734,300718629.0,vol_63d(-0.006) | vol_63d_rank(-0.002) | close_vs_sma200(-0.001)
TJX,156,2026-08-31,beta_hedged,0.49046123775283784,0.22110552763819097,2,0.0,133.91000366210938,1010894342.0,vol_63d_rank(-0.007) | vol_63d(-0.007) | ret_21d_rank(+0.006)
EBAY,157,2026-08-31,beta_hedged,0.49016771553817096,0.21608040201005024,2,0.0,103.55999755859375,489425995.0,vol_21d(-0.005) | vol_63d(-0.004) | close_vs_sma200(-0.002)
MDLZ,158,2026-08-31,beta_hedged,0.49010436883894837,0.21105527638190955,2,0.0,62.06999969482422,448629375.0,vol_63d(-0.006) | vol_21d(+0.002) | vol_63d_rank(-0.002)
DHI,159,2026-08-31,beta_hedged,0.4898874792426078,0.20603015075376885,2,0.0,144.55999755859375,277085872.0,vol_63d(-0.006) | vol_21d(-0.006) | vol_63d_rank(+0.005)
CPT,160,2026-08-31,beta_hedged,0.48983307330612885,0.20100502512562815,2,0.0,105.80000305175781,87820701.0,vol_63d_rank(-0.007) | ret_21d_rank(+0.003) | close_vs_sma200(-0.002)
HD,161,2026-08-31,beta_hedged,0.48979082153893566,0.19597989949748743,1,0.0,327.8299865722656,1247691241.0,vol_63d(-0.006) | close_vs_sma200(-0.003) | vol_21d(+0.002)
ABBV,162,2026-08-31,beta_hedged,0.48978489231157923,0.19095477386934673,1,0.0,256.4200134277344,1211436922.0,vol_63d(-0.008) | vol_63d_rank(-0.004) | ret_63d(+0.002)
NVDA,163,2026-08-31,beta_hedged,0.4897788739589801,0.18592964824120603,1,0.0,220.77999877929688,27898846860.0,vol_21d(-0.004) | ret_63d(-0.004) | vol_63d_rank(+0.003)
TSCO,164,2026-08-31,beta_hedged,0.48954786700767466,0.18090452261306533,1,0.0,34.900001525878906,383668562.0,close_vs_sma200(-0.006) | vol_63d(-0.006) | vol_63d_rank(+0.003)
APD,165,2026-08-31,beta_hedged,0.4894430567675685,0.17587939698492464,1,0.0,309.4599914550781,290189864.0,vol_63d(-0.007) | vol_63d_rank(-0.004) | ret_63d(+0.002)
EOG,166,2026-08-31,beta_hedged,0.48926081810847616,0.1708542713567839,1,0.0,144.9600067138672,414324000.0,vol_21d(-0.005) | vol_63d(-0.005) | vol_63d_rank(+0.004)
UBER,167,2026-08-31,beta_hedged,0.48887889079696656,0.1658291457286432,1,0.0,75.6500015258789,1445908673.0,ret_63d(-0.004) | vol_63d_rank(+0.004) | vol_21d(-0.004)
STE,168,2026-08-31,beta_hedged,0.4886298088273646,0.16080402010050251,1,0.0,232.63999938964844,173822620.0,vol_63d(-0.006) | close_vs_sma200(-0.003) | vol_63d_rank(-0.002)
UNP,169,2026-08-31,beta_hedged,0.48850571626123257,0.15577889447236182,1,0.0,300.6700134277344,702226879.0,vol_63d_rank(-0.011) | vol_63d(-0.007) | close_vs_sma200(+0.006)
ALB,170,2026-08-31,beta_hedged,0.48773569560009045,0.1507537688442211,1,0.0,134.97000122070312,278635176.0,vol_63d_rank(+0.004) | vol_21d(-0.003) | bb_position(-0.003)
SNPS,171,2026-08-31,beta_hedged,0.48609262153037763,0.1457286432160804,1,0.0,439.5899963378906,682753050.0,ret_63d(-0.004) | mkt_dispersion(-0.004) | vol_63d_rank(+0.003)
ITW,172,2026-08-31,beta_hedged,0.4836242268602866,0.1407035175879397,1,0.0,275.3699951171875,269916390.0,vol_63d_rank(-0.010) | vol_63d(-0.009) | ret_63d(+0.003)
AMAT,173,2026-08-31,beta_hedged,0.48341670437901446,0.135678391959799,1,0.0,458.3900146484375,3717726212.0,ret_21d_rank(-0.005) | vol_63d_rank(-0.004) | ret_63d(-0.004)
CDW,174,2026-08-31,beta_hedged,0.4833020536512655,0.1306532663316583,1,0.0,151.5800018310547,280576854.0,ret_5d(-0.010) | vol_21d(-0.003) | ret_63d(-0.003)
XOM,175,2026-08-31,beta_hedged,0.4826395026635543,0.12562814070351758,1,0.0,160.9499969482422,2241580325.0,vol_63d(-0.009) | vol_63d_rank(-0.008) | mkt_dispersion(-0.002)
MAA,176,2026-08-31,beta_hedged,0.4825447450007642,0.12060301507537688,1,0.0,128.85000610351562,104683065.0,vol_63d_rank(-0.009) | close_vs_sma200(-0.003) | vol_63d(-0.002)
PG,177,2026-08-31,beta_hedged,0.482363188846971,0.11557788944723618,1,0.0,145.1199951171875,1302189681.0,vol_63d_rank(-0.007) | mkt_dispersion(-0.003) | close_vs_sma200(-0.002)
FAST,178,2026-08-31,beta_hedged,0.48180314292364335,0.11055276381909548,1,0.0,49.310001373291016,343400900.0,vol_63d_rank(-0.011) | vol_63d(-0.010) | ret_63d(+0.003)
MMM,179,2026-08-31,beta_hedged,0.4816345340162213,0.10552763819095477,1,0.0,171.8300018310547,475571130.0,vol_63d_rank(-0.012) | vol_63d(-0.010) | ret_63d(+0.003)
POOL,180,2026-08-31,beta_hedged,0.4813859225600363,0.10050251256281408,1,0.0,186.52000427246094,119052927.0,vol_21d(-0.009) | vol_63d(-0.006) | vol_63d_rank(+0.005)
VLTO,181,2026-08-31,beta_hedged,0.4798237244259483,0.09547738693467336,1,0.0,98.56999969482422,130497244.0,vol_63d(-0.008) | vol_63d_rank(-0.008) | vol_10d(-0.002)
WELL,182,2026-08-31,beta_hedged,0.47970270697691597,0.09045226130653267,1,0.0,236.24000549316406,668028656.0,vol_63d_rank(-0.012) | vol_63d(-0.010) | ret_63d(+0.004)
COR,183,2026-08-31,beta_hedged,0.4788298729228105,0.08542713567839195,1,0.0,323.6000061035156,463282685.0,vol_63d(-0.008) | vol_63d_rank(-0.006) | close_vs_sma200(-0.004)
TER,184,2026-08-31,beta_hedged,0.4788047724593774,0.08040201005025126,1,0.0,349.8299865722656,1020879389.0,vol_63d_rank(-0.007) | atr_pct(+0.005) | bb_position(+0.004)
JNJ,185,2026-08-31,beta_hedged,0.4782042602107301,0.07537688442211055,1,0.0,265.8500061035156,1702732181.0,vol_63d_rank(-0.013) | vol_63d(-0.011) | ret_63d(+0.003)
RSG,186,2026-08-31,beta_hedged,0.4780398821031784,0.07035175879396985,1,0.0,220.9199981689453,302643215.0,vol_63d_rank(-0.009) | vol_63d(-0.005) | mkt_dispersion(-0.002)
CRWD,187,2026-08-31,beta_hedged,0.47802803859482784,0.06532663316582915,1,0.0,231.0,1899251683.0,vol_63d(+0.016) | ret_5d(-0.013) | ret_21d_rank(-0.007)
LIN,188,2026-08-31,beta_hedged,0.47754466745934177,0.06030150753768844,1,0.0,489.5799865722656,986686488.0,vol_63d_rank(-0.009) | vol_63d(-0.004) | mkt_dispersion(-0.003)
ECL,189,2026-08-31,beta_hedged,0.4767905932287577,0.05527638190954774,1,0.0,283.20001220703125,399925838.0,vol_63d_rank(-0.012) | vol_63d(-0.010) | ret_63d(+0.003)
DD,190,2026-08-31,beta_hedged,0.47667605705366056,0.05025125628140704,1,0.0,134.58999633789062,192207613.0,vol_63d_rank(-0.010) | vol_63d(-0.009) | close_vs_sma200(-0.003)
PLD,191,2026-08-31,beta_hedged,0.47532641341407017,0.04522613065326633,1,0.0,139.9199981689453,607450859.0,vol_63d_rank(-0.012) | vol_63d(-0.010) | mkt_dispersion(-0.002)
CAH,192,2026-08-31,beta_hedged,0.4747178371246265,0.04020100502512563,1,0.0,234.6199951171875,439969384.0,vol_63d_rank(-0.013) | vol_63d(-0.011) | ret_63d(+0.003)
WM,193,2026-08-31,beta_hedged,0.47326886329700174,0.035175879396984924,1,0.0,218.9199981689453,448306791.0,vol_63d_rank(-0.011) | vol_63d(-0.010) | close_vs_sma200(-0.003)
CHD,194,2026-08-31,beta_hedged,0.4728146964008511,0.03015075376884422,1,0.0,99.77999877929688,173179282.0,vol_63d_rank(-0.013) | vol_63d(-0.011) | ret_63d(-0.002)
KVUE,195,2026-08-31,beta_hedged,0.47253208113140205,0.02512562814070352,1,0.0,18.8799991607666,399986754.0,vol_63d_rank(-0.012) | vol_63d(-0.011) | vol_10d(-0.002)
CL,196,2026-08-31,beta_hedged,0.47086013116854836,0.020100502512562814,1,0.0,89.81999969482422,380005248.0,vol_63d_rank(-0.013) | vol_63d(-0.011) | ret_63d(-0.002)
PEP,197,2026-08-31,beta_hedged,0.4705346548534575,0.01507537688442211,1,0.0,140.33999633789062,915997038.0,vol_63d_rank(-0.012) | vol_63d(-0.009) | mkt_dispersion(-0.003)
OTIS,198,2026-08-31,beta_hedged,0.47001404348504233,0.010050251256281407,1,0.0,71.12999725341797,220116565.0,vol_63d_rank(-0.012) | vol_63d(-0.010) | close_vs_sma200(-0.003)
EW,199,2026-08-31,beta_hedged,0.4653497976312093,0.005025125628140704,1,0.0,90.75,269933527.0,vol_63d_rank(-0.014) | vol_63d(-0.011) | ret_63d(-0.002)
