ticker,rank,asof,variant,score,pct_rank,quintile,target_weight_new_tranche,last_adj_close,adv20_dollars,drivers
TTD,1,2026-08-10,beta_hedged,0.5734665376665324,1.0,5,0.005,13.390000343322754,424996225.0,atr_pct(+0.032) | vol_63d(+0.024) | ret_21d_rank(-0.017)
MSFT,20,2026-08-10,beta_hedged,0.5318583366065109,0.9040404040404041,5,0.005,506.05999755859375,17221687008.0,vol_63d(+0.010) | vol_10d(+0.006) | ret_63d(+0.005)
COHR,21,2026-08-10,beta_hedged,0.5299529343404451,0.898989898989899,5,0.005,325.1499938964844,1617389274.0,atr_pct(+0.021) | vol_10d(+0.013) | ret_5d(-0.011)
ON,22,2026-08-10,beta_hedged,0.5298695314134156,0.8939393939393939,5,0.005,79.77999877929688,887199514.0,vol_10d(+0.009) | vol_63d(+0.009) | atr_pct(+0.005)
GEV,23,2026-08-10,beta_hedged,0.5290665490984859,0.8888888888888888,5,0.005,990.8499755859375,2822956567.0,vol_63d(+0.018) | vol_10d(+0.006) | atr_pct(+0.006)
GLW,24,2026-08-10,beta_hedged,0.5279398791767396,0.8838383838383839,5,0.005,157.75999450683594,2139071729.0,vol_10d(+0.015) | atr_pct(+0.014) | vol_21d(+0.007)
BLDR,25,2026-08-10,beta_hedged,0.5275836892416961,0.8787878787878788,5,0.005,71.9800033569336,167083300.0,vol_63d(+0.019) | vol_63d_rank(+0.006) | vol_10d(+0.006)
KLAC,26,2026-08-10,beta_hedged,0.5266231468215352,0.8737373737373737,5,0.005,192.74000549316406,2443944883.0,atr_pct(+0.012) | vol_10d(+0.012) | vol_63d(+0.004)
FSLR,27,2026-08-10,beta_hedged,0.5262513861668653,0.8686868686868687,5,0.005,239.3300018310547,560916063.0,vol_63d(+0.017) | atr_pct(+0.007) | ret_10d(-0.006)
NTAP,28,2026-08-10,beta_hedged,0.5261602693885863,0.8636363636363636,5,0.005,198.72000122070312,417978895.0,vol_63d(+0.016) | vol_63d_rank(+0.005) | ret_10d(-0.005)
STX,29,2026-08-10,beta_hedged,0.5252917130757818,0.8585858585858586,5,0.005,800.989990234375,4728554365.0,atr_pct(+0.019) | vol_10d(+0.015) | vol_63d(+0.009)
WDAY,30,2026-08-10,beta_hedged,0.5230539814583958,0.8535353535353535,5,0.005,184.19000244140625,674423472.0,vol_63d(+0.018) | ret_5d(-0.008) | vol_10d(+0.005)
DXCM,31,2026-08-10,beta_hedged,0.5220755160382206,0.8484848484848485,5,0.005,87.6500015258789,404838503.0,vol_63d(+0.010) | vol_10d(+0.005) | ret_10d(-0.004)
ZBRA,32,2026-08-10,beta_hedged,0.5212403952876538,0.8434343434343434,5,0.005,378.0799865722656,284384598.0,vol_63d(+0.015) | ret_5d(-0.012) | vol_10d(+0.010)
QCOM,33,2026-08-10,beta_hedged,0.519026682086831,0.8383838383838383,5,0.005,162.1699981689453,2163872118.0,vol_63d(+0.011) | vol_10d(+0.005) | ret_21d_rank(-0.003)
MCHP,34,2026-08-10,beta_hedged,0.5187533038744228,0.8333333333333334,5,0.005,81.38999938964844,930146100.0,vol_10d(+0.011) | vol_63d(+0.010) | atr_pct(+0.004)
MU,35,2026-08-10,beta_hedged,0.5183786449816437,0.8282828282828283,5,0.005,861.0,39965972786.0,vol_10d(+0.018) | amihud(-0.010) | atr_pct(+0.009)
GRMN,36,2026-08-10,beta_hedged,0.5183078320728638,0.8232323232323232,5,0.005,313.1600036621094,305714045.0,vol_63d(+0.007) | vol_10d(+0.006) | ret_10d(-0.005)
PANW,37,2026-08-10,beta_hedged,0.5176773929018292,0.8181818181818182,5,0.005,385.0400085449219,2105077838.0,vol_63d(+0.012) | vol_63d_rank(+0.004) | ret_5d(-0.004)
AKAM,38,2026-08-10,beta_hedged,0.5174101953792333,0.8131313131313131,5,0.005,117.6500015258789,422857069.0,vol_63d(+0.013) | vol_10d(+0.008) | atr_pct(+0.005)
BBY,39,2026-08-10,beta_hedged,0.517379874870474,0.8080808080808081,5,0.005,82.43000030517578,301126699.0,vol_63d(+0.010) | vol_21d(-0.003) | bb_position(+0.003)
TSLA,40,2026-08-10,beta_hedged,0.5161122439456994,0.803030303030303,5,0.005,330.8800048828125,13247405278.0,vol_63d(+0.011) | vol_63d_rank(+0.006) | ret_21d_rank(-0.006)
CRL,41,2026-08-10,beta_hedged,0.515319582606069,0.797979797979798,4,0.0,277.0,219683806.0,ret_5d(-0.011) | vol_63d(+0.011) | close_vs_sma200(+0.007)
STLD,42,2026-08-10,beta_hedged,0.5149599989723153,0.7929292929292929,4,0.0,268.6000061035156,291351924.0,close_vs_sma200(+0.008) | vol_63d(-0.006) | vol_63d_rank(+0.004)
CMI,43,2026-08-10,beta_hedged,0.5148705076146293,0.7878787878787878,4,0.0,634.8200073242188,673999610.0,vol_63d(+0.008) | bb_position(+0.004) | vol_21d(-0.004)
A,44,2026-08-10,beta_hedged,0.514614734531108,0.7828282828282829,4,0.0,148.72000122070312,273098016.0,vol_63d(+0.007) | vol_63d_rank(+0.003) | bb_position(-0.002)
CDNS,45,2026-08-10,beta_hedged,0.5141942875905333,0.7777777777777778,4,0.0,331.9100036621094,832074192.0,vol_63d(+0.009) | bb_position(+0.004) | vol_21d(-0.003)
CRWD,46,2026-08-10,beta_hedged,0.5137858393203958,0.7727272727272727,4,0.0,225.16000366210938,1612766647.0,vol_63d(+0.016) | close_vs_sma50(+0.007) | ret_10d(-0.006)
GNRC,47,2026-08-10,beta_hedged,0.5137001750336245,0.7676767676767676,4,0.0,206.08999633789062,254230015.0,vol_63d(+0.013) | ret_10d(-0.004) | vol_63d_rank(+0.004)
DASH,48,2026-08-10,beta_hedged,0.5130928538493408,0.7626262626262627,4,0.0,209.86000061035156,772308432.0,vol_63d(+0.012) | ret_10d(-0.004) | vol_21d(-0.003)
NOW,49,2026-08-10,beta_hedged,0.5130531921147349,0.7575757575757576,4,0.0,127.44000244140625,2734323065.0,vol_63d(+0.015) | ret_5d(-0.007) | ret_10d(-0.005)
TGT,50,2026-08-10,beta_hedged,0.5126205836970325,0.7525252525252525,4,0.0,152.02000427246094,488695194.0,close_vs_sma200(+0.007) | vol_63d(-0.006) | vol_63d_rank(+0.003)
ROST,51,2026-08-10,beta_hedged,0.5122930395843215,0.7474747474747475,4,0.0,254.8300018310547,502134042.0,close_vs_sma200(+0.008) | vol_63d(-0.007) | close_vs_sma50(+0.002)
NUE,52,2026-08-10,beta_hedged,0.5107986866314148,0.7424242424242424,4,0.0,274.6099853515625,357062703.0,close_vs_sma200(+0.008) | vol_63d(-0.006) | close_vs_sma50(+0.004)
EXPE,53,2026-08-10,beta_hedged,0.5103017944757821,0.7373737373737373,4,0.0,314.010009765625,464607601.0,vol_63d(+0.006) | close_vs_sma200(+0.004) | atr_pct(-0.004)
RL,54,2026-08-10,beta_hedged,0.5077237897604905,0.7323232323232324,4,0.0,406.8900146484375,269603622.0,vol_63d(+0.006) | close_vs_sma200(+0.004) | ret_21d_rank(-0.003)
PKG,55,2026-08-10,beta_hedged,0.5070956388924218,0.7272727272727273,4,0.0,254.75,215488968.0,close_vs_sma200(+0.008) | vol_63d(-0.007) | vol_21d(-0.005)
WAT,56,2026-08-10,beta_hedged,0.5069422897528496,0.7222222222222222,4,0.0,411.7699890136719,355397501.0,close_vs_sma200(+0.006) | vol_63d(-0.006) | ret_63d_rank(+0.002)
EQIX,57,2026-08-10,beta_hedged,0.5065602291153857,0.7171717171717171,4,0.0,1043.3800048828125,704714757.0,vol_63d(-0.007) | close_vs_sma200(+0.006) | vol_21d(-0.003)
ORCL,58,2026-08-10,beta_hedged,0.5064170006330561,0.7121212121212122,4,0.0,151.0500030517578,4831706322.0,vol_63d(+0.017) | ret_10d(-0.010) | vol_63d_rank(+0.004)
WSM,59,2026-08-10,beta_hedged,0.5062014903634441,0.7070707070707071,4,0.0,250.82000732421875,211261294.0,vol_63d(-0.006) | close_vs_sma200(+0.005) | vol_63d_rank(+0.003)
AVGO,60,2026-08-10,beta_hedged,0.5061731294563477,0.702020202020202,4,0.0,422.3999938964844,7438842079.0,vol_63d(+0.013) | vol_63d_rank(+0.004) | ret_63d(-0.003)
RVTY,61,2026-08-10,beta_hedged,0.5058620464248982,0.696969696969697,4,0.0,116.0199966430664,170886573.0,vol_63d(-0.006) | vol_63d_rank(+0.004) | close_vs_sma200(+0.002)
MAS,62,2026-08-10,beta_hedged,0.5055982942495482,0.6919191919191919,4,0.0,74.72000122070312,219343350.0,vol_63d(+0.007) | vol_21d(-0.004) | vol_10d(+0.003)
SWKS,63,2026-08-10,beta_hedged,0.5054538898614392,0.6868686868686869,4,0.0,68.79000091552734,362563518.0,vol_63d(+0.015) | ret_5d(-0.008) | vol_63d_rank(+0.004)
TECH,64,2026-08-10,beta_hedged,0.5050855536358023,0.6818181818181818,4,0.0,72.12000274658203,261798621.0,vol_63d(+0.005) | close_vs_sma200(+0.003) | amihud(-0.002)
CSCO,65,2026-08-10,beta_hedged,0.5048723381190082,0.6767676767676768,4,0.0,122.56999969482422,2301721787.0,vol_63d(+0.004) | ret_21d_rank(-0.003) | ret_63d(+0.002)
GPC,66,2026-08-10,beta_hedged,0.5039250534642193,0.6717171717171717,4,0.0,134.5399932861328,199348198.0,vol_63d(-0.006) | vol_63d_rank(+0.004) | close_vs_sma50(+0.001)
PWR,67,2026-08-10,beta_hedged,0.503301185167718,0.6666666666666666,4,0.0,660.8599853515625,732426610.0,vol_10d(+0.011) | vol_63d(+0.007) | vol_63d_rank(+0.004)
COO,68,2026-08-10,beta_hedged,0.5026225230887965,0.6616161616161617,4,0.0,76.31999969482422,138084274.0,vol_63d(-0.006) | vol_21d(+0.002) | vol_63d_rank(+0.002)
TPR,69,2026-08-10,beta_hedged,0.5024436207023684,0.6565656565656566,4,0.0,164.77999877929688,311596369.0,vol_63d(-0.007) | close_vs_sma200(+0.006) | close_vs_sma50(+0.002)
JBHT,70,2026-08-10,beta_hedged,0.502081359709098,0.6515151515151515,4,0.0,266.1400146484375,310137871.0,close_vs_sma200(+0.007) | vol_63d(-0.006) | vol_21d(-0.004)
TXN,71,2026-08-10,beta_hedged,0.5013814682668998,0.6464646464646465,4,0.0,280.44000244140625,2280307429.0,vol_63d(+0.003) | sharpe_mom_63(-0.002) | vol_21d_rank(+0.002)
BSX,72,2026-08-10,beta_hedged,0.5012765234852835,0.6414141414141414,4,0.0,50.459999084472656,919637543.0,vol_63d(+0.003) | bb_position(-0.003) | close_vs_sma50(+0.003)
JCI,73,2026-08-10,beta_hedged,0.5006572238163934,0.6363636363636364,4,0.0,150.6999969482422,518000012.0,vol_63d(-0.006) | vol_63d_rank(+0.003) | vol_21d(+0.002)
NKE,74,2026-08-10,beta_hedged,0.5003170721796643,0.6313131313131313,4,0.0,42.11000061035156,773411117.0,vol_63d(-0.006) | vol_63d_rank(+0.003) | close_vs_sma200(-0.002)
WST,75,2026-08-10,beta_hedged,0.5001040915549959,0.6262626262626263,4,0.0,352.1300048828125,312983729.0,vol_63d(-0.009) | close_vs_sma200(+0.005) | vol_63d_rank(-0.004)
LIN,76,2026-08-10,beta_hedged,0.49968551115733567,0.6212121212121212,4,0.0,492.4599914550781,1093501949.0,vol_63d(-0.009) | vol_63d_rank(-0.006) | ret_21d_rank(+0.004)
ADBE,77,2026-08-10,beta_hedged,0.4995152583314448,0.6161616161616161,4,0.0,272.9599914550781,1329800329.0,vol_63d(+0.008) | ret_10d(-0.004) | close_vs_sma50(+0.004)
ADM,78,2026-08-10,beta_hedged,0.4992108648030493,0.6111111111111112,4,0.0,80.48999786376953,310725516.0,vol_63d(-0.009) | vol_63d_rank(-0.004) | mkt_dispersion(+0.004)
GEHC,79,2026-08-10,beta_hedged,0.4991113025795904,0.6060606060606061,4,0.0,72.94000244140625,397045812.0,vol_63d(-0.006) | vol_10d(+0.005) | close_vs_sma50(+0.004)
CF,80,2026-08-10,beta_hedged,0.4990201320695807,0.601010101010101,4,0.0,121.4800033569336,271578748.0,close_vs_sma200(+0.006) | vol_21d(-0.006) | vol_63d(-0.005)
EMR,81,2026-08-10,beta_hedged,0.4987431028716347,0.5959595959595959,3,0.0,158.7100067138672,455518510.0,vol_63d(-0.008) | close_vs_sma50(+0.002) | vol_10d(+0.001)
KMB,82,2026-08-10,beta_hedged,0.4986682172857744,0.5909090909090909,3,0.0,108.0199966430664,431509957.0,vol_63d(-0.011) | mkt_dispersion(+0.004) | vol_63d_rank(-0.004)
FAST,83,2026-08-10,beta_hedged,0.49863286994782063,0.5858585858585859,3,0.0,52.150001525878906,439689990.0,vol_63d(-0.010) | vol_63d_rank(-0.008) | close_vs_sma200(+0.006)
CRM,84,2026-08-10,beta_hedged,0.49856391787717885,0.5808080808080808,3,0.0,197.50999450683594,2218839504.0,vol_63d(+0.009) | ret_10d(-0.004) | bb_position(-0.003)
TSCO,85,2026-08-10,beta_hedged,0.4985037984698944,0.5757575757575758,3,0.0,34.619998931884766,348025034.0,vol_63d(-0.007) | vol_63d_rank(+0.003) | close_vs_sma200(-0.003)
ROL,86,2026-08-10,beta_hedged,0.4982486510332916,0.5707070707070707,3,0.0,37.22999954223633,256564141.0,vol_63d(-0.007) | ret_21d(+0.004) | vol_21d(-0.003)
IT,87,2026-08-10,beta_hedged,0.49824229621816657,0.5656565656565656,3,0.0,193.1699981689453,236580114.0,ret_5d(-0.022) | vol_63d(+0.015) | vol_21d(+0.007)
XOM,88,2026-08-10,beta_hedged,0.49813986769131896,0.5606060606060606,3,0.0,159.7899932861328,2219157834.0,vol_63d(-0.012) | mkt_dispersion(+0.004) | vol_63d_rank(-0.003)
LLY,89,2026-08-10,beta_hedged,0.4979689097541713,0.5555555555555556,3,0.0,1231.93994140625,3163667760.0,vol_63d(-0.006) | close_vs_sma200(+0.005) | vol_21d(-0.004)
PHM,90,2026-08-10,beta_hedged,0.4977744811516323,0.5505050505050505,3,0.0,130.0500030517578,234748067.0,vol_63d(-0.006) | vol_63d_rank(+0.003) | close_vs_sma200(-0.002)
INCY,91,2026-08-10,beta_hedged,0.4975785027553408,0.5454545454545454,3,0.0,121.55000305175781,237284288.0,vol_63d(-0.007) | close_vs_sma200(+0.006) | vol_21d(-0.005)
FFIV,92,2026-08-10,beta_hedged,0.4975280781178099,0.5404040404040404,3,0.0,409.989990234375,334239122.0,vol_63d(-0.006) | vol_21d(-0.006) | close_vs_sma200(+0.005)
MDT,93,2026-08-10,beta_hedged,0.49738070723898886,0.5353535353535354,3,0.0,89.41000366210938,597681177.0,vol_63d(-0.008) | close_vs_sma200(-0.003) | close_vs_sma50(+0.002)
LULU,94,2026-08-10,beta_hedged,0.49726920204284925,0.5303030303030303,3,0.0,127.80000305175781,285886600.0,vol_63d(-0.005) | vol_63d_rank(+0.004) | close_vs_sma200(-0.002)
CEG,95,2026-08-10,beta_hedged,0.497264013077987,0.5252525252525253,3,0.0,270.42999267578125,755359045.0,vol_63d(+0.007) | vol_21d(-0.003) | bb_position(-0.003)
BDX,96,2026-08-10,beta_hedged,0.49722322683753944,0.5202020202020202,3,0.0,179.6300048828125,306317038.0,vol_63d(-0.008) | vol_63d_rank(-0.002) | ret_63d_rank(+0.002)
WY,97,2026-08-10,beta_hedged,0.49677660189100276,0.5151515151515151,3,0.0,25.290000915527344,131764082.0,vol_63d(-0.006) | vol_10d(+0.002) | close_vs_sma200(-0.002)
EBAY,98,2026-08-10,beta_hedged,0.49670670827123237,0.51010101010101,3,0.0,107.70999908447266,488652235.0,vol_63d(-0.007) | vol_21d(-0.004) | ret_21d_rank(+0.001)
TT,99,2026-08-10,beta_hedged,0.49663894577455264,0.5050505050505051,3,0.0,476.989990234375,620181344.0,vol_63d(-0.006) | vol_63d_rank(+0.002) | vol_ratio(-0.002)
NVDA,100,2026-08-10,beta_hedged,0.49663557768303246,0.5,3,0.0,217.5500030517578,26263339989.0,vol_21d(-0.005) | vol_63d(+0.003) | ret_10d(-0.002)
FTNT,101,2026-08-10,beta_hedged,0.49663151999744387,0.494949494949495,3,0.0,164.2100067138672,887940142.0,close_vs_sma200(+0.006) | vol_63d(-0.006) | vol_21d(-0.005)
WAB,102,2026-08-10,beta_hedged,0.49659913964489605,0.4898989898989899,3,0.0,294.1600036621094,323002226.0,close_vs_sma200(+0.008) | vol_63d(-0.007) | vol_21d(-0.004)
ROK,103,2026-08-10,beta_hedged,0.4965700781499884,0.48484848484848486,3,0.0,435.2200012207031,421092882.0,vol_63d(-0.006) | vol_21d(-0.005) | bb_position(+0.001)
EL,104,2026-08-10,beta_hedged,0.49605163438822325,0.4797979797979798,3,0.0,87.19000244140625,175217160.0,close_vs_sma200(-0.004) | vol_63d_rank(+0.003) | bb_position(-0.002)
TMO,105,2026-08-10,beta_hedged,0.4960281711392129,0.47474747474747475,3,0.0,599.6900024414062,1282404573.0,vol_63d(-0.007) | vol_21d(-0.004) | close_vs_sma50(+0.003)
REGN,106,2026-08-10,beta_hedged,0.49531722532349565,0.4696969696969697,3,0.0,808.0499877929688,586658109.0,vol_63d(-0.007) | ret_21d_rank(-0.005) | close_vs_sma50(+0.004)
COP,107,2026-08-10,beta_hedged,0.49516549075018085,0.46464646464646464,3,0.0,123.02999877929688,747676540.0,vol_63d(-0.007) | ret_21d(-0.002) | vol_21d(+0.002)
CTVA,108,2026-08-10,beta_hedged,0.4950681496273619,0.4595959595959596,3,0.0,76.47000122070312,382093254.0,vol_63d(-0.007) | vol_21d(-0.003) | vol_10d(+0.003)
VRTX,109,2026-08-10,beta_hedged,0.4950567770091692,0.45454545454545453,3,0.0,523.9099731445312,633478575.0,vol_63d(-0.011) | mkt_dispersion(+0.004) | vol_63d_rank(-0.003)
CARR,110,2026-08-10,beta_hedged,0.494818826488755,0.4494949494949495,3,0.0,63.439998626708984,468119713.0,vol_63d(-0.006) | vol_21d(-0.005) | vol_10d(+0.004)
ADSK,111,2026-08-10,beta_hedged,0.49455418528123163,0.4444444444444444,3,0.0,256.07000732421875,488134337.0,vol_63d(+0.007) | ret_21d_rank(-0.003) | vol_21d(-0.003)
BIIB,112,2026-08-10,beta_hedged,0.4943747707809081,0.4393939393939394,3,0.0,207.1300048828125,273392320.0,vol_63d(-0.005) | vol_63d_rank(+0.003) | vol_21d(-0.003)
ODFL,113,2026-08-10,beta_hedged,0.49413286522617605,0.43434343434343436,3,0.0,212.5500030517578,383460051.0,vol_63d(-0.007) | vol_21d(-0.006) | vol_63d_rank(+0.002)
JBL,114,2026-08-10,beta_hedged,0.4939325086808945,0.4292929292929293,3,0.0,336.6300048828125,336396137.0,close_vs_sma200(+0.005) | vol_10d(+0.004) | vol_63d(+0.004)
ITW,115,2026-08-10,beta_hedged,0.4938774074471419,0.42424242424242425,3,0.0,294.5199890136719,425737613.0,vol_63d(-0.008) | vol_63d_rank(-0.008) | mkt_dispersion(+0.003)
AAPL,116,2026-08-10,beta_hedged,0.49386539975820254,0.41919191919191917,3,0.0,308.260009765625,18163101464.0,vol_63d(-0.008) | vol_21d(-0.006) | bb_position(+0.002)
ADI,117,2026-08-10,beta_hedged,0.49376083742053334,0.41414141414141414,3,0.0,383.92999267578125,1485089518.0,vol_63d(+0.004) | vol_21d(-0.003) | ret_10d(-0.003)
PTC,118,2026-08-10,beta_hedged,0.4936723186976783,0.4090909090909091,3,0.0,151.02000427246094,214162704.0,vol_63d(+0.008) | ret_10d(-0.005) | vol_21d(-0.004)
CLX,119,2026-08-10,beta_hedged,0.4935982883120447,0.40404040404040403,3,0.0,107.69999694824219,260685605.0,vol_63d(-0.007) | vol_21d(-0.004) | close_vs_sma50(+0.004)
EXPD,120,2026-08-10,beta_hedged,0.4933022960845068,0.398989898989899,2,0.0,179.0,240197574.0,vol_63d_rank(-0.009) | vol_63d(-0.009) | close_vs_sma200(+0.006)
VMC,121,2026-08-10,beta_hedged,0.4931937026106164,0.3939393939393939,2,0.0,285.3399963378906,300720879.0,vol_63d(-0.005) | close_vs_sma200(-0.003) | vol_63d_rank(+0.002)
ALLE,122,2026-08-10,beta_hedged,0.49299003554371906,0.3888888888888889,2,0.0,165.52999877929688,211396580.0,vol_63d(-0.008) | vol_21d(-0.005) | close_vs_sma50(+0.002)
HSY,123,2026-08-10,beta_hedged,0.4929196157448093,0.3838383838383838,2,0.0,182.75,287995369.0,vol_63d(-0.006) | close_vs_sma200(-0.004) | vol_63d_rank(+0.002)
BKNG,124,2026-08-10,beta_hedged,0.49277628689134084,0.3787878787878788,2,0.0,212.8800048828125,1232805350.0,vol_63d(-0.005) | vol_21d(-0.004) | ret_5d(-0.002)
MKC,125,2026-08-10,beta_hedged,0.492483271858798,0.37373737373737376,2,0.0,53.130001068115234,168920772.0,vol_63d(-0.007) | close_vs_sma200(-0.003) | vol_63d_rank(-0.002)
AVY,126,2026-08-10,beta_hedged,0.49242752147513763,0.3686868686868687,2,0.0,178.35000610351562,141378258.0,vol_63d(-0.011) | vol_63d_rank(-0.003) | mkt_dispersion(+0.003)
ROP,127,2026-08-10,beta_hedged,0.4923049070044964,0.36363636363636365,2,0.0,403.8900146484375,334263500.0,vol_63d(-0.008) | vol_21d(-0.006) | close_vs_sma50(+0.002)
UPS,128,2026-08-10,beta_hedged,0.4922713831657258,0.35858585858585856,2,0.0,104.72000122070312,611468406.0,vol_63d(-0.008) | vol_21d(-0.005) | close_vs_sma200(-0.002)
MCK,129,2026-08-10,beta_hedged,0.49216216133352075,0.35353535353535354,2,0.0,879.8699951171875,869500883.0,vol_63d(-0.009) | vol_21d(-0.004) | close_vs_sma50(+0.003)
ISRG,130,2026-08-10,beta_hedged,0.4920130505613584,0.3484848484848485,2,0.0,393.3800048828125,1544784929.0,ret_10d(-0.004) | ret_63d_rank(-0.004) | vol_21d_rank(-0.004)
ABBV,131,2026-08-10,beta_hedged,0.4918677693102374,0.3434343434343434,2,0.0,247.97000122070312,1403702606.0,vol_63d(-0.012) | mkt_dispersion(+0.003) | vol_63d_rank(-0.003)
RMD,132,2026-08-10,beta_hedged,0.4917973995861678,0.3383838383838384,2,0.0,220.0500030517578,295551313.0,vol_21d(-0.006) | vol_63d(-0.006) | close_vs_sma200(-0.003)
MRK,133,2026-08-10,beta_hedged,0.49177404538658775,0.3333333333333333,2,0.0,130.9199981689453,1115812479.0,vol_63d(-0.012) | vol_63d_rank(-0.005) | close_vs_sma200(+0.004)
STE,134,2026-08-10,beta_hedged,0.49176959396251796,0.3282828282828283,2,0.0,238.91000366210938,179526488.0,vol_63d(-0.009) | vol_21d(-0.005) | close_vs_sma50(+0.003)
LH,135,2026-08-10,beta_hedged,0.49176515383755454,0.32323232323232326,2,0.0,321.30999755859375,258813969.0,vol_63d(-0.013) | vol_63d_rank(-0.011) | close_vs_sma200(+0.005)
DECK,136,2026-08-10,beta_hedged,0.4917534014429144,0.3181818181818182,2,0.0,97.44000244140625,231268849.0,vol_63d(-0.006) | vol_21d(-0.006) | close_vs_sma200(-0.003)
BKR,137,2026-08-10,beta_hedged,0.49174992820247887,0.31313131313131315,2,0.0,64.06999969482422,529680538.0,vol_63d(-0.006) | vol_63d_rank(+0.002) | bb_position(-0.002)
DHR,138,2026-08-10,beta_hedged,0.491417458351461,0.30808080808080807,2,0.0,209.3699951171875,1280654724.0,vol_63d(-0.007) | vol_21d(-0.004) | close_vs_sma50(+0.003)
PNR,139,2026-08-10,beta_hedged,0.49134690342585735,0.30303030303030304,2,0.0,66.7300033569336,263451355.0,ret_10d(-0.004) | ret_63d_rank(-0.004) | vol_21d_rank(-0.004)
EOG,140,2026-08-10,beta_hedged,0.4913359384438542,0.29797979797979796,2,0.0,142.22000122070312,439050427.0,vol_63d(-0.006) | vol_21d(-0.005) | vol_63d_rank(+0.002)
CSX,141,2026-08-10,beta_hedged,0.49127413922296687,0.29292929292929293,2,0.0,50.119998931884766,718000156.0,vol_63d(-0.011) | vol_63d_rank(-0.011) | close_vs_sma200(+0.006)
DVN,142,2026-08-10,beta_hedged,0.49115724175465775,0.2878787878787879,2,0.0,45.36000061035156,447067288.0,vol_63d(-0.006) | vol_21d(-0.004) | vol_63d_rank(+0.002)
