ticker,rank,asof,variant,score,pct_rank,quintile,target_weight_new_tranche,last_adj_close,adv20_dollars,drivers
EOG,107,2026-08-13,beta_hedged,0.4952207360119339,0.4564102564102564,3,0.0,141.41000366210938,432972623.0,vol_63d(-0.006) | vol_21d(-0.004) | vol_63d_rank(+0.004)
VMC,108,2026-08-13,beta_hedged,0.4942858360936975,0.4512820512820513,3,0.0,277.5199890136719,299272631.0,vol_63d(-0.005) | close_vs_sma200(-0.003) | ret_21d_rank(+0.002)
ROL,109,2026-08-13,beta_hedged,0.4942437573160497,0.4461538461538462,3,0.0,36.220001220703125,263356877.0,vol_63d(-0.008) | vol_21d(-0.003) | close_vs_sma200(+0.003)
TMO,110,2026-08-13,beta_hedged,0.49407092039377715,0.441025641025641,3,0.0,595.8900146484375,1290548003.0,vol_63d(-0.007) | vol_21d(-0.004) | close_vs_sma50(+0.003)
ADM,111,2026-08-13,beta_hedged,0.4938767709679131,0.4358974358974359,3,0.0,80.1500015258789,335754643.0,vol_63d(-0.007) | vol_63d_rank(-0.007) | vol_mom(+0.002)
DVN,112,2026-08-13,beta_hedged,0.4932639068418172,0.4307692307692308,3,0.0,44.38999938964844,452284726.0,vol_63d(-0.005) | vol_21d(-0.004) | vol_63d_rank(+0.004)
WY,113,2026-08-13,beta_hedged,0.4928636396301372,0.4256410256410256,3,0.0,24.81999969482422,135419511.0,vol_63d(-0.005) | close_vs_sma200(-0.002) | mkt_dispersion(-0.001)
MRK,114,2026-08-13,beta_hedged,0.4928230526915434,0.4205128205128205,3,0.0,135.5500030517578,1117577547.0,vol_63d(-0.010) | vol_63d_rank(-0.009) | close_vs_sma200(+0.006)
WDAY,115,2026-08-13,beta_hedged,0.4927713709706154,0.4153846153846154,3,0.0,206.4499969482422,701026905.0,ret_5d(-0.008) | atr_pct(+0.006) | vol_63d(+0.006)
LIN,116,2026-08-13,beta_hedged,0.4924659819505921,0.41025641025641024,3,0.0,478.20001220703125,1090155978.0,vol_63d_rank(-0.008) | vol_63d(-0.006) | ret_21d_rank(+0.005)
RL,117,2026-08-13,beta_hedged,0.4924272917078063,0.40512820512820513,3,0.0,387.3900146484375,268861810.0,ret_21d_rank(-0.003) | ret_10d(-0.003) | vol_63d(+0.002)
