ticker,rank,asof,variant,score,pct_rank,quintile,target_weight_new_tranche,last_adj_close,adv20_dollars,drivers
PPG,140,2026-09-02,beta_hedged,0.49499643802772014,0.28717948717948716,2,0.0,111.30999755859375,144948390.0,vol_63d(-0.005) | close_vs_sma200(-0.003) | vol_63d_rank(+0.002)
DHI,141,2026-09-02,beta_hedged,0.49477022533896803,0.28205128205128205,2,0.0,142.25999450683594,279465226.0,vol_63d(-0.004) | vol_63d_rank(+0.004) | vol_21d(-0.003)
UBER,142,2026-09-02,beta_hedged,0.4946013230326675,0.27692307692307694,2,0.0,76.44999694824219,1439584271.0,vol_21d(-0.003) | vol_63d_rank(+0.003) | ret_63d(-0.003)
AVY,143,2026-09-02,beta_hedged,0.49441974443582165,0.2717948717948718,2,0.0,174.4199981689453,189883543.0,vol_63d(-0.005) | vol_63d_rank(-0.002) | close_vs_sma200(-0.001)
POOL,144,2026-09-02,beta_hedged,0.49434133315770495,0.26666666666666666,2,0.0,182.99000549316406,119734718.0,vol_21d(-0.004) | vol_63d_rank(+0.003) | vol_63d(-0.003)
ABBV,145,2026-09-02,beta_hedged,0.49430583454301735,0.26153846153846155,2,0.0,261.7200012207031,1128022552.0,vol_63d(-0.006) | vol_63d_rank(-0.003) | vol_10d(-0.002)
WY,146,2026-09-02,beta_hedged,0.494299000455328,0.2564102564102564,2,0.0,23.190000534057617,121502374.0,vol_63d(-0.005) | close_vs_sma200(-0.002) | ret_21d_rank(+0.002)
EQIX,147,2026-09-02,beta_hedged,0.49412785238269863,0.2512820512820513,2,0.0,1019.239990234375,698918629.0,vol_63d(-0.004) | vol_21d(-0.003) | close_vs_sma200(-0.001)
TT,148,2026-09-02,beta_hedged,0.49408178549485005,0.24615384615384617,2,0.0,439.0199890136719,421113011.0,vol_63d(-0.005) | close_vs_sma200(-0.003) | vol_21d(+0.001)
KMB,149,2026-09-02,beta_hedged,0.49377979403846056,0.24102564102564103,2,0.0,109.29000091552734,323552460.0,vol_63d(-0.006) | vol_63d_rank(-0.003) | vol_10d(-0.002)
HD,150,2026-09-02,beta_hedged,0.49353606462710836,0.2358974358974359,2,0.0,318.510009765625,1239682367.0,vol_63d(-0.004) | close_vs_sma200(-0.002) | vol_63d_rank(-0.002)
UPS,151,2026-09-02,beta_hedged,0.4934451658690091,0.23076923076923078,2,0.0,103.01000213623047,473996861.0,vol_63d(-0.004) | close_vs_sma200(-0.003) | vol_63d_rank(+0.002)
ORLY,152,2026-09-02,beta_hedged,0.49231401504202843,0.22564102564102564,2,0.0,86.97000122070312,414194066.0,vol_63d(-0.005) | close_vs_sma200(-0.003) | vol_21d(+0.001)
LRCX,153,2026-09-02,beta_hedged,0.49229255124489874,0.2205128205128205,2,0.0,288.32000732421875,2399784197.0,vol_63d(+0.006) | vol_63d_rank(-0.004) | vol_21d(-0.003)
FTNT,154,2026-09-02,beta_hedged,0.4922282540094505,0.2153846153846154,2,0.0,154.5399932861328,725828013.0,ret_63d(-0.006) | close_vs_sma200(+0.004) | mkt_dispersion(-0.003)
MNST,155,2026-09-02,beta_hedged,0.49213434316141963,0.21025641025641026,2,0.0,44.41999816894531,473225487.0,vol_63d(+0.008) | ret_21d_rank(-0.006) | vol_63d_rank(-0.006)
DOV,156,2026-09-02,beta_hedged,0.49213092562299215,0.20512820512820512,2,0.0,188.89999389648438,203652415.0,vol_63d(-0.005) | close_vs_sma200(-0.002) | vol_63d_rank(-0.002)
MDLZ,157,2026-09-02,beta_hedged,0.49194627737678814,0.2,1,0.0,62.45000076293945,427631115.0,vol_63d(-0.004) | vol_63d_rank(-0.002) | vol_21d(+0.001)
ITW,158,2026-09-02,beta_hedged,0.4918377933018827,0.19487179487179487,1,0.0,269.0899963378906,266792978.0,vol_63d_rank(-0.009) | sharpe_mom_21(+0.008) | vol_63d(-0.006)
LLY,159,2026-09-02,beta_hedged,0.4914977221738144,0.18974358974358974,1,0.0,1160.0799560546875,3348907702.0,vol_63d(-0.004) | vol_21d(-0.004) | vol_63d_rank(+0.003)
TSCO,160,2026-09-02,beta_hedged,0.4906332563013784,0.18461538461538463,1,0.0,34.86000061035156,378357151.0,vol_63d(-0.006) | close_vs_sma200(-0.005) | vol_63d_rank(-0.003)
APD,161,2026-09-02,beta_hedged,0.49028639515536415,0.1794871794871795,1,0.0,309.45001220703125,288054554.0,vol_63d(-0.005) | vol_63d_rank(-0.003) | vol_21d_rank(-0.001)
LOW,162,2026-09-02,beta_hedged,0.4901931453441109,0.17435897435897435,1,0.0,199.83999633789062,639604755.0,vol_63d(-0.005) | close_vs_sma200(-0.003) | vol_63d_rank(-0.002)
CRWD,163,2026-09-02,beta_hedged,0.49008168182318507,0.16923076923076924,1,0.0,203.4199981689453,2060307428.0,mkt_dispersion(-0.010) | vol_10d(+0.009) | vol_63d(+0.006)
HSY,164,2026-09-02,beta_hedged,0.49000285514340153,0.1641025641025641,1,0.0,177.42999267578125,209144103.0,vol_63d(-0.006) | close_vs_sma200(-0.002) | vol_63d_rank(-0.002)
GLW,165,2026-09-02,beta_hedged,0.4895009676104945,0.15897435897435896,1,0.0,144.1300048828125,1412448020.0,vol_63d_rank(-0.006) | vol_63d(+0.005) | mkt_dispersion(-0.003)
KLAC,166,2026-09-02,beta_hedged,0.48938105108285085,0.15384615384615385,1,0.0,172.25999450683594,1783079049.0,vol_63d_rank(-0.005) | vol_63d(+0.003) | ret_10d(+0.002)
CPRT,167,2026-09-02,beta_hedged,0.4893115313231739,0.14871794871794872,1,0.0,32.15999984741211,321080771.0,vol_63d(-0.003) | close_vs_sma200(-0.003) | vol_21d(-0.003)
CAH,168,2026-09-02,beta_hedged,0.48923153608277353,0.14358974358974358,1,0.0,245.49000549316406,420802737.0,vol_63d_rank(-0.009) | vol_63d(-0.006) | ret_63d(+0.002)
MU,169,2026-09-02,beta_hedged,0.48854356670515625,0.13846153846153847,1,0.0,956.0800170898438,26817478779.0,vol_63d(+0.009) | amihud(-0.006) | vol_63d_rank(-0.005)
NSC,170,2026-09-02,beta_hedged,0.4883315165020485,0.13333333333333333,1,0.0,330.05999755859375,411173155.0,vol_63d_rank(-0.006) | mkt_dispersion(-0.002) | vol_63d(-0.002)
ON,171,2026-09-02,beta_hedged,0.48826675943205583,0.1282051282051282,1,0.0,72.33999633789062,592689071.0,vol_63d(+0.006) | vol_63d_rank(-0.005) | vol_21d(-0.003)
UNP,172,2026-09-02,beta_hedged,0.4875188764832299,0.12307692307692308,1,0.0,289.7300109863281,731341304.0,vol_63d_rank(-0.008) | vol_63d(-0.006) | vol_10d(-0.002)
DD,173,2026-09-02,beta_hedged,0.4868096819079229,0.11794871794871795,1,0.0,132.92999267578125,172532129.0,vol_63d_rank(-0.009) | vol_63d(-0.005) | close_vs_sma200(-0.003)
AMAT,174,2026-09-02,beta_hedged,0.4855903667587673,0.11282051282051282,1,0.0,438.4599914550781,3644236067.0,vol_63d_rank(-0.004) | vol_21d(-0.003) | ret_21d_rank(-0.002)
STX,175,2026-09-02,beta_hedged,0.4850728710014944,0.1076923076923077,1,0.0,808.5399780273438,3444155913.0,atr_pct(+0.005) | vol_21d_rank(-0.005) | vol_63d(+0.005)
PG,176,2026-09-02,beta_hedged,0.4844853245634477,0.10256410256410256,1,0.0,147.63999938964844,1333551539.0,vol_63d_rank(-0.005) | mkt_dispersion(-0.002) | close_vs_sma200(-0.002)
COHR,177,2026-09-02,beta_hedged,0.4843255677375761,0.09743589743589744,1,0.0,268.6400146484375,2353619578.0,vol_63d_rank(-0.007) | vol_21d_rank(-0.005) | mkt_dispersion(-0.004)
FAST,178,2026-09-02,beta_hedged,0.4842349775827978,0.09230769230769231,1,0.0,47.93000030517578,333724597.0,vol_63d_rank(-0.008) | vol_63d(-0.005) | close_vs_sma200(-0.001)
KVUE,179,2026-09-02,beta_hedged,0.4840693813395118,0.08717948717948718,1,0.0,19.1299991607666,389444663.0,vol_63d_rank(-0.009) | vol_63d(-0.006) | vol_10d(-0.002)
MMM,180,2026-09-02,beta_hedged,0.483716817495988,0.08205128205128205,1,0.0,168.75,472899589.0,vol_63d_rank(-0.009) | vol_63d(-0.007) | vol_21d_rank(-0.002)
CHD,181,2026-09-02,beta_hedged,0.48365536524697267,0.07692307692307693,1,0.0,99.31999969482422,173876240.0,vol_63d_rank(-0.009) | vol_63d(-0.005) | close_vs_sma200(-0.002)
WELL,182,2026-09-02,beta_hedged,0.4827520993603196,0.07179487179487179,1,0.0,238.58999633789062,662590394.0,vol_63d_rank(-0.010) | vol_63d(-0.008) | vol_10d(-0.002)
LIN,183,2026-09-02,beta_hedged,0.4814484133847176,0.06666666666666667,1,0.0,487.45001220703125,938772203.0,vol_63d_rank(-0.007) | mkt_dispersion(-0.003) | vol_63d(-0.001)
MAA,184,2026-09-02,beta_hedged,0.4811677234090781,0.05897435897435897,1,0.0,128.61000061035156,105171535.0,vol_63d_rank(-0.008) | close_vs_sma200(-0.002) | vol_63d(-0.002)
CPT,185,2026-09-02,beta_hedged,0.4811677234090781,0.05897435897435897,1,0.0,105.54000091552734,86636879.0,vol_63d_rank(-0.008) | close_vs_sma200(-0.002) | vol_63d(-0.002)
ECL,186,2026-09-02,beta_hedged,0.481083868905289,0.05128205128205128,1,0.0,279.8999938964844,400967557.0,vol_63d_rank(-0.009) | vol_63d(-0.007) | mkt_dispersion(-0.002)
CL,187,2026-09-02,beta_hedged,0.4806944419190257,0.046153846153846156,1,0.0,90.0999984741211,369671308.0,vol_63d_rank(-0.009) | vol_63d(-0.006) | vol_21d_rank(-0.002)
OTIS,188,2026-09-02,beta_hedged,0.479521145185305,0.041025641025641026,1,0.0,70.83000183105469,231075319.0,vol_63d_rank(-0.009) | vol_63d(-0.006) | close_vs_sma200(-0.003)
EW,189,2026-09-02,beta_hedged,0.47891497810074707,0.035897435897435895,1,0.0,90.81999969482422,262878235.0,vol_63d_rank(-0.009) | vol_63d(-0.007) | mkt_dispersion(-0.002)
NVDA,190,2026-09-02,beta_hedged,0.4782445055355851,0.03076923076923077,1,0.0,224.41000366210938,27712240840.0,amihud(-0.006) | vol_21d(-0.004) | ret_63d(-0.004)
PLD,191,2026-09-02,beta_hedged,0.47668044741562493,0.02564102564102564,1,0.0,136.58999633789062,522071918.0,vol_63d_rank(-0.009) | vol_63d(-0.007) | close_vs_sma200(-0.003)
RSG,192,2026-09-02,beta_hedged,0.47655031404473397,0.020512820512820513,1,0.0,222.52000427246094,316952513.0,vol_63d_rank(-0.009) | vol_63d(-0.005) | mkt_dispersion(-0.003)
WM,193,2026-09-02,beta_hedged,0.4756708491025286,0.015384615384615385,1,0.0,219.0399932861328,443038239.0,vol_63d_rank(-0.009) | vol_63d(-0.006) | close_vs_sma200(-0.003)
CSX,194,2026-09-02,beta_hedged,0.4753330041247676,0.010256410256410256,1,0.0,48.650001525878906,469637586.0,vol_63d_rank(-0.011) | vol_63d(-0.008) | mkt_dispersion(-0.003)
PEP,195,2026-09-02,beta_hedged,0.4744669861980271,0.005128205128205128,1,0.0,140.52000427246094,894959188.0,vol_63d_rank(-0.009) | vol_63d(-0.007) | close_vs_sma200(-0.003)
