ticker,rank,asof,variant,score,pct_rank,quintile,target_weight_new_tranche,last_adj_close,adv20_dollars,drivers
XOM,140,2026-08-11,beta_hedged,0.4865053308353655,0.27225130890052357,2,0.0,159.8000030517578,2241750706.0,vol_63d(-0.011) | vol_63d_rank(-0.004) | rsi_14(+0.002)
WM,141,2026-08-11,beta_hedged,0.4864712205152552,0.2670157068062827,2,0.0,226.85000610351562,460123372.0,vol_63d(-0.010) | vol_63d_rank(-0.009) | ret_21d_rank(+0.006)
VRSN,142,2026-08-11,beta_hedged,0.4861212521088487,0.2617801047120419,2,0.0,287.6300048828125,250328107.0,vol_63d(-0.006) | vol_21d(-0.006) | vol_63d_rank(+0.003)
ABBV,143,2026-08-11,beta_hedged,0.48611952180201784,0.25654450261780104,2,0.0,250.08999633789062,1404354732.0,vol_63d(-0.012) | vol_63d_rank(-0.006) | vol_10d(-0.002)
TEL,144,2026-08-11,beta_hedged,0.48603418759714606,0.2513089005235602,2,0.0,218.69000244140625,578334444.0,vol_63d(-0.007) | close_vs_sma200(-0.004) | vol_63d_rank(+0.003)
HAL,145,2026-08-11,beta_hedged,0.48587821690670374,0.24607329842931938,2,0.0,33.79999923706055,411991022.0,vol_21d(-0.006) | vol_63d(-0.005) | close_vs_sma200(-0.004)
NEM,146,2026-08-11,beta_hedged,0.48576252218503857,0.24083769633507854,2,0.0,117.20999908447266,755120462.0,ret_10d(-0.008) | vol_63d(+0.008) | close_vs_sma50(+0.007)
CTAS,147,2026-08-11,beta_hedged,0.4857479822228481,0.2356020942408377,2,0.0,205.27999877929688,541909451.0,vol_63d(-0.010) | vol_21d(-0.005) | close_vs_sma50(+0.003)
DHI,148,2026-08-11,beta_hedged,0.4857326401399758,0.23036649214659685,2,0.0,150.7899932861328,392403408.0,vol_21d(-0.006) | vol_63d(-0.006) | vol_63d_rank(+0.003)
GILD,149,2026-08-11,beta_hedged,0.48564051989037704,0.225130890052356,2,0.0,135.77000427246094,923887865.0,vol_63d(-0.009) | vol_63d_rank(-0.004) | close_vs_sma200(-0.002)
ALB,150,2026-08-11,beta_hedged,0.48556272614063795,0.2198952879581152,2,0.0,129.36000061035156,289169918.0,ret_10d(-0.008) | vol_63d(+0.006) | vol_21d(-0.005)
LIN,151,2026-08-11,beta_hedged,0.4842692451920036,0.21465968586387435,2,0.0,490.5299987792969,1097054647.0,vol_63d_rank(-0.010) | vol_63d(-0.010) | ret_21d_rank(+0.006)
SLB,152,2026-08-11,beta_hedged,0.48425281701811645,0.2094240837696335,2,0.0,53.68000030517578,610007852.0,vol_63d(-0.006) | vol_21d(-0.004) | vol_63d_rank(+0.002)
SNPS,153,2026-08-11,beta_hedged,0.483939045320848,0.20418848167539266,2,0.0,410.9100036621094,781377181.0,vol_63d(-0.005) | vol_21d(-0.004) | close_vs_sma200(-0.004)
DD,154,2026-08-11,beta_hedged,0.4838642170541008,0.19895287958115182,1,0.0,144.49000549316406,241695719.0,vol_63d(-0.009) | vol_63d_rank(-0.004) | vol_21d(+0.002)
POOL,155,2026-08-11,beta_hedged,0.4832614212934749,0.193717277486911,1,0.0,201.5,187263121.0,vol_21d(-0.008) | vol_63d(-0.005) | vol_63d_rank(+0.003)
MRK,156,2026-08-11,beta_hedged,0.4823613366903275,0.18848167539267016,1,0.0,130.4199981689453,1122730430.0,vol_63d(-0.012) | vol_63d_rank(-0.007) | ret_21d(-0.002)
ORLY,157,2026-08-11,beta_hedged,0.4823280770890596,0.18324607329842932,1,0.0,92.56999969482422,684245531.0,vol_63d(-0.008) | vol_21d(-0.005) | close_vs_sma200(-0.003)
NVDA,158,2026-08-11,beta_hedged,0.4817171290289473,0.17801047120418848,1,0.0,217.5,26287922364.0,vol_21d(-0.005) | bb_position(-0.003) | vol_63d_rank(+0.002)
CPT,159,2026-08-11,beta_hedged,0.48145180298276813,0.17277486910994763,1,0.0,108.29000091552734,117397028.0,vol_63d_rank(-0.013) | vol_63d(-0.010) | ret_21d_rank(+0.004)
CPRT,160,2026-08-11,beta_hedged,0.4812984960133775,0.16753926701570682,1,0.0,29.399999618530273,330123134.0,vol_63d(-0.008) | vol_21d(-0.006) | vol_63d_rank(+0.003)
DOV,161,2026-08-11,beta_hedged,0.48097798210295356,0.16230366492146597,1,0.0,208.4499969482422,254750771.0,vol_63d(-0.007) | vol_21d(-0.006) | vol_63d_rank(-0.003)
VLTO,162,2026-08-11,beta_hedged,0.48085433555119894,0.15706806282722513,1,0.0,97.97000122070312,165696845.0,vol_63d(-0.011) | vol_63d_rank(-0.010) | vol_21d(+0.002)
COR,163,2026-08-11,beta_hedged,0.48079821619915525,0.1518324607329843,1,0.0,333.8699951171875,455808334.0,vol_63d_rank(-0.014) | vol_63d(-0.014) | rsi_14(+0.003)
HD,164,2026-08-11,beta_hedged,0.4807842011929679,0.14659685863874344,1,0.0,354.4800109863281,1296580020.0,vol_63d(-0.011) | vol_63d_rank(-0.005) | close_vs_sma200(-0.002)
EXPD,165,2026-08-11,beta_hedged,0.48013798398137625,0.14136125654450263,1,0.0,177.2100067138672,233994606.0,vol_63d_rank(-0.013) | vol_63d(-0.009) | mkt_breadth(+0.001)
LOW,166,2026-08-11,beta_hedged,0.4790640369006347,0.13612565445026178,1,0.0,221.25,648491454.0,vol_63d(-0.010) | vol_63d_rank(-0.003) | close_vs_sma200(-0.003)
MDLZ,167,2026-08-11,beta_hedged,0.47899762837036836,0.13089005235602094,1,0.0,61.779998779296875,603031757.0,vol_63d(-0.010) | vol_63d_rank(-0.006) | close_vs_sma200(-0.002)
RSG,168,2026-08-11,beta_hedged,0.47893651323621445,0.1256544502617801,1,0.0,215.0800018310547,306005506.0,vol_63d_rank(-0.011) | vol_63d(-0.010) | close_vs_sma200(-0.002)
TRMB,169,2026-08-11,beta_hedged,0.47877002743579755,0.12041884816753927,1,0.0,57.97999954223633,137681207.0,vol_21d(-0.007) | vol_63d(-0.007) | vol_63d_rank(+0.003)
AVB,170,2026-08-11,beta_hedged,0.47849688026887227,0.11518324607329843,1,0.0,181.75999450683594,140783521.0,vol_63d_rank(-0.013) | vol_63d(-0.011) | ret_21d_rank(+0.005)
CAH,171,2026-08-11,beta_hedged,0.47817774262697926,0.1099476439790576,1,0.0,240.25999450683594,477665752.0,vol_63d_rank(-0.013) | vol_63d(-0.010) | mkt_dispersion(-0.002)
CSX,172,2026-08-11,beta_hedged,0.4770030337195051,0.10471204188481675,1,0.0,49.939998626708984,719911368.0,vol_63d_rank(-0.016) | vol_63d(-0.012) | close_vs_sma200(+0.005)
ALLE,173,2026-08-11,beta_hedged,0.4757178784546267,0.09947643979057591,1,0.0,168.44000244140625,214034559.0,ret_21d_rank(-0.014) | vol_63d(-0.010) | close_vs_sma50(+0.005)
KVUE,174,2026-08-11,beta_hedged,0.47568128855547337,0.09424083769633508,1,0.0,19.049999237060547,401388207.0,vol_63d_rank(-0.013) | vol_63d(-0.011) | mkt_dispersion(-0.002)
XYL,175,2026-08-11,beta_hedged,0.4752757095688723,0.08900523560209424,1,0.0,123.18000030517578,240722976.0,vol_63d(-0.011) | vol_63d_rank(-0.011) | close_vs_sma200(-0.002)
EW,176,2026-08-11,beta_hedged,0.47359891380039715,0.08376963350785341,1,0.0,93.66000366210938,439167713.0,vol_63d_rank(-0.013) | vol_63d(-0.013) | ret_10d(-0.003)
MAA,177,2026-08-11,beta_hedged,0.4731342476773592,0.07853403141361257,1,0.0,131.74000549316406,153747924.0,vol_63d_rank(-0.015) | vol_63d(-0.009) | mkt_dispersion(-0.002)
PLD,178,2026-08-11,beta_hedged,0.4711787745496365,0.07329842931937172,1,0.0,139.5,820601172.0,vol_63d_rank(-0.014) | vol_63d(-0.013) | ret_21d_rank(-0.002)
ECL,179,2026-08-11,beta_hedged,0.4702500643577094,0.06806282722513089,1,0.0,284.6300048828125,343575588.0,vol_63d_rank(-0.014) | vol_63d(-0.011) | mkt_dispersion(-0.003)
CL,180,2026-08-11,beta_hedged,0.47006773993698325,0.06282722513089005,1,0.0,92.30999755859375,432514283.0,vol_63d_rank(-0.014) | vol_63d(-0.013) | ret_21d_rank(-0.002)
ROL,181,2026-08-11,beta_hedged,0.4699483318432174,0.05759162303664921,1,0.0,37.0099983215332,259134186.0,ret_21d_rank(-0.018) | vol_63d(-0.011) | mkt_breadth(-0.003)
CHD,182,2026-08-11,beta_hedged,0.46994475326076834,0.05235602094240838,1,0.0,102.77999877929688,189099429.0,vol_63d_rank(-0.015) | vol_63d(-0.011) | ret_21d(-0.001)
OTIS,183,2026-08-11,beta_hedged,0.46964971526373955,0.04712041884816754,1,0.0,73.04000091552734,285523882.0,vol_63d_rank(-0.015) | vol_63d(-0.009) | mkt_dispersion(-0.003)
UNP,184,2026-08-11,beta_hedged,0.46951401280550464,0.041884816753926704,1,0.0,292.8699951171875,956459912.0,vol_63d_rank(-0.017) | vol_63d(-0.016) | vol_10d(-0.002)
NSC,185,2026-08-11,beta_hedged,0.46942530368818725,0.03664921465968586,1,0.0,334.6000061035156,436524302.0,vol_63d_rank(-0.014) | vol_63d(-0.013) | mkt_dispersion(-0.002)
ITW,186,2026-08-11,beta_hedged,0.4680852573946175,0.031413612565445025,1,0.0,293.1499938964844,420534682.0,vol_63d_rank(-0.017) | vol_63d(-0.012) | mkt_dispersion(-0.004)
PEP,187,2026-08-11,beta_hedged,0.4669710264440165,0.02617801047120419,1,0.0,138.41000366210938,1081004314.0,vol_63d_rank(-0.013) | vol_63d(-0.010) | mkt_dispersion(-0.003)
PG,188,2026-08-11,beta_hedged,0.46692398849783423,0.020942408376963352,1,0.0,145.2100067138672,1203190926.0,vol_63d_rank(-0.016) | vol_63d(-0.013) | mkt_dispersion(-0.004)
MMM,189,2026-08-11,beta_hedged,0.4656002665424364,0.015706806282722512,1,0.0,183.1300048828125,670545704.0,vol_63d(-0.018) | vol_63d_rank(-0.016) | rsi_14(+0.003)
JNJ,190,2026-08-11,beta_hedged,0.4651061667496828,0.010471204188481676,1,0.0,259.79998779296875,2090069742.0,vol_63d_rank(-0.017) | vol_63d(-0.016) | ret_21d_rank(-0.002)
TJX,191,2026-08-11,beta_hedged,0.4614705326889286,0.005235602094240838,1,0.0,155.74000549316406,802234085.0,vol_63d_rank(-0.017) | vol_63d(-0.015) | close_vs_sma200(-0.002)
