ticker,rank,asof,variant,score,pct_rank,quintile,target_weight_new_tranche,last_adj_close,adv20_dollars,drivers
BBY,81,2026-08-27,beta_hedged,0.5062339903419931,0.581151832460733,3,0.0,83.55999755859375,294496501.0,close_vs_sma200(+0.005) | vol_63d(-0.005) | vol_21d(-0.003)
AMAT,82,2026-08-27,beta_hedged,0.5054882095047116,0.5759162303664922,3,0.0,482.3599853515625,3908878916.0,vol_63d(+0.014) | vol_21d(-0.005) | ret_63d(-0.004)
RMD,83,2026-08-27,beta_hedged,0.5049776900152827,0.5706806282722513,3,0.0,235.75999450683594,344342479.0,vol_63d(-0.005) | vol_63d_rank(+0.005) | close_vs_sma50(+0.003)
ABT,84,2026-08-27,beta_hedged,0.504961185848437,0.5654450261780105,3,0.0,111.58999633789062,849543372.0,vol_63d(-0.005) | close_vs_sma50(+0.003) | vol_21d(+0.002)
VRSN,85,2026-08-27,beta_hedged,0.5046763413366954,0.5602094240837696,3,0.0,294.7300109863281,217690406.0,vol_63d_rank(+0.005) | vol_63d(-0.004) | ret_63d(-0.002)
MNST,86,2026-08-27,beta_hedged,0.5044117494214516,0.5549738219895288,3,0.0,46.70000076293945,517232674.0,vol_63d(+0.010) | vol_63d_rank(-0.006) | amihud(+0.005)
LULU,87,2026-08-27,beta_hedged,0.50410460805807,0.5497382198952879,3,0.0,115.0,326463446.0,vol_21d(-0.003) | vol_63d_rank(+0.003) | vol_63d(+0.003)
STLD,88,2026-08-27,beta_hedged,0.5028135421262995,0.5445026178010471,3,0.0,235.83999633789062,306633209.0,vol_21d(-0.003) | vol_63d_rank(+0.003) | ret_63d(-0.002)
NUE,89,2026-08-27,beta_hedged,0.5025809609624386,0.5392670157068062,3,0.0,252.3699951171875,398482119.0,close_vs_sma200(+0.006) | vol_63d(-0.004) | vol_63d_rank(+0.004)
ALLE,90,2026-08-27,beta_hedged,0.5024354812390633,0.5340314136125655,3,0.0,159.72000122070312,177134085.0,vol_63d(-0.005) | vol_63d_rank(+0.002) | vol_21d(+0.001)
DECK,91,2026-08-27,beta_hedged,0.5022791619585175,0.5287958115183246,3,0.0,86.33000183105469,217042495.0,vol_21d(-0.007) | vol_63d(-0.004) | vol_63d_rank(+0.004)
CF,92,2026-08-27,beta_hedged,0.5019886447080456,0.5235602094240838,3,0.0,125.70999908447266,294454611.0,close_vs_sma200(+0.006) | vol_63d_rank(+0.004) | vol_63d(-0.004)
EQIX,93,2026-08-27,beta_hedged,0.5018394301015037,0.518324607329843,3,0.0,1076.449951171875,722088843.0,close_vs_sma200(+0.007) | vol_63d(-0.005) | vol_21d(-0.003)
AOS,94,2026-08-27,beta_hedged,0.5017580055588576,0.5130890052356021,3,0.0,61.95000076293945,91695998.0,vol_63d(-0.005) | vol_63d_rank(+0.003) | close_vs_sma200(-0.002)
MKC,95,2026-08-27,beta_hedged,0.5016314587107499,0.5078534031413613,3,0.0,54.540000915527344,134204042.0,vol_63d(-0.005) | amihud(+0.002) | close_vs_sma200(-0.002)
SLB,96,2026-08-27,beta_hedged,0.5014273891554826,0.5026178010471204,3,0.0,55.0099983215332,495678194.0,vol_63d_rank(+0.004) | vol_63d(-0.004) | close_vs_sma50(+0.003)
SHW,97,2026-08-27,beta_hedged,0.5013518524594945,0.4973821989528796,3,0.0,345.2099914550781,602985511.0,vol_63d(-0.005) | vol_63d_rank(+0.004) | close_vs_sma200(-0.001)
ALB,98,2026-08-27,beta_hedged,0.5013149495761011,0.49214659685863876,3,0.0,135.77000427246094,295474088.0,vol_21d(-0.003) | vol_63d_rank(+0.003) | mkt_breadth(+0.002)
A,99,2026-08-27,beta_hedged,0.5012861643014038,0.4869109947643979,3,0.0,157.69000244140625,286239579.0,vol_63d(-0.008) | close_vs_sma200(+0.005) | vol_63d_rank(-0.005)
CSCO,100,2026-08-27,beta_hedged,0.5012147822380905,0.4816753926701571,3,0.0,112.1500015258789,2483973311.0,close_vs_sma200(+0.005) | vol_63d_rank(+0.004) | vol_63d(-0.003)
GEHC,101,2026-08-27,beta_hedged,0.5012017541378372,0.47643979057591623,3,0.0,72.4800033569336,224816502.0,vol_63d_rank(+0.005) | vol_63d(-0.005) | close_vs_sma200(-0.004)
COO,102,2026-08-27,beta_hedged,0.5008006266967585,0.4712041884816754,3,0.0,70.95999908447266,131072051.0,vol_63d(-0.005) | close_vs_sma200(-0.002) | vol_10d(-0.002)
TPR,103,2026-08-27,beta_hedged,0.5002417928121075,0.46596858638743455,3,0.0,123.23999786376953,466969956.0,vol_63d(+0.006) | vol_63d_rank(+0.003) | vol_21d(-0.002)
CLX,104,2026-08-27,beta_hedged,0.4998665140309339,0.4607329842931937,3,0.0,103.62999725341797,273664016.0,vol_63d(-0.005) | vol_63d_rank(+0.004) | close_vs_sma200(-0.002)
MCK,105,2026-08-27,beta_hedged,0.49965615637656463,0.45549738219895286,3,0.0,890.510009765625,878847709.0,vol_63d(-0.004) | vol_21d(-0.004) | ret_63d_rank(+0.002)
CDNS,106,2026-08-27,beta_hedged,0.4994173914047047,0.450261780104712,3,0.0,347.54998779296875,679969558.0,vol_63d_rank(+0.003) | ret_5d(-0.003) | ret_63d(-0.002)
CEG,107,2026-08-27,beta_hedged,0.49917730627501733,0.44502617801047123,3,0.0,282.4100036621094,724980543.0,vol_63d_rank(+0.004) | vol_63d(-0.004) | close_vs_sma200(-0.003)
BKR,108,2026-08-27,beta_hedged,0.4990998193774944,0.4397905759162304,3,0.0,62.11000061035156,389747077.0,vol_63d(-0.005) | vol_63d_rank(+0.004) | vol_21d(+0.002)
JCI,109,2026-08-27,beta_hedged,0.4988584259264323,0.43455497382198954,3,0.0,142.2100067138672,481141915.0,vol_63d(-0.005) | vol_63d_rank(+0.004) | ret_63d(-0.002)
IR,110,2026-08-27,beta_hedged,0.49871515602439526,0.4293193717277487,3,0.0,78.97000122070312,336982077.0,vol_63d(-0.004) | close_vs_sma200(-0.003) | vol_63d_rank(+0.002)
MDT,111,2026-08-27,beta_hedged,0.49869129399979045,0.42408376963350786,3,0.0,89.97000122070312,600144957.0,vol_63d(-0.005) | close_vs_sma200(-0.003) | vol_63d_rank(+0.002)
CARR,112,2026-08-27,beta_hedged,0.4982885158530051,0.418848167539267,3,0.0,58.84000015258789,355452353.0,vol_63d(-0.005) | vol_63d_rank(+0.005) | close_vs_sma200(-0.003)
ODFL,113,2026-08-27,beta_hedged,0.49826706011113986,0.41361256544502617,3,0.0,200.05999755859375,338817055.0,vol_63d(-0.004) | vol_63d_rank(+0.003) | close_vs_sma200(-0.002)
NVDA,114,2026-08-27,beta_hedged,0.4981500254236138,0.4083769633507853,3,0.0,227.97999572753906,25032163415.0,ret_1d(-0.003) | close_vs_sma200(+0.003) | ret_63d(-0.003)
CTAS,115,2026-08-27,beta_hedged,0.4979106387676427,0.4031413612565445,3,0.0,204.14999389648438,396621350.0,vol_63d(-0.004) | vol_21d(+0.002) | vol_63d_rank(-0.002)
EMR,116,2026-08-27,beta_hedged,0.4979027374869755,0.39790575916230364,2,0.0,157.7100067138672,452548066.0,vol_63d(-0.006) | vol_63d_rank(+0.001) | vol_10d(-0.001)
BDX,117,2026-08-27,beta_hedged,0.49778809946382774,0.39267015706806285,2,0.0,188.1300048828125,333083594.0,vol_63d(-0.007) | vol_63d_rank(-0.005) | close_vs_sma200(+0.004)
VMC,118,2026-08-27,beta_hedged,0.4977262037953209,0.387434554973822,2,0.0,273.8500061035156,264180997.0,vol_63d(-0.004) | close_vs_sma200(-0.002) | vol_63d_rank(+0.002)
ORLY,119,2026-08-27,beta_hedged,0.4976608421356432,0.38219895287958117,2,0.0,87.83000183105469,461874725.0,vol_63d(-0.005) | vol_63d_rank(+0.002) | close_vs_sma200(-0.002)
UPS,120,2026-08-27,beta_hedged,0.49746759903911714,0.3769633507853403,2,0.0,105.68000030517578,516178745.0,vol_63d(-0.004) | vol_63d_rank(+0.003) | close_vs_sma200(-0.002)
TEL,121,2026-08-27,beta_hedged,0.49709911066750784,0.3717277486910995,2,0.0,203.0,429548578.0,vol_63d(-0.005) | vol_63d_rank(+0.004) | close_vs_sma200(-0.002)
ULTA,122,2026-08-27,beta_hedged,0.4970285694402015,0.36649214659685864,2,0.0,540.0999755859375,345788811.0,vol_63d(-0.005) | vol_63d_rank(+0.004) | vol_21d(-0.003)
UBER,123,2026-08-27,beta_hedged,0.49691134566383793,0.3612565445026178,2,0.0,76.94999694824219,1440466459.0,vol_63d_rank(+0.003) | vol_21d(-0.002) | close_vs_sma200(-0.002)
CMI,124,2026-08-27,beta_hedged,0.4968842297329867,0.35602094240837695,2,0.0,573.8699951171875,607630953.0,vol_63d(-0.003) | vol_63d_rank(+0.003) | vol_21d(-0.002)
MU,125,2026-08-27,beta_hedged,0.49679295000211704,0.3507853403141361,2,0.0,935.3900146484375,30466181220.0,vol_63d(+0.012) | ret_63d(-0.008) | mkt_dispersion(-0.007)
AAPL,126,2026-08-27,beta_hedged,0.4966415502800112,0.34554973821989526,2,0.0,314.5799865722656,15498661565.0,vol_63d(-0.003) | vol_63d_rank(+0.002) | ret_63d(-0.001)
CHRW,127,2026-08-27,beta_hedged,0.49631708532787594,0.3403141361256545,2,0.0,151.13999938964844,284252502.0,vol_63d_rank(+0.004) | vol_21d_rank(-0.003) | mkt_dispersion(+0.003)
PPG,128,2026-08-27,beta_hedged,0.49625957278858085,0.33507853403141363,2,0.0,113.47000122070312,170030492.0,vol_63d(-0.005) | vol_63d_rank(+0.003) | close_vs_sma200(-0.002)
GILD,129,2026-08-27,beta_hedged,0.4961110418825438,0.3298429319371728,2,0.0,148.86000061035156,900942265.0,vol_63d(-0.007) | close_vs_sma50(+0.004) | vol_21d(+0.001)
CSX,130,2026-08-27,beta_hedged,0.4958659215421248,0.32460732984293195,2,0.0,51.540000915527344,510648685.0,vol_63d_rank(-0.008) | close_vs_sma200(+0.005) | mkt_dispersion(-0.002)
SYK,131,2026-08-27,beta_hedged,0.4952669017384839,0.3193717277486911,2,0.0,322.1199951171875,801014141.0,vol_63d(-0.004) | vol_63d_rank(+0.003) | vol_21d(-0.003)
CPRT,132,2026-08-27,beta_hedged,0.4951077686775158,0.31413612565445026,2,0.0,32.7599983215332,329338063.0,vol_63d_rank(+0.004) | vol_21d(-0.003) | close_vs_sma200(-0.003)
ROST,133,2026-08-27,beta_hedged,0.4950973803102829,0.3089005235602094,2,0.0,229.8699951171875,664340508.0,vol_63d(-0.006) | vol_63d_rank(-0.002) | vol_21d(+0.002)
DHI,134,2026-08-27,beta_hedged,0.494856021442493,0.3036649214659686,2,0.0,145.25999450683594,290365759.0,vol_63d(-0.005) | vol_63d_rank(+0.005) | vol_21d(-0.004)
TT,135,2026-08-27,beta_hedged,0.49478552342579524,0.29842931937172773,2,0.0,454.30999755859375,526293134.0,vol_63d(-0.005) | vol_63d_rank(+0.002) | close_vs_sma200(-0.002)
CPT,136,2026-08-27,beta_hedged,0.4947454688518089,0.2931937172774869,2,0.0,105.79000091552734,100332101.0,vol_63d_rank(-0.006) | ret_21d_rank(+0.005) | ret_63d(-0.002)
DVN,137,2026-08-27,beta_hedged,0.4946488714333579,0.2879581151832461,2,0.0,47.119998931884766,482110295.0,vol_63d(-0.005) | vol_21d(-0.004) | vol_63d_rank(+0.004)
