ticker,rank,asof,variant,score,pct_rank,quintile,target_weight_new_tranche,last_adj_close,adv20_dollars,drivers
MU,143,2026-08-28,beta_hedged,0.49152629768517153,0.24468085106382978,2,0.0,932.8599853515625,29056471457.0,vol_63d(+0.011) | vol_63d_rank(-0.008) | amihud(-0.006)
CTAS,144,2026-08-28,beta_hedged,0.49149484308225694,0.2393617021276596,2,0.0,204.17999267578125,375674967.0,vol_63d(-0.006) | vol_63d_rank(-0.004) | ret_63d(+0.002)
POOL,145,2026-08-28,beta_hedged,0.4904356978893847,0.23404255319148937,2,0.0,188.07000732421875,124691985.0,vol_21d(-0.005) | vol_63d(-0.005) | vol_63d_rank(+0.004)
KLAC,146,2026-08-28,beta_hedged,0.490002047445165,0.22872340425531915,2,0.0,175.5399932861328,1886128917.0,vol_63d(+0.007) | close_vs_sma50(-0.004) | ret_63d(-0.002)
CPT,147,2026-08-28,beta_hedged,0.4898405069015328,0.22340425531914893,2,0.0,106.3499984741211,93583754.0,vol_63d_rank(-0.007) | ret_21d_rank(+0.004) | close_vs_sma200(-0.002)
NSC,148,2026-08-28,beta_hedged,0.48951778777966787,0.21808510638297873,2,0.0,348.67999267578125,398468804.0,vol_63d_rank(-0.008) | vol_63d(-0.002) | ret_63d(+0.002)
HSY,149,2026-08-28,beta_hedged,0.489152571308278,0.2127659574468085,2,0.0,179.0500030517578,221057869.0,vol_63d(-0.007) | close_vs_sma200(-0.002) | vol_63d_rank(-0.002)
TPR,150,2026-08-28,beta_hedged,0.48909722779717496,0.2074468085106383,2,0.0,125.48999786376953,480362359.0,ret_21d_rank(-0.006) | vol_63d(+0.004) | vol_21d(-0.004)
LOW,151,2026-08-28,beta_hedged,0.48879470140646175,0.20212765957446807,2,0.0,208.0500030517578,627566275.0,vol_63d(-0.007) | close_vs_sma200(-0.002) | vol_63d_rank(-0.002)
AVY,152,2026-08-28,beta_hedged,0.48860366015278195,0.19680851063829788,1,0.0,177.75,135636523.0,vol_63d(-0.008) | vol_63d_rank(-0.004) | close_vs_sma200(-0.001)
GDDY,153,2026-08-28,beta_hedged,0.48858603732963424,0.19148936170212766,1,0.0,97.69999694824219,203522561.0,vol_63d(+0.008) | vol_21d_rank(-0.007) | ret_21d_rank(-0.005)
ADM,154,2026-08-28,beta_hedged,0.488529228677522,0.18617021276595744,1,0.0,81.54000091552734,316092762.0,vol_63d(-0.007) | vol_63d_rank(-0.002) | close_vs_sma200(-0.001)
COR,155,2026-08-28,beta_hedged,0.48843994102011884,0.18085106382978725,1,0.0,322.0299987792969,469472277.0,vol_63d(-0.008) | vol_63d_rank(-0.004) | close_vs_sma200(-0.003)
CTVA,156,2026-08-28,beta_hedged,0.4884332705683458,0.17553191489361702,1,0.0,83.9000015258789,399540179.0,vol_21d_rank(-0.004) | vol_63d(-0.003) | vol_63d_rank(+0.003)
ULTA,157,2026-08-28,beta_hedged,0.4877385009346009,0.1702127659574468,1,0.0,517.5,373823071.0,vol_63d(-0.004) | vol_63d_rank(+0.004) | close_vs_sma200(-0.003)
KMB,158,2026-08-28,beta_hedged,0.4876375171822492,0.16489361702127658,1,0.0,109.55000305175781,379682742.0,vol_63d(-0.007) | vol_63d_rank(-0.004) | vol_10d(-0.001)
CRWD,159,2026-08-28,beta_hedged,0.4876106444865287,0.1595744680851064,1,0.0,218.39999389648438,1813688110.0,vol_63d(+0.013) | ret_5d(-0.009) | mkt_dispersion(-0.005)
SNPS,160,2026-08-28,beta_hedged,0.4873008098752556,0.15425531914893617,1,0.0,442.6099853515625,682140705.0,bb_position(-0.004) | vol_21d_rank(-0.004) | close_vs_sma200(-0.004)
MDLZ,161,2026-08-28,beta_hedged,0.48657778648585914,0.14893617021276595,1,0.0,62.36000061035156,445379739.0,vol_63d(-0.007) | vol_63d_rank(-0.004) | vol_21d(+0.001)
HD,162,2026-08-28,beta_hedged,0.4859490195652672,0.14361702127659576,1,0.0,330.19000244140625,1278273412.0,vol_63d(-0.007) | vol_63d_rank(-0.003) | close_vs_sma200(-0.002)
DOV,163,2026-08-28,beta_hedged,0.4848102435622567,0.13829787234042554,1,0.0,198.67999267578125,193717335.0,vol_63d(-0.007) | vol_63d_rank(-0.003) | close_vs_sma200(-0.002)
WELL,164,2026-08-28,beta_hedged,0.48420482742627824,0.13297872340425532,1,0.0,238.07000732421875,689341591.0,vol_63d(-0.008) | vol_63d_rank(-0.007) | ret_63d(+0.002)
RSG,165,2026-08-28,beta_hedged,0.48397864187218037,0.1276595744680851,1,0.0,222.11000061035156,299184314.0,vol_63d_rank(-0.007) | vol_63d(-0.005) | mkt_dispersion(-0.003)
VLTO,166,2026-08-28,beta_hedged,0.4839644025241008,0.12234042553191489,1,0.0,98.55999755859375,131808508.0,vol_63d_rank(-0.009) | vol_63d(-0.009) | ret_63d(+0.002)
APD,167,2026-08-28,beta_hedged,0.4839431422167617,0.11702127659574468,1,0.0,308.0899963378906,295970278.0,vol_63d(-0.007) | vol_63d_rank(-0.004) | mkt_dispersion(-0.001)
MAA,168,2026-08-28,beta_hedged,0.48340008976030163,0.11170212765957446,1,0.0,129.61000061035156,113751208.0,vol_63d_rank(-0.009) | close_vs_sma200(-0.002) | mkt_dispersion(-0.002)
CAH,169,2026-08-28,beta_hedged,0.4832375462515988,0.10638297872340426,1,0.0,234.5500030517578,439091123.0,vol_63d_rank(-0.010) | vol_63d(-0.008) | ret_63d(+0.002)
LIN,170,2026-08-28,beta_hedged,0.482830487963318,0.10106382978723404,1,0.0,489.510009765625,1081212739.0,vol_63d_rank(-0.009) | vol_63d(-0.004) | mkt_dispersion(-0.004)
TJX,171,2026-08-28,beta_hedged,0.4824053575866129,0.09574468085106383,1,0.0,135.1199951171875,994584820.0,vol_63d_rank(-0.008) | vol_63d(-0.008) | close_vs_sma200(-0.003)
PLD,172,2026-08-28,beta_hedged,0.48188873548323324,0.09042553191489362,1,0.0,140.6999969482422,617746070.0,vol_63d_rank(-0.009) | vol_63d(-0.007) | ret_21d_rank(+0.004)
ECL,173,2026-08-28,beta_hedged,0.4805932603168957,0.0851063829787234,1,0.0,286.75,412421146.0,vol_63d_rank(-0.009) | vol_63d(-0.008) | mkt_dispersion(-0.003)
PG,174,2026-08-28,beta_hedged,0.4800832769722378,0.0797872340425532,1,0.0,143.77999877929688,1326121120.0,vol_63d_rank(-0.009) | mkt_dispersion(-0.003) | vol_63d(-0.002)
MMM,175,2026-08-28,beta_hedged,0.47909043433533616,0.07446808510638298,1,0.0,174.33999633789062,478798047.0,vol_63d_rank(-0.012) | vol_63d(-0.009) | mkt_dispersion(-0.002)
ITW,176,2026-08-28,beta_hedged,0.4789708234229037,0.06914893617021277,1,0.0,280.1000061035156,284356872.0,vol_63d_rank(-0.012) | vol_63d(-0.007) | mkt_dispersion(-0.003)
KVUE,177,2026-08-28,beta_hedged,0.4786163119637769,0.06382978723404255,1,0.0,19.170000076293945,410471931.0,vol_63d_rank(-0.011) | vol_63d(-0.008) | mkt_dispersion(-0.002)
FAST,178,2026-08-28,beta_hedged,0.47845529393249686,0.05851063829787234,1,0.0,49.779998779296875,351382033.0,vol_63d_rank(-0.011) | vol_63d(-0.009) | mkt_dispersion(-0.002)
JNJ,179,2026-08-28,beta_hedged,0.47784505404165506,0.05319148936170213,1,0.0,268.0400085449219,1712391176.0,vol_63d_rank(-0.011) | vol_63d(-0.011) | ret_63d(+0.002)
AMAT,180,2026-08-28,beta_hedged,0.4777352149809935,0.047872340425531915,1,0.0,461.6700134277344,3755240802.0,close_vs_sma50(-0.005) | ret_63d(-0.004) | vol_63d_rank(-0.004)
WM,181,2026-08-28,beta_hedged,0.4766258758903356,0.0425531914893617,1,0.0,219.66000366210938,451545256.0,vol_63d_rank(-0.010) | vol_63d(-0.007) | mkt_dispersion(-0.003)
EW,182,2026-08-28,beta_hedged,0.4747123866505847,0.03723404255319149,1,0.0,90.20999908447266,277726723.0,vol_63d_rank(-0.011) | vol_63d(-0.008) | mkt_dispersion(-0.003)
CHD,183,2026-08-28,beta_hedged,0.47468190859642406,0.031914893617021274,1,0.0,101.26000213623047,180005286.0,vol_63d_rank(-0.011) | vol_63d(-0.009) | close_vs_sma200(-0.002)
XOM,184,2026-08-28,beta_hedged,0.47373550216558047,0.026595744680851064,1,0.0,156.7100067138672,2274757788.0,vol_63d_rank(-0.011) | vol_63d(-0.010) | mkt_dispersion(-0.002)
OTIS,185,2026-08-28,beta_hedged,0.4729643671708322,0.02127659574468085,1,0.0,71.73999786376953,219730630.0,vol_63d_rank(-0.010) | vol_63d(-0.008) | mkt_dispersion(-0.003)
DD,186,2026-08-28,beta_hedged,0.4725129220692778,0.015957446808510637,1,0.0,136.97999572753906,236606944.0,vol_63d_rank(-0.012) | vol_63d(-0.010) | close_vs_sma200(-0.003)
PEP,187,2026-08-28,beta_hedged,0.4719099886384203,0.010638297872340425,1,0.0,141.07000732421875,945131365.0,vol_63d_rank(-0.010) | vol_63d(-0.008) | mkt_dispersion(-0.004)
CL,188,2026-08-28,beta_hedged,0.4710046442576357,0.005319148936170213,1,0.0,90.75,396729443.0,vol_63d_rank(-0.012) | vol_63d(-0.010) | mkt_dispersion(-0.003)
