ticker,rank,asof,variant,score,pct_rank,quintile,target_weight_new_tranche,last_adj_close,adv20_dollars,drivers
TSCO,129,2026-09-17,beta_hedged,0.4961935192113541,0.33678756476683935,2,0.0,32.81999969482422,285542344.0,vol_63d(-0.007) | close_vs_sma200(-0.006) | vol_63d_rank(+0.004)
ROK,130,2026-09-17,beta_hedged,0.49526272395749843,0.3316062176165803,2,0.0,410.04998779296875,293684954.0,vol_63d(-0.008) | vol_63d_rank(+0.004) | close_vs_sma200(-0.002)
GOOGL,131,2026-09-17,beta_hedged,0.49495835387682846,0.32642487046632124,2,0.0,347.3299865722656,8182418270.0,vol_63d(-0.006) | vol_63d_rank(+0.005) | amihud(-0.002)
ABT,132,2026-09-17,beta_hedged,0.4948621680666257,0.32124352331606215,2,0.0,102.2300033569336,834368327.0,vol_63d(-0.008) | vol_63d_rank(+0.002) | vol_10d(-0.002)
ALLE,133,2026-09-17,beta_hedged,0.4948316996602021,0.3160621761658031,2,0.0,153.6300048828125,209810769.0,vol_63d(-0.008) | vol_63d_rank(+0.003) | vol_10d(-0.002)
NKE,134,2026-09-17,beta_hedged,0.49428618443058053,0.31088082901554404,2,0.0,36.36000061035156,1049816937.0,vol_63d(-0.007) | close_vs_sma200(-0.004) | vol_63d_rank(+0.003)
REGN,135,2026-09-17,beta_hedged,0.49404023350026555,0.30569948186528495,2,0.0,789.4500122070312,530791526.0,vol_63d(-0.009) | ret_63d_rank(-0.002) | vol_21d_rank(+0.001)
ORLY,136,2026-09-17,beta_hedged,0.49374219992119633,0.3005181347150259,2,0.0,84.88999938964844,467915053.0,vol_63d(-0.007) | vol_63d_rank(+0.003) | close_vs_sma200(-0.003)
VRTX,137,2026-09-17,beta_hedged,0.49352904345822335,0.29533678756476683,2,0.0,516.3400268554688,513002784.0,vol_63d(-0.009) | vol_10d(-0.002) | close_vs_sma200(-0.001)
SHW,138,2026-09-17,beta_hedged,0.493488558735472,0.29015544041450775,2,0.0,320.94000244140625,522915037.0,vol_63d(-0.008) | vol_63d_rank(+0.003) | vol_10d(-0.002)
WSM,139,2026-09-17,beta_hedged,0.4933074710496346,0.2849740932642487,2,0.0,218.9199981689453,284510953.0,vol_63d(-0.007) | ret_21d_rank(-0.001) | bb_position(+0.001)
WY,140,2026-09-17,beta_hedged,0.49304581914689516,0.27979274611398963,2,0.0,21.65999984741211,123963892.0,vol_63d(-0.008) | close_vs_sma200(-0.002) | vol_10d(-0.002)
BDX,141,2026-09-17,beta_hedged,0.49271035458064366,0.27461139896373055,2,0.0,181.3800048828125,313414574.0,vol_63d(-0.008) | vol_63d_rank(-0.002) | ret_63d_rank(-0.002)
BSX,142,2026-09-17,beta_hedged,0.4920714157460842,0.2694300518134715,2,0.0,43.54999923706055,1003704989.0,vol_63d(-0.006) | close_vs_sma200(-0.005) | vol_63d_rank(+0.005)
TMO,143,2026-09-17,beta_hedged,0.4915953610397968,0.26424870466321243,2,0.0,658.3200073242188,1150467087.0,vol_63d(-0.007) | ret_63d_rank(-0.005) | close_vs_sma200(+0.003)
PPG,144,2026-09-17,beta_hedged,0.49122365394980655,0.25906735751295334,2,0.0,105.44999694824219,155650539.0,vol_63d(-0.008) | vol_10d(-0.002) | close_vs_sma200(-0.002)
WELL,145,2026-09-17,beta_hedged,0.49076806273452855,0.2538860103626943,2,0.0,232.25999450683594,579337044.0,vol_63d_rank(-0.008) | vol_63d(-0.003) | vol_21d_rank(-0.002)
EXPD,146,2026-09-17,beta_hedged,0.49016993321755303,0.24870466321243523,2,0.0,189.0800018310547,149598838.0,vol_63d_rank(-0.014) | vol_63d(-0.006) | close_vs_sma200(+0.005)
A,147,2026-09-17,beta_hedged,0.4897696385119885,0.24352331606217617,2,0.0,156.33999633789062,378210815.0,vol_63d(-0.009) | vol_63d_rank(-0.007) | close_vs_sma200(+0.003)
ALB,148,2026-09-17,beta_hedged,0.488510280265694,0.23834196891191708,2,0.0,115.05000305175781,298131655.0,ret_63d(-0.007) | close_vs_sma200(-0.007) | vol_21d(-0.004)
ABBV,149,2026-09-17,beta_hedged,0.48835667891736784,0.23316062176165803,2,0.0,264.0199890136719,1112150940.0,vol_63d(-0.011) | vol_63d_rank(-0.005) | vol_10d(-0.002)
GILD,150,2026-09-17,beta_hedged,0.48816265329708175,0.22797927461139897,2,0.0,150.88999938964844,786751180.0,vol_63d(-0.010) | vol_63d_rank(-0.004) | mkt_dispersion(-0.002)
CSX,151,2026-09-17,beta_hedged,0.48791641749302045,0.22279792746113988,2,0.0,47.900001525878906,461021936.0,vol_63d_rank(-0.009) | vol_63d(-0.002) | vol_10d(-0.002)
UNP,152,2026-09-17,beta_hedged,0.4877023850392695,0.21761658031088082,2,0.0,282.4800109863281,685851259.0,vol_63d_rank(-0.009) | vol_63d(-0.003) | vol_10d(-0.002)
ITW,153,2026-09-17,beta_hedged,0.48740354532799085,0.21243523316062177,2,0.0,267.510009765625,294311937.0,vol_63d_rank(-0.009) | vol_21d_rank(-0.002) | vol_63d(-0.002)
MNST,154,2026-09-17,beta_hedged,0.48734807505065497,0.20725388601036268,2,0.0,44.5099983215332,423450927.0,vol_63d(+0.011) | close_vs_sma200(-0.006) | vol_10d(-0.006)
RSG,155,2026-09-17,beta_hedged,0.4873051534938961,0.20207253886010362,2,0.0,218.92999267578125,341672349.0,vol_63d_rank(-0.009) | vol_63d(-0.003) | vol_21d_rank(-0.001)
LH,156,2026-09-17,beta_hedged,0.4868632050928614,0.19689119170984457,1,0.0,322.7300109863281,239584328.0,vol_63d(-0.010) | vol_63d_rank(-0.009) | close_vs_sma200(+0.003)
ROST,157,2026-09-17,beta_hedged,0.48654005712834164,0.19170984455958548,1,0.0,229.47999572753906,595416151.0,vol_63d(-0.009) | vol_63d_rank(-0.003) | vol_10d(-0.002)
PG,158,2026-09-17,beta_hedged,0.4864028203882316,0.18652849740932642,1,0.0,147.5500030517578,1318788639.0,vol_63d_rank(-0.009) | mkt_breadth(+0.002) | vol_21d_rank(-0.002)
TJX,159,2026-09-17,beta_hedged,0.4860248903027487,0.18134715025906736,1,0.0,126.55000305175781,1162000629.0,vol_63d_rank(-0.010) | vol_63d(-0.009) | ret_21d_rank(+0.004)
COR,160,2026-09-17,beta_hedged,0.48562943974792594,0.17616580310880828,1,0.0,309.4100036621094,367142579.0,vol_63d(-0.010) | vol_63d_rank(-0.004) | vol_10d(-0.002)
NSC,161,2026-09-17,beta_hedged,0.48498411982048345,0.17098445595854922,1,0.0,318.9700012207031,392497628.0,vol_63d_rank(-0.009) | vol_63d(-0.002) | vol_10d(-0.002)
TT,162,2026-09-17,beta_hedged,0.48457593735828636,0.16580310880829016,1,0.0,423.3299865722656,445962524.0,vol_63d(-0.010) | vol_63d_rank(-0.004) | vol_10d(-0.002)
KMB,163,2026-09-17,beta_hedged,0.4845031818960792,0.16062176165803108,1,0.0,98.19000244140625,454990143.0,vol_63d(-0.009) | vol_63d_rank(-0.006) | mkt_dispersion(-0.002)
UPS,164,2026-09-17,beta_hedged,0.48428124969590797,0.15544041450777202,1,0.0,100.16999816894531,407290786.0,vol_63d(-0.010) | vol_63d_rank(-0.004) | close_vs_sma200(-0.002)
MAA,165,2026-09-17,beta_hedged,0.4842430726185975,0.15025906735751296,1,0.0,121.16999816894531,113628008.0,vol_63d_rank(-0.011) | vol_63d(-0.003) | vol_21d_rank(-0.002)
PEP,166,2026-09-17,beta_hedged,0.48396879212660887,0.14507772020725387,1,0.0,133.66000366210938,1048671154.0,vol_63d_rank(-0.009) | vol_63d(-0.003) | vol_21d_rank(-0.003)
CL,167,2026-09-17,beta_hedged,0.4837128307731306,0.13989637305699482,1,0.0,87.7300033569336,393170893.0,vol_63d_rank(-0.009) | vol_63d(-0.003) | vol_21d_rank(-0.002)
WM,168,2026-09-17,beta_hedged,0.48368931713917057,0.13471502590673576,1,0.0,213.3300018310547,470921485.0,vol_63d_rank(-0.009) | vol_63d(-0.003) | vol_21d_rank(-0.003)
CTAS,169,2026-09-17,beta_hedged,0.4836338410356555,0.12953367875647667,1,0.0,197.9600067138672,354388883.0,vol_63d(-0.010) | vol_63d_rank(-0.007) | vol_21d_rank(-0.003)
LIN,170,2026-09-17,beta_hedged,0.4835927926951109,0.12435233160621761,1,0.0,458.4800109863281,898095808.0,vol_63d_rank(-0.009) | vol_21d_rank(-0.003) | vol_63d(-0.002)
HD,171,2026-09-17,beta_hedged,0.4833804582669505,0.11917098445595854,1,0.0,302.510009765625,1210026897.0,vol_63d(-0.009) | vol_63d_rank(-0.006) | mkt_dispersion(-0.002)
ECL,172,2026-09-17,beta_hedged,0.4832831159668502,0.11398963730569948,1,0.0,271.67999267578125,384486167.0,vol_63d_rank(-0.009) | vol_63d(-0.002) | vol_10d(-0.002)
DOV,173,2026-09-17,beta_hedged,0.4829099733925217,0.10880829015544041,1,0.0,189.24000549316406,239041797.0,vol_63d(-0.009) | vol_63d_rank(-0.005) | vol_10d(-0.002)
HSY,174,2026-09-17,beta_hedged,0.4828035494429678,0.10362694300518134,1,0.0,168.3300018310547,215679831.0,vol_63d(-0.009) | vol_63d_rank(-0.006) | vol_10d(-0.002)
CPT,175,2026-09-17,beta_hedged,0.482558035897614,0.09844559585492228,1,0.0,100.93000030517578,95224516.0,vol_63d_rank(-0.011) | vol_63d(-0.003) | vol_21d_rank(-0.002)
APD,176,2026-09-17,beta_hedged,0.4821158650793984,0.09326424870466321,1,0.0,286.1199951171875,309322564.0,vol_63d(-0.010) | vol_63d_rank(-0.006) | vol_21d_rank(-0.003)
AVY,177,2026-09-17,beta_hedged,0.4816999995266757,0.08808290155440414,1,0.0,171.08999633789062,194942997.0,vol_63d(-0.009) | vol_63d_rank(-0.007) | vol_10d(-0.002)
EW,178,2026-09-17,beta_hedged,0.48147721921735825,0.08290155440414508,1,0.0,88.25,265487413.0,vol_63d_rank(-0.012) | vol_63d(-0.008) | ret_21d_rank(-0.001)
MDT,179,2026-09-17,beta_hedged,0.4813063601114105,0.07772020725388601,1,0.0,92.7699966430664,751986690.0,vol_63d(-0.011) | vol_63d_rank(-0.009) | vol_10d(-0.002)
XYL,180,2026-09-17,beta_hedged,0.48091558392342343,0.07253886010362694,1,0.0,107.5999984741211,258439206.0,vol_63d(-0.009) | vol_63d_rank(-0.006) | vol_10d(-0.002)
LOW,181,2026-09-17,beta_hedged,0.480807056407701,0.06735751295336788,1,0.0,194.19000244140625,668497465.0,vol_63d(-0.008) | vol_63d_rank(-0.006) | close_vs_sma200(-0.003)
KVUE,182,2026-09-17,beta_hedged,0.4807335411637225,0.06217616580310881,1,0.0,17.8700008392334,498216918.0,vol_63d_rank(-0.011) | vol_63d(-0.006) | mkt_dispersion(-0.002)
DD,183,2026-09-17,beta_hedged,0.48021881925720183,0.05699481865284974,1,0.0,128.4600067138672,156278854.0,vol_63d_rank(-0.012) | vol_63d(-0.007) | close_vs_sma200(-0.001)
FAST,184,2026-09-17,beta_hedged,0.47862040262255884,0.05181347150259067,1,0.0,49.18000030517578,291992303.0,vol_63d_rank(-0.012) | vol_63d(-0.007) | vol_10d(-0.002)
VLTO,185,2026-09-17,beta_hedged,0.47849220696373945,0.046632124352331605,1,0.0,95.25,144893983.0,vol_63d_rank(-0.013) | vol_63d(-0.009) | vol_10d(-0.002)
OTIS,186,2026-09-17,beta_hedged,0.4773749330174902,0.04145077720207254,1,0.0,68.69999694824219,257195655.0,vol_63d_rank(-0.012) | vol_63d(-0.007) | close_vs_sma200(-0.002)
CHD,187,2026-09-17,beta_hedged,0.4773262706419927,0.03626943005181347,1,0.0,95.05000305175781,180117389.0,vol_63d_rank(-0.013) | vol_63d(-0.008) | vol_10d(-0.002)
CAH,188,2026-09-17,beta_hedged,0.4766521832498463,0.031088082901554404,1,0.0,226.33999633789062,341101354.0,vol_63d_rank(-0.012) | vol_63d(-0.009) | vol_10d(-0.002)
MDLZ,189,2026-09-17,beta_hedged,0.47564569148098185,0.025906735751295335,1,0.0,62.040000915527344,449893682.0,vol_63d_rank(-0.011) | vol_63d(-0.010) | mkt_dispersion(-0.002)
PLD,190,2026-09-17,beta_hedged,0.47500508538997366,0.02072538860103627,1,0.0,135.17999267578125,429888790.0,vol_63d_rank(-0.012) | vol_63d(-0.007) | mkt_dispersion(-0.002)
JNJ,191,2026-09-17,beta_hedged,0.4745878947761211,0.015544041450777202,1,0.0,270.2200012207031,1641303769.0,vol_63d_rank(-0.014) | vol_63d(-0.013) | vol_10d(-0.002)
XOM,192,2026-09-17,beta_hedged,0.47449296445705663,0.010362694300518135,1,0.0,163.27000427246094,2237716530.0,vol_63d_rank(-0.013) | vol_63d(-0.012) | mkt_dispersion(-0.002)
MMM,193,2026-09-17,beta_hedged,0.47295309650685785,0.0051813471502590676,1,0.0,164.7100067138672,473541455.0,vol_63d_rank(-0.014) | vol_63d(-0.011) | mkt_dispersion(-0.002)
