ticker,rank,asof,variant,score,pct_rank,quintile,target_weight_new_tranche,last_adj_close,adv20_dollars,drivers
MCK,138,2026-08-14,beta_hedged,0.48954954277550716,0.26344086021505375,2,0.0,869.0,908580390.0,vol_63d(-0.007) | vol_21d(-0.004) | vol_63d_rank(+0.002)
SNPS,139,2026-08-14,beta_hedged,0.48920810441577683,0.25806451612903225,2,0.0,421.5,767580815.0,vol_63d(-0.005) | vol_21d(-0.004) | vol_63d_rank(+0.004)
XOM,140,2026-08-14,beta_hedged,0.4885568850688517,0.25268817204301075,2,0.0,160.10000610351562,2228207530.0,vol_63d(-0.007) | vol_63d_rank(-0.003) | mkt_dispersion(-0.002)
SHW,141,2026-08-14,beta_hedged,0.48818623672803535,0.24731182795698925,2,0.0,359.1000061035156,717309435.0,vol_63d(-0.007) | vol_21d(-0.004) | ret_21d(-0.002)
NVDA,142,2026-08-14,beta_hedged,0.4878893901096352,0.24193548387096775,2,0.0,225.16000366210938,25803356123.0,vol_63d(-0.006) | vol_21d(-0.005) | vol_63d_rank(+0.005)
GILD,143,2026-08-14,beta_hedged,0.4878340759639462,0.23655913978494625,2,0.0,138.36000061035156,916003369.0,vol_63d(-0.007) | vol_63d_rank(-0.003) | ret_5d(+0.001)
VRTX,144,2026-08-14,beta_hedged,0.48778112727992884,0.23118279569892472,2,0.0,505.75,669281689.0,vol_63d(-0.009) | vol_63d_rank(-0.003) | mkt_dispersion(-0.002)
ABBV,145,2026-08-14,beta_hedged,0.48776362740924406,0.22580645161290322,2,0.0,249.4600067138672,1336691754.0,vol_63d(-0.009) | vol_63d_rank(-0.005) | mkt_dispersion(-0.001)
HSY,146,2026-08-14,beta_hedged,0.48715649808634626,0.22043010752688172,2,0.0,184.22000122070312,282365840.0,vol_63d(-0.006) | close_vs_sma200(-0.003) | vol_63d_rank(+0.002)
DOV,147,2026-08-14,beta_hedged,0.48667506448909004,0.21505376344086022,2,0.0,207.07000732421875,258022970.0,vol_63d(-0.007) | vol_63d_rank(-0.003) | ret_21d_rank(+0.003)
TEL,148,2026-08-14,beta_hedged,0.4866298208722601,0.20967741935483872,2,0.0,216.22999572753906,501990032.0,vol_63d(-0.006) | vol_21d(-0.004) | close_vs_sma200(-0.003)
CTVA,149,2026-08-14,beta_hedged,0.486243071471726,0.20430107526881722,2,0.0,76.68000030517578,392977918.0,vol_63d(-0.007) | mkt_breadth(-0.002) | vol_21d(-0.002)
KMB,150,2026-08-14,beta_hedged,0.4861723543133159,0.1989247311827957,1,0.0,110.38999938964844,388070334.0,vol_63d(-0.009) | vol_63d_rank(-0.004) | mkt_dispersion(-0.001)
DHR,151,2026-08-14,beta_hedged,0.4860363735877385,0.1935483870967742,1,0.0,202.4499969482422,1236442418.0,vol_63d(-0.006) | vol_63d_rank(+0.004) | close_vs_sma200(-0.004)
ULTA,152,2026-08-14,beta_hedged,0.48566515363762214,0.1881720430107527,1,0.0,510.75,324791711.0,vol_63d(-0.005) | vol_63d_rank(+0.005) | vol_21d(-0.004)
LOW,153,2026-08-14,beta_hedged,0.4850374134211413,0.1827956989247312,1,0.0,218.47000122070312,616684801.0,vol_63d(-0.008) | vol_63d_rank(-0.003) | close_vs_sma200(-0.003)
ORLY,154,2026-08-14,beta_hedged,0.4843771019827355,0.1774193548387097,1,0.0,91.05000305175781,612191428.0,vol_63d(-0.006) | close_vs_sma200(-0.003) | ret_21d(-0.002)
AVY,155,2026-08-14,beta_hedged,0.48341861510397394,0.17204301075268819,1,0.0,178.92999267578125,146961198.0,vol_63d(-0.010) | vol_63d_rank(-0.008) | close_vs_sma50(+0.002)
STE,156,2026-08-14,beta_hedged,0.48334264178455294,0.16666666666666666,1,0.0,233.27999877929688,181152385.0,vol_63d(-0.009) | vol_63d_rank(-0.005) | close_vs_sma200(-0.002)
EXPD,157,2026-08-14,beta_hedged,0.48316614819597753,0.16129032258064516,1,0.0,186.1199951171875,223992225.0,vol_63d_rank(-0.013) | vol_63d(-0.012) | close_vs_sma200(+0.007)
CSX,158,2026-08-14,beta_hedged,0.4820995393682872,0.15591397849462366,1,0.0,50.15999984741211,705415482.0,vol_63d_rank(-0.013) | vol_63d(-0.009) | close_vs_sma200(+0.007)
COR,159,2026-08-14,beta_hedged,0.48099082305685825,0.15053763440860216,1,0.0,313.82000732421875,501507829.0,vol_63d(-0.009) | vol_63d_rank(-0.005) | vol_21d(-0.003)
DD,160,2026-08-14,beta_hedged,0.4799583437322186,0.14516129032258066,1,0.0,146.25999450683594,208804222.0,vol_63d(-0.008) | vol_63d_rank(-0.004) | ret_21d(-0.002)
AVB,161,2026-08-14,beta_hedged,0.4797453875206892,0.13978494623655913,1,0.0,184.05999755859375,182268653.0,vol_63d_rank(-0.013) | vol_63d(-0.010) | ret_21d_rank(+0.004)
LIN,162,2026-08-14,beta_hedged,0.47881512982043056,0.13440860215053763,1,0.0,482.739990234375,1102949288.0,vol_63d_rank(-0.010) | vol_63d(-0.009) | mkt_dispersion(-0.004)
UNP,163,2026-08-14,beta_hedged,0.4773631604503348,0.12903225806451613,1,0.0,293.67999267578125,913756476.0,vol_63d_rank(-0.013) | vol_63d(-0.011) | mkt_dispersion(-0.003)
RSG,164,2026-08-14,beta_hedged,0.47678917671402044,0.12365591397849462,1,0.0,214.7100067138672,309642285.0,vol_63d_rank(-0.011) | vol_63d(-0.009) | ret_21d_rank(+0.003)
PG,165,2026-08-14,beta_hedged,0.476596142884483,0.11827956989247312,1,0.0,144.5500030517578,1215800705.0,vol_63d_rank(-0.011) | vol_63d(-0.010) | mkt_dispersion(-0.004)
ITW,166,2026-08-14,beta_hedged,0.47506349490157906,0.11290322580645161,1,0.0,290.80999755859375,406845814.0,vol_63d_rank(-0.013) | vol_63d(-0.008) | mkt_dispersion(-0.004)
MDLZ,167,2026-08-14,beta_hedged,0.47392672510916456,0.10752688172043011,1,0.0,63.61000061035156,573275362.0,vol_63d(-0.010) | vol_63d_rank(-0.008) | mkt_dispersion(-0.003)
WM,168,2026-08-14,beta_hedged,0.4736395850221871,0.10215053763440861,1,0.0,224.5500030517578,461969574.0,vol_63d(-0.013) | vol_63d_rank(-0.012) | ret_21d_rank(+0.004)
VLTO,169,2026-08-14,beta_hedged,0.4733730744961271,0.0967741935483871,1,0.0,97.68000030517578,165520441.0,vol_63d(-0.012) | vol_63d_rank(-0.011) | mkt_dispersion(-0.002)
XYL,170,2026-08-14,beta_hedged,0.4727744835821724,0.0913978494623656,1,0.0,119.68000030517578,235873226.0,vol_63d_rank(-0.013) | vol_63d(-0.011) | close_vs_sma200(-0.002)
PLD,171,2026-08-14,beta_hedged,0.47270809614860454,0.08602150537634409,1,0.0,141.02999877929688,771146473.0,vol_63d_rank(-0.013) | vol_63d(-0.013) | mkt_dispersion(-0.002)
CL,172,2026-08-14,beta_hedged,0.472296445792008,0.08064516129032258,1,0.0,91.94999694824219,424693919.0,vol_63d_rank(-0.013) | vol_63d(-0.011) | mkt_dispersion(-0.003)
CPT,173,2026-08-14,beta_hedged,0.47213934814656494,0.07526881720430108,1,0.0,110.36000061035156,100628988.0,vol_63d_rank(-0.015) | vol_63d(-0.010) | mkt_dispersion(-0.003)
ECL,174,2026-08-14,beta_hedged,0.47077588760138145,0.06989247311827956,1,0.0,276.1099853515625,342956952.0,vol_63d_rank(-0.014) | vol_63d(-0.012) | mkt_dispersion(-0.003)
TJX,175,2026-08-14,beta_hedged,0.4706988983337074,0.06451612903225806,1,0.0,152.11000061035156,786211413.0,vol_63d_rank(-0.014) | vol_63d(-0.013) | mkt_dispersion(-0.003)
NSC,176,2026-08-14,beta_hedged,0.47005869767037495,0.05913978494623656,1,0.0,334.4100036621094,436193371.0,vol_63d_rank(-0.014) | vol_63d(-0.012) | mkt_dispersion(-0.003)
CAH,177,2026-08-14,beta_hedged,0.4687347393006976,0.053763440860215055,1,0.0,235.1699981689453,476647628.0,vol_63d_rank(-0.014) | vol_63d(-0.012) | mkt_dispersion(-0.003)
MAA,178,2026-08-14,beta_hedged,0.4676973165961295,0.04838709677419355,1,0.0,133.49000549316406,140809793.0,vol_63d_rank(-0.015) | vol_63d(-0.009) | mkt_dispersion(-0.003)
MMM,179,2026-08-14,beta_hedged,0.46674735844000853,0.043010752688172046,1,0.0,182.64999389648438,659738925.0,vol_63d(-0.015) | vol_63d_rank(-0.015) | mkt_dispersion(-0.003)
OTIS,180,2026-08-14,beta_hedged,0.46564329246002467,0.03763440860215054,1,0.0,72.62999725341797,261424556.0,vol_63d_rank(-0.016) | vol_63d(-0.011) | mkt_dispersion(-0.003)
JNJ,181,2026-08-14,beta_hedged,0.4653073583077869,0.03225806451612903,1,0.0,260.3500061035156,1910982812.0,vol_63d_rank(-0.016) | vol_63d(-0.014) | mkt_dispersion(-0.003)
KVUE,182,2026-08-14,beta_hedged,0.464821300993171,0.026881720430107527,1,0.0,19.200000762939453,400202668.0,vol_63d_rank(-0.015) | vol_63d(-0.014) | mkt_dispersion(-0.003)
PEP,183,2026-08-14,beta_hedged,0.46370830647533595,0.021505376344086023,1,0.0,140.7899932861328,1036383292.0,vol_63d_rank(-0.015) | vol_63d(-0.011) | mkt_dispersion(-0.004)
EW,184,2026-08-14,beta_hedged,0.46230964589049045,0.016129032258064516,1,0.0,91.5999984741211,392822263.0,vol_63d_rank(-0.016) | vol_63d(-0.014) | mkt_dispersion(-0.004)
FAST,185,2026-08-14,beta_hedged,0.46100716515194656,0.010752688172043012,1,0.0,51.02000045776367,408905147.0,vol_63d_rank(-0.016) | vol_63d(-0.015) | mkt_dispersion(-0.003)
CHD,186,2026-08-14,beta_hedged,0.4603634203462472,0.005376344086021506,1,0.0,101.30000305175781,183513923.0,vol_63d_rank(-0.016) | vol_63d(-0.014) | mkt_dispersion(-0.003)
