ticker,rank,asof,variant,score,pct_rank,quintile,target_weight_new_tranche,last_adj_close,adv20_dollars,drivers
SMCI,1,2026-09-15,beta_hedged,0.5967606868523868,1.0,5,0.005,35.63999938964844,1477741583.0,vol_10d(+0.029) | vol_63d(+0.026) | mkt_dispersion(+0.015)
WDAY,35,2026-09-15,beta_hedged,0.5219107653882414,0.826530612244898,5,0.005,190.6699981689453,740303943.0,vol_63d(+0.015) | mkt_dispersion(+0.009) | vol_10d(-0.006)
PTC,36,2026-09-15,beta_hedged,0.52160376643928,0.8214285714285714,5,0.005,132.75,191452737.0,vol_63d(+0.007) | vol_63d_rank(+0.004) | mkt_dispersion(+0.004)
MU,37,2026-09-15,beta_hedged,0.5215018848743695,0.8163265306122449,5,0.005,927.5999755859375,25047399738.0,vol_63d(+0.015) | mkt_dispersion(+0.013) | vol_10d(-0.004)
ISRG,38,2026-09-15,beta_hedged,0.521466320104561,0.8112244897959183,5,0.005,377.1600036621094,848128445.0,mkt_dispersion(+0.007) | vol_63d(+0.007) | vol_63d_rank(+0.005)
CHRW,39,2026-09-15,beta_hedged,0.5211685502729929,0.8061224489795918,5,0.005,157.6300048828125,194268008.0,mkt_dispersion(+0.007) | vol_63d(+0.007) | vol_63d_rank(+0.006)
EXPE,40,2026-09-15,beta_hedged,0.5207202766597847,0.8010204081632653,5,0.005,293.0799865722656,499816040.0,vol_63d(+0.006) | mkt_dispersion(+0.006) | vol_63d_rank(+0.005)
EOG,41,2026-09-15,beta_hedged,0.5183281316999881,0.7959183673469388,4,0.0,153.74000549316406,421592749.0,close_vs_sma200(+0.009) | vol_63d(-0.005) | vol_63d_rank(+0.003)
TGT,42,2026-09-15,beta_hedged,0.5164303950068336,0.7908163265306123,4,0.0,154.39999389648438,735886380.0,close_vs_sma200(+0.008) | vol_63d(-0.006) | vol_63d_rank(+0.004)
EL,43,2026-09-15,beta_hedged,0.5163750547546581,0.7857142857142857,4,0.0,96.25,397015470.0,vol_63d(+0.006) | mkt_dispersion(+0.004) | vol_63d_rank(+0.003)
DVN,44,2026-09-15,beta_hedged,0.5160701004055426,0.7806122448979592,4,0.0,51.33000183105469,526644824.0,close_vs_sma200(+0.008) | vol_63d(-0.005) | sharpe_mom_63(+0.003)
EPAM,45,2026-09-15,beta_hedged,0.5156494829537737,0.7755102040816326,4,0.0,123.51000213623047,137834738.0,vol_63d(+0.012) | mkt_dispersion(+0.006) | vol_63d_rank(+0.005)
EFX,46,2026-09-15,beta_hedged,0.515408897335295,0.7704081632653061,4,0.0,167.0800018310547,215785215.0,vol_63d(+0.006) | mkt_dispersion(+0.005) | vol_63d_rank(+0.003)
PODD,47,2026-09-15,beta_hedged,0.5151461451218659,0.7653061224489796,4,0.0,139.24000549316406,257674562.0,vol_63d(+0.018) | mkt_dispersion(+0.006) | close_vs_sma200(-0.006)
INCY,48,2026-09-15,beta_hedged,0.5150941977180675,0.7602040816326531,4,0.0,121.73999786376953,163051000.0,vol_63d(-0.006) | vol_63d_rank(+0.004) | sharpe_mom_63(+0.002)
MSFT,49,2026-09-15,beta_hedged,0.514950367843542,0.7551020408163265,4,0.0,497.1199951171875,10477358964.0,mkt_dispersion(+0.004) | vol_63d_rank(+0.003) | ret_63d(+0.002)
COO,50,2026-09-15,beta_hedged,0.5146766780970987,0.75,4,0.0,53.27000045776367,208770247.0,vol_10d(+0.009) | close_vs_sma50(+0.008) | ret_21d_rank(-0.006)
CRL,51,2026-09-15,beta_hedged,0.5143470101201962,0.7448979591836735,4,0.0,272.8800048828125,246832426.0,mkt_dispersion(+0.005) | vol_63d_rank(+0.005) | close_vs_sma200(+0.003)
AKAM,52,2026-09-15,beta_hedged,0.513492569645707,0.7397959183673469,4,0.0,105.4000015258789,335158770.0,vol_63d(+0.006) | vol_63d_rank(+0.005) | mkt_dispersion(+0.004)
AMAT,53,2026-09-15,beta_hedged,0.5132257705949516,0.7346938775510204,4,0.0,421.1700134277344,3047569431.0,vol_63d(+0.013) | mkt_dispersion(+0.008) | mkt_breadth(-0.004)
QCOM,54,2026-09-15,beta_hedged,0.5132257546332285,0.7295918367346939,4,0.0,187.8000030517578,1915111323.0,vol_63d(+0.006) | mkt_dispersion(+0.005) | vol_63d_rank(+0.004)
BBY,55,2026-09-15,beta_hedged,0.512895282044862,0.7244897959183674,4,0.0,93.23999786376953,368874125.0,close_vs_sma200(+0.006) | vol_63d(-0.006) | vol_63d_rank(+0.004)
CPRT,56,2026-09-15,beta_hedged,0.5121345696236862,0.7193877551020408,4,0.0,31.040000915527344,341626349.0,vol_63d(+0.005) | mkt_dispersion(+0.005) | vol_63d_rank(+0.003)
MPWR,57,2026-09-15,beta_hedged,0.5119280755845669,0.7142857142857143,4,0.0,1142.4599609375,901352313.0,vol_63d(+0.013) | mkt_dispersion(+0.007) | vol_10d(-0.005)
FFIV,58,2026-09-15,beta_hedged,0.511848015297479,0.7091836734693877,4,0.0,430.8800048828125,248726905.0,close_vs_sma200(+0.005) | vol_63d_rank(+0.005) | mkt_dispersion(+0.004)
CRM,59,2026-09-15,beta_hedged,0.5116382295290034,0.7040816326530612,4,0.0,255.64999389648438,3984584988.0,vol_63d(+0.017) | vol_10d(-0.004) | vol_63d_rank(+0.004)
TECH,60,2026-09-15,beta_hedged,0.5113907224526716,0.6989795918367347,4,0.0,72.33999633789062,175675529.0,vol_63d_rank(+0.006) | close_vs_sma200(+0.006) | vol_63d(-0.004)
WST,61,2026-09-15,beta_hedged,0.5111479913438771,0.6938775510204082,4,0.0,365.0,201022567.0,vol_63d(-0.007) | close_vs_sma200(+0.007) | sharpe_mom_63(+0.003)
JBL,62,2026-09-15,beta_hedged,0.5106387051298027,0.6887755102040817,4,0.0,296.04998779296875,274344862.0,vol_63d(+0.005) | vol_63d_rank(+0.005) | mkt_dispersion(+0.004)
PNR,63,2026-09-15,beta_hedged,0.5105809748766102,0.6836734693877551,4,0.0,56.58000183105469,233524676.0,close_vs_sma200(-0.004) | vol_63d_rank(+0.004) | vol_63d(+0.003)
GNRC,64,2026-09-15,beta_hedged,0.5102541461388519,0.6785714285714286,4,0.0,175.02999877929688,181592234.0,vol_63d(+0.017) | vol_63d_rank(+0.006) | mkt_dispersion(+0.005)
SNPS,65,2026-09-15,beta_hedged,0.5099745239536079,0.673469387755102,4,0.0,367.70001220703125,770310941.0,vol_63d_rank(+0.005) | vol_63d(+0.003) | ret_10d(+0.003)
PWR,66,2026-09-15,beta_hedged,0.509819180274803,0.6683673469387755,4,0.0,613.3499755859375,673372541.0,mkt_dispersion(+0.006) | vol_63d_rank(+0.006) | vol_63d(+0.006)
BKNG,67,2026-09-15,beta_hedged,0.5093560647264271,0.6632653061224489,4,0.0,171.32000732421875,1161667039.0,vol_63d(+0.004) | mkt_dispersion(+0.003) | vol_63d_rank(+0.002)
AVGO,68,2026-09-15,beta_hedged,0.5089413383443384,0.6581632653061225,4,0.0,339.2699890136719,9427677847.0,vol_63d(+0.004) | mkt_dispersion(+0.003) | ret_10d(+0.002)
DASH,69,2026-09-15,beta_hedged,0.5089221861724315,0.6530612244897959,4,0.0,198.25999450683594,868014579.0,vol_63d_rank(+0.005) | vol_63d(-0.004) | close_vs_sma200(-0.003)
SYK,70,2026-09-15,beta_hedged,0.5082195099498087,0.6479591836734694,4,0.0,281.5,862388235.0,vol_63d_rank(+0.003) | vol_63d(+0.002) | close_vs_sma200(-0.002)
TTD,71,2026-09-15,beta_hedged,0.5081326824188216,0.6428571428571429,4,0.0,15.0,240826455.0,vol_63d(+0.015) | close_vs_sma200(-0.009) | mkt_dispersion(+0.006)
CRWD,72,2026-09-15,beta_hedged,0.5075623358436662,0.6377551020408163,4,0.0,242.49000549316406,2406203745.0,vol_63d(+0.019) | ret_5d(-0.012) | vol_10d(+0.010)
RMD,73,2026-09-15,beta_hedged,0.5065179736955038,0.6326530612244898,4,0.0,229.44000244140625,304261032.0,vol_63d(-0.006) | vol_63d_rank(+0.004) | close_vs_sma200(-0.003)
CF,74,2026-09-15,beta_hedged,0.5063699819493706,0.6275510204081632,4,0.0,135.5399932861328,347767194.0,vol_63d(-0.006) | vol_63d_rank(+0.005) | close_vs_sma200(+0.004)
GPC,75,2026-09-15,beta_hedged,0.5060738883808423,0.6224489795918368,4,0.0,131.00999450683594,140544667.0,vol_63d_rank(+0.006) | vol_63d(-0.006) | vol_10d(-0.003)
MAS,76,2026-09-15,beta_hedged,0.5057478306605062,0.6173469387755102,4,0.0,68.87999725341797,134305281.0,vol_63d_rank(+0.005) | vol_63d(-0.003) | close_vs_sma200(-0.002)
FSLR,77,2026-09-15,beta_hedged,0.5057145026036265,0.6122448979591837,4,0.0,202.33999633789062,393113908.0,vol_63d_rank(+0.005) | mkt_dispersion(+0.003) | vol_63d(+0.003)
NUE,78,2026-09-15,beta_hedged,0.5055540225786331,0.6071428571428571,4,0.0,258.82000732421875,351777543.0,close_vs_sma200(+0.007) | vol_63d(-0.005) | vol_63d_rank(+0.004)
BIIB,79,2026-09-15,beta_hedged,0.5055297460985112,0.6020408163265306,4,0.0,216.1699981689453,165085391.0,vol_63d(-0.004) | vol_63d_rank(+0.004) | mkt_dispersion(+0.002)
DHR,80,2026-09-15,beta_hedged,0.5054459239377483,0.5969387755102041,3,0.0,209.36000061035156,682667049.0,vol_63d(-0.006) | vol_63d_rank(+0.005) | close_vs_sma200(-0.002)
CARR,81,2026-09-15,beta_hedged,0.505090692118344,0.5918367346938775,3,0.0,55.540000915527344,317569158.0,vol_63d(-0.005) | vol_63d_rank(+0.003) | close_vs_sma200(-0.002)
CMI,82,2026-09-15,beta_hedged,0.5050413458548926,0.5867346938775511,3,0.0,538.02001953125,567664143.0,vol_63d(-0.005) | vol_63d_rank(+0.004) | close_vs_sma200(-0.002)
RVTY,83,2026-09-15,beta_hedged,0.5050362937181151,0.5816326530612245,3,0.0,140.19000244140625,205668319.0,vol_63d_rank(+0.005) | close_vs_sma200(+0.004) | vol_63d(-0.004)
ALGN,84,2026-09-15,beta_hedged,0.5049858693683072,0.576530612244898,3,0.0,147.0,133460514.0,vol_63d_rank(+0.003) | vol_63d(-0.002) | vol_21d(-0.002)
ODFL,85,2026-09-15,beta_hedged,0.5048954737941941,0.5714285714285714,3,0.0,180.9600067138672,311411307.0,vol_63d(-0.005) | sharpe_mom_63(+0.002) | close_vs_sma200(-0.001)
MRK,86,2026-09-15,beta_hedged,0.5048032483281379,0.5663265306122449,3,0.0,143.7899932861328,1654978180.0,vol_63d(-0.006) | close_vs_sma200(+0.005) | vol_63d_rank(+0.004)
POOL,87,2026-09-15,beta_hedged,0.504672875824013,0.5612244897959183,3,0.0,166.86000061035156,123328869.0,vol_63d_rank(+0.005) | vol_63d(-0.004) | close_vs_sma200(-0.003)
TXN,88,2026-09-15,beta_hedged,0.5041680858574114,0.5561224489795918,3,0.0,263.42999267578125,1454878720.0,mkt_dispersion(+0.003) | vol_63d(+0.003) | vol_63d_rank(+0.002)
GEHC,89,2026-09-15,beta_hedged,0.5037373168604354,0.5510204081632653,3,0.0,64.06999969482422,192277196.0,vol_63d(-0.005) | vol_63d_rank(+0.004) | close_vs_sma200(-0.002)
PHM,90,2026-09-15,beta_hedged,0.5031574552561368,0.5459183673469388,3,0.0,119.47000122070312,161970975.0,vol_63d(-0.005) | vol_63d_rank(+0.004) | close_vs_sma200(-0.002)
ROP,91,2026-09-15,beta_hedged,0.5030544633611975,0.5408163265306123,3,0.0,383.94000244140625,262002752.0,vol_63d(-0.006) | vol_63d_rank(+0.004) | close_vs_sma200(-0.002)
TRMB,92,2026-09-15,beta_hedged,0.5026268340268155,0.5357142857142857,3,0.0,58.79999923706055,219857643.0,vol_63d(-0.006) | vol_63d_rank(+0.003) | close_vs_sma200(-0.003)
CLX,93,2026-09-15,beta_hedged,0.5025116853887628,0.5306122448979592,3,0.0,87.16000366210938,294017289.0,vol_63d(-0.005) | vol_63d_rank(+0.004) | close_vs_sma200(-0.002)
IDXX,94,2026-09-15,beta_hedged,0.5024336234075962,0.5255102040816326,3,0.0,510.7300109863281,339080432.0,vol_63d(-0.005) | vol_63d_rank(+0.004) | close_vs_sma200(-0.002)
CTVA,95,2026-09-15,beta_hedged,0.502410390617519,0.5204081632653061,3,0.0,83.38999938964844,402016838.0,vol_63d(-0.006) | vol_63d_rank(+0.004) | close_vs_sma200(-0.002)
WAT,96,2026-09-15,beta_hedged,0.5023952798396286,0.5153061224489796,3,0.0,417.0899963378906,302634672.0,vol_63d(-0.008) | close_vs_sma200(+0.005) | vol_63d_rank(-0.005)
ADI,97,2026-09-15,beta_hedged,0.5023885549596377,0.5102040816326531,3,0.0,361.3500061035156,1384349816.0,vol_63d_rank(+0.004) | vol_63d(-0.004) | close_vs_sma200(-0.002)
RL,98,2026-09-15,beta_hedged,0.5023531178524103,0.5051020408163265,3,0.0,335.2300109863281,241312517.0,vol_63d(-0.005) | vol_63d_rank(+0.004) | close_vs_sma200(-0.002)
DHI,99,2026-09-15,beta_hedged,0.5019855946297521,0.5,3,0.0,140.1999969482422,286411040.0,vol_63d(-0.006) | vol_63d_rank(+0.005) | close_vs_sma200(-0.002)
BKR,100,2026-09-15,beta_hedged,0.5017541588645296,0.49489795918367346,3,0.0,56.720001220703125,420293034.0,vol_63d(-0.005) | vol_63d_rank(+0.003) | close_vs_sma200(-0.002)
SLB,101,2026-09-15,beta_hedged,0.5016624153254093,0.4897959183673469,3,0.0,54.20000076293945,705293909.0,vol_63d(-0.004) | vol_63d_rank(+0.004) | mkt_dispersion(+0.002)
BLDR,102,2026-09-15,beta_hedged,0.5016596158868087,0.4846938775510204,3,0.0,60.20000076293945,139970314.0,vol_63d(+0.014) | close_vs_sma200(-0.005) | mkt_breadth(-0.005)
ABBV,103,2026-09-15,beta_hedged,0.5014535508209835,0.47959183673469385,3,0.0,263.0400085449219,1126945474.0,vol_63d(-0.009) | mkt_breadth(+0.004) | vol_63d_rank(-0.002)
HAL,104,2026-09-15,beta_hedged,0.5014088256894982,0.4744897959183674,3,0.0,35.66999816894531,388300495.0,vol_63d(-0.005) | vol_63d_rank(+0.004) | close_vs_sma200(-0.001)
MCK,105,2026-09-15,beta_hedged,0.501252681920317,0.46938775510204084,3,0.0,899.5599975585938,792779379.0,vol_63d(-0.006) | vol_63d_rank(+0.003) | close_vs_sma200(-0.001)
ULTA,106,2026-09-15,beta_hedged,0.5011151886313056,0.4642857142857143,3,0.0,544.3200073242188,419299139.0,vol_63d(-0.004) | vol_63d_rank(+0.004) | mkt_dispersion(+0.002)
ABT,107,2026-09-15,beta_hedged,0.5010651250278334,0.45918367346938777,3,0.0,102.02999877929688,888122890.0,vol_63d(-0.006) | vol_63d_rank(+0.003) | close_vs_sma200(-0.002)
UBER,108,2026-09-15,beta_hedged,0.5006447275964977,0.45408163265306123,3,0.0,71.43000030517578,1312333789.0,vol_63d(-0.004) | vol_63d_rank(+0.004) | close_vs_sma200(-0.002)
EBAY,109,2026-09-15,beta_hedged,0.49982685403064503,0.4489795918367347,3,0.0,108.02999877929688,475318867.0,vol_63d(-0.006) | vol_63d_rank(+0.003) | vol_10d(-0.001)
AAPL,110,2026-09-15,beta_hedged,0.49973500042606994,0.44387755102040816,3,0.0,331.3399963378906,13720596635.0,vol_63d(-0.006) | vol_21d(+0.001) | mkt_dispersion(+0.001)
IR,111,2026-09-15,beta_hedged,0.4995962171796193,0.4387755102040816,3,0.0,71.91000366210938,263567962.0,vol_63d(-0.006) | mkt_breadth(+0.002) | vol_10d(-0.001)
TMO,112,2026-09-15,beta_hedged,0.49944034753182914,0.4336734693877551,3,0.0,641.3900146484375,1036843815.0,vol_63d(-0.007) | close_vs_sma200(+0.003) | vol_63d_rank(-0.001)
NXPI,113,2026-09-15,beta_hedged,0.4994192193888232,0.42857142857142855,3,0.0,226.35000610351562,712467300.0,vol_63d_rank(+0.005) | sharpe_mom_63(-0.003) | mkt_dispersion(+0.003)
ROK,114,2026-09-15,beta_hedged,0.49940774737927907,0.42346938775510207,3,0.0,417.0,289320006.0,vol_63d(-0.006) | vol_63d_rank(+0.004) | close_vs_sma200(-0.002)
GOOGL,115,2026-09-15,beta_hedged,0.4992753044099414,0.41836734693877553,3,0.0,344.9800109863281,8125546463.0,vol_63d(-0.005) | vol_63d_rank(+0.004) | mkt_dispersion(+0.001)
VMC,116,2026-09-15,beta_hedged,0.4992445878615623,0.413265306122449,3,0.0,249.1999969482422,252284851.0,vol_63d(-0.006) | close_vs_sma200(-0.001) | mkt_breadth(+0.001)
CEG,117,2026-09-15,beta_hedged,0.49916859228109206,0.40816326530612246,3,0.0,259.8900146484375,716014297.0,vol_63d(-0.006) | vol_63d_rank(+0.004) | vol_21d(-0.002)
AOS,118,2026-09-15,beta_hedged,0.49880288862022004,0.4030612244897959,3,0.0,57.220001220703125,78139277.0,vol_63d(-0.007) | close_vs_sma200(-0.002) | vol_63d_rank(+0.001)
CSCO,119,2026-09-15,beta_hedged,0.4985357208371714,0.3979591836734694,2,0.0,110.06999969482422,1602201868.0,vol_63d(-0.006) | vol_63d_rank(+0.004) | amihud(-0.002)
CDNS,120,2026-09-15,beta_hedged,0.49853277670588886,0.39285714285714285,2,0.0,273.9599914550781,738221067.0,vol_63d(-0.005) | ret_63d(-0.005) | vol_63d_rank(+0.004)
ADM,121,2026-09-15,beta_hedged,0.4980902119574972,0.3877551020408163,2,0.0,86.61000061035156,304195405.0,vol_63d(-0.008) | vol_63d_rank(-0.007) | close_vs_sma200(+0.005)
JCI,122,2026-09-15,beta_hedged,0.49792995692302794,0.3826530612244898,2,0.0,138.2899932861328,442652032.0,vol_63d(-0.006) | vol_63d_rank(+0.001) | close_vs_sma200(-0.001)
LLY,123,2026-09-15,beta_hedged,0.4977568379483433,0.37755102040816324,2,0.0,1136.1099853515625,2915801087.0,vol_63d(-0.006) | vol_63d_rank(+0.004) | amihud(-0.002)
TEL,124,2026-09-15,beta_hedged,0.4977321707496318,0.37244897959183676,2,0.0,201.4199981689453,418254436.0,vol_63d(-0.006) | vol_63d_rank(+0.004) | close_vs_sma200(-0.002)
NVDA,125,2026-09-15,beta_hedged,0.4973297214076419,0.3673469387755102,2,0.0,212.1699981689453,28699126116.0,vol_63d(-0.004) | vol_21d(-0.003) | vol_63d_rank(+0.003)
BDX,126,2026-09-15,beta_hedged,0.497266109671951,0.3622448979591837,2,0.0,185.9199981689453,304784987.0,vol_63d(-0.008) | close_vs_sma200(+0.003) | vol_63d_rank(-0.002)
MNST,127,2026-09-15,beta_hedged,0.4968108853956119,0.35714285714285715,2,0.0,44.630001068115234,445195319.0,vol_63d(+0.010) | close_vs_sma200(-0.006) | vol_10d(-0.006)
ALLE,128,2026-09-15,beta_hedged,0.49680625858094735,0.3520408163265306,2,0.0,154.60000610351562,211003123.0,vol_63d(-0.007) | close_vs_sma200(-0.002) | vol_10d(-0.001)
MKC,129,2026-09-15,beta_hedged,0.4966611064130257,0.3469387755102041,2,0.0,49.86000061035156,141911950.0,vol_63d(-0.006) | vol_10d(-0.002) | close_vs_sma200(-0.001)
COP,130,2026-09-15,beta_hedged,0.4966479563062753,0.34183673469387754,2,0.0,141.22000122070312,852739705.0,vol_63d(-0.009) | vol_63d_rank(-0.004) | mkt_breadth(+0.003)
JBHT,131,2026-09-15,beta_hedged,0.4965551486303191,0.336734693877551,2,0.0,273.04998779296875,231198024.0,vol_63d(-0.006) | vol_63d_rank(+0.003) | vol_21d(-0.003)
EQIX,132,2026-09-15,beta_hedged,0.49641462184028434,0.33163265306122447,2,0.0,1006.97998046875,637949008.0,vol_63d(-0.007) | vol_21d(-0.001) | vol_63d_rank(+0.001)
STE,133,2026-09-15,beta_hedged,0.49640235944738825,0.32653061224489793,2,0.0,210.27999877929688,148435396.0,vol_63d(-0.007) | mkt_breadth(+0.002) | close_vs_sma200(-0.002)
SHW,134,2026-09-15,beta_hedged,0.4960570965369781,0.32142857142857145,2,0.0,323.2200012207031,535765309.0,vol_63d(-0.006) | close_vs_sma200(-0.002) | vol_10d(-0.002)
REGN,135,2026-09-15,beta_hedged,0.4959583757328068,0.3163265306122449,2,0.0,774.1099853515625,537741613.0,vol_63d(-0.007) | vol_21d_rank(+0.001) | vol_63d_rank(-0.001)
A,136,2026-09-15,beta_hedged,0.4956979420433978,0.3112244897959184,2,0.0,150.27000427246094,366807919.0,vol_63d(-0.009) | vol_63d_rank(-0.002) | mkt_breadth(+0.001)
WSM,137,2026-09-15,beta_hedged,0.49569204381345683,0.30612244897959184,2,0.0,221.47000122070312,275219149.0,vol_63d(-0.007) | close_vs_sma200(-0.001) | vol_21d_rank(+0.001)
BSX,138,2026-09-15,beta_hedged,0.49555854386119197,0.3010204081632653,2,0.0,43.869998931884766,982333859.0,vol_63d(-0.005) | close_vs_sma200(-0.005) | vol_63d_rank(+0.004)
EMR,139,2026-09-15,beta_hedged,0.4955190828431919,0.29591836734693877,2,0.0,147.0,320480517.0,vol_63d(-0.007) | close_vs_sma200(-0.001) | vol_21d_rank(+0.001)
