ticker,rank,asof,variant,score,pct_rank,quintile,target_weight_new_tranche,last_adj_close,adv20_dollars,drivers
SMCI,1,2026-09-15,beta_hedged,0.5967606868523868,1.0,5,0.005,35.63999938964844,1477741583.0,vol_10d(+0.029) | vol_63d(+0.026) | mkt_dispersion(+0.015)
DECK,140,2026-09-15,beta_hedged,0.4953834858957915,0.29081632653061223,2,0.0,77.51000213623047,249192215.0,ret_63d(-0.005) | vol_63d(-0.004) | close_vs_sma200(-0.004)
VRTX,141,2026-09-15,beta_hedged,0.4951194112193798,0.2857142857142857,2,0.0,514.6300048828125,543580295.0,vol_63d(-0.008) | vol_10d(-0.002) | close_vs_sma200(-0.001)
WAB,142,2026-09-15,beta_hedged,0.49505484619390544,0.28061224489795916,2,0.0,278.1199951171875,241124640.0,vol_63d(-0.007) | vol_63d_rank(+0.002) | vol_10d(-0.001)
ORLY,143,2026-09-15,beta_hedged,0.4947849338383005,0.2755102040816326,2,0.0,85.16000366210938,453550588.0,vol_63d(-0.007) | vol_10d(-0.002) | vol_63d_rank(+0.002)
STLD,144,2026-09-15,beta_hedged,0.49472969897323454,0.27040816326530615,2,0.0,239.22000122070312,280093328.0,vol_63d(-0.003) | vol_63d_rank(+0.003) | vol_21d(-0.002)
TT,145,2026-09-15,beta_hedged,0.4946648963756262,0.2653061224489796,2,0.0,422.7300109863281,423719358.0,vol_63d(-0.007) | ret_21d_rank(+0.002) | mkt_breadth(+0.002)
GILD,146,2026-09-15,beta_hedged,0.4944845161467592,0.2602040816326531,2,0.0,146.3000030517578,783959196.0,vol_63d(-0.009) | vol_63d_rank(-0.002) | mkt_breadth(+0.002)
WY,147,2026-09-15,beta_hedged,0.49410460468819695,0.25510204081632654,2,0.0,22.290000915527344,115188923.0,vol_63d(-0.007) | mkt_breadth(+0.002) | vol_10d(-0.001)
PPG,148,2026-09-15,beta_hedged,0.49410225810234243,0.25,2,0.0,104.88999938964844,155009788.0,vol_63d(-0.007) | close_vs_sma200(-0.002) | mkt_breadth(+0.001)
TSCO,149,2026-09-15,beta_hedged,0.4940635459918828,0.24489795918367346,2,0.0,33.029998779296875,290339623.0,vol_63d(-0.006) | close_vs_sma200(-0.005) | vol_21d_rank(+0.001)
NKE,150,2026-09-15,beta_hedged,0.49397656577699767,0.23979591836734693,2,0.0,36.220001220703125,1134204917.0,vol_63d(-0.006) | close_vs_sma200(-0.005) | vol_10d(-0.001)
XOM,151,2026-09-15,beta_hedged,0.49353383183733635,0.23469387755102042,2,0.0,169.32000732421875,2284298332.0,vol_63d_rank(-0.010) | vol_63d(-0.008) | close_vs_sma200(+0.004)
DD,152,2026-09-15,beta_hedged,0.4933804567224054,0.22959183673469388,2,0.0,128.0399932861328,159295392.0,vol_63d_rank(-0.009) | vol_63d(-0.006) | ret_21d_rank(+0.003)
MDT,153,2026-09-15,beta_hedged,0.49265289093322284,0.22448979591836735,2,0.0,93.75,736658731.0,vol_63d(-0.009) | vol_63d_rank(-0.004) | mkt_breadth(+0.003)
ROL,154,2026-09-15,beta_hedged,0.49196643161000164,0.2193877551020408,2,0.0,33.77000045776367,159525701.0,close_vs_sma200(-0.005) | vol_63d(-0.005) | sharpe_mom_63(+0.001)
CSX,155,2026-09-15,beta_hedged,0.49190261553463194,0.21428571428571427,2,0.0,48.65999984741211,455374167.0,vol_63d_rank(-0.007) | mkt_breadth(+0.003) | vol_63d(-0.002)
ITW,156,2026-09-15,beta_hedged,0.4916501084347946,0.20918367346938777,2,0.0,268.6000061035156,293614841.0,vol_63d_rank(-0.007) | mkt_breadth(+0.003) | vol_21d_rank(-0.002)
UNP,157,2026-09-15,beta_hedged,0.4915774131255705,0.20408163265306123,2,0.0,283.989990234375,681727020.0,vol_63d_rank(-0.007) | mkt_breadth(+0.003) | vol_63d(-0.003)
LH,158,2026-09-15,beta_hedged,0.4913405133421085,0.1989795918367347,1,0.0,323.9700012207031,238249971.0,vol_63d(-0.010) | vol_63d_rank(-0.006) | close_vs_sma200(+0.003)
RSG,159,2026-09-15,beta_hedged,0.49118981326249117,0.19387755102040816,1,0.0,223.0399932861328,334798379.0,vol_63d_rank(-0.008) | mkt_breadth(+0.004) | vol_63d(-0.002)
NSC,160,2026-09-15,beta_hedged,0.4907844774234223,0.18877551020408162,1,0.0,320.2200012207031,403382273.0,vol_63d_rank(-0.008) | mkt_breadth(+0.003) | vol_63d(-0.002)
UPS,161,2026-09-15,beta_hedged,0.4902784183503246,0.1836734693877551,1,0.0,102.3499984741211,404566628.0,vol_63d(-0.008) | vol_21d_rank(-0.002) | mkt_breadth(+0.001)
PG,162,2026-09-15,beta_hedged,0.4900357680012562,0.17857142857142858,1,0.0,146.6699981689453,1365177819.0,vol_63d_rank(-0.008) | mkt_breadth(+0.004) | vol_63d(-0.002)
XYL,163,2026-09-15,beta_hedged,0.4899640178471622,0.17346938775510204,1,0.0,107.5,250548857.0,vol_63d(-0.006) | vol_63d_rank(-0.005) | mkt_breadth(+0.001)
KMB,164,2026-09-15,beta_hedged,0.489488833803384,0.1683673469387755,1,0.0,98.68000030517578,433454878.0,vol_63d(-0.007) | vol_63d_rank(-0.005) | vol_mom(+0.002)
CTAS,165,2026-09-15,beta_hedged,0.48836514134485925,0.16326530612244897,1,0.0,198.9499969482422,354815956.0,vol_63d(-0.009) | vol_63d_rank(-0.002) | vol_21d_rank(-0.002)
WM,166,2026-09-15,beta_hedged,0.4882072816834662,0.15816326530612246,1,0.0,217.25,476837088.0,vol_63d_rank(-0.008) | mkt_breadth(+0.003) | vol_63d(-0.002)
COR,167,2026-09-15,beta_hedged,0.4877620445152783,0.15306122448979592,1,0.0,323.2900085449219,369365037.0,vol_63d(-0.009) | vol_63d_rank(-0.005) | mkt_breadth(+0.002)
HSY,168,2026-09-15,beta_hedged,0.4877126422443421,0.14795918367346939,1,0.0,170.4199981689453,207849157.0,vol_63d(-0.008) | vol_63d_rank(-0.005) | mkt_breadth(+0.002)
LOW,169,2026-09-15,beta_hedged,0.4875704647235561,0.14285714285714285,1,0.0,194.61000061035156,665331458.0,vol_63d(-0.008) | vol_63d_rank(-0.004) | close_vs_sma200(-0.003)
TJX,170,2026-09-15,beta_hedged,0.48741814517610704,0.1377551020408163,1,0.0,124.5999984741211,1131037304.0,vol_63d_rank(-0.008) | vol_63d(-0.007) | close_vs_sma200(-0.004)
CL,171,2026-09-15,beta_hedged,0.4872578742511547,0.1326530612244898,1,0.0,87.0,386372878.0,vol_63d_rank(-0.009) | mkt_breadth(+0.003) | vol_63d(-0.002)
ROST,172,2026-09-15,beta_hedged,0.4869757800305237,0.12755102040816327,1,0.0,226.25999450683594,633239859.0,vol_63d(-0.008) | vol_63d_rank(-0.005) | vol_10d(-0.002)
AVY,173,2026-09-15,beta_hedged,0.4868758791132688,0.12244897959183673,1,0.0,171.52000427246094,192019741.0,vol_63d(-0.007) | vol_63d_rank(-0.004) | vol_10d(-0.002)
HD,174,2026-09-15,beta_hedged,0.48679709797168025,0.11734693877551021,1,0.0,305.4800109863281,1290814606.0,vol_63d(-0.008) | vol_63d_rank(-0.004) | vol_10d(-0.002)
ECL,175,2026-09-15,beta_hedged,0.4866637370603087,0.11224489795918367,1,0.0,274.6000061035156,415335089.0,vol_63d_rank(-0.009) | mkt_breadth(+0.003) | vol_63d(-0.002)
LIN,176,2026-09-15,beta_hedged,0.4863464873170824,0.10714285714285714,1,0.0,462.9599914550781,928046380.0,vol_63d_rank(-0.008) | mkt_breadth(+0.003) | vol_63d(-0.002)
DOV,177,2026-09-15,beta_hedged,0.48620390521398543,0.10204081632653061,1,0.0,188.97000122070312,228501862.0,vol_63d(-0.008) | vol_63d_rank(-0.005) | vol_10d(-0.002)
CPT,178,2026-09-15,beta_hedged,0.4858574383307059,0.09693877551020408,1,0.0,102.83999633789062,92853879.0,vol_63d_rank(-0.010) | mkt_breadth(+0.003) | vol_63d(-0.002)
KVUE,179,2026-09-15,beta_hedged,0.4857308068345971,0.09183673469387756,1,0.0,17.920000076293945,479695466.0,vol_63d_rank(-0.011) | vol_63d(-0.006) | mkt_breadth(+0.002)
MAA,180,2026-09-15,beta_hedged,0.48515851745508565,0.08673469387755102,1,0.0,124.48999786376953,108937535.0,vol_63d_rank(-0.010) | mkt_breadth(+0.003) | vol_63d(-0.003)
EXPD,181,2026-09-15,beta_hedged,0.4843062809980157,0.08163265306122448,1,0.0,193.89999389648438,143966357.0,vol_63d_rank(-0.012) | vol_63d(-0.009) | close_vs_sma200(+0.005)
ALB,182,2026-09-15,beta_hedged,0.48368135812242996,0.07653061224489796,1,0.0,113.44999694824219,291561345.0,ret_63d(-0.009) | close_vs_sma200(-0.006) | close_vs_sma50(-0.003)
CAH,183,2026-09-15,beta_hedged,0.4835528942714679,0.07142857142857142,1,0.0,232.64999389648438,348305837.0,vol_63d_rank(-0.011) | vol_63d(-0.007) | mkt_breadth(+0.002)
CHD,184,2026-09-15,beta_hedged,0.48154050146531996,0.0663265306122449,1,0.0,94.51000213623047,177605267.0,vol_63d_rank(-0.011) | vol_63d(-0.007) | mkt_breadth(+0.003)
APD,185,2026-09-15,beta_hedged,0.4814646857444676,0.061224489795918366,1,0.0,290.55999755859375,296591556.0,vol_63d(-0.010) | vol_63d_rank(-0.007) | vol_21d_rank(-0.002)
FAST,186,2026-09-15,beta_hedged,0.4806318429740783,0.05612244897959184,1,0.0,49.40999984741211,297817556.0,vol_63d_rank(-0.011) | vol_63d(-0.008) | mkt_breadth(+0.003)
MMM,187,2026-09-15,beta_hedged,0.4802635771096169,0.05102040816326531,1,0.0,164.6699981689453,471580631.0,vol_63d(-0.010) | vol_63d_rank(-0.008) | vol_21d_rank(-0.002)
OTIS,188,2026-09-15,beta_hedged,0.48008413502557823,0.04591836734693878,1,0.0,68.5,245702577.0,vol_63d_rank(-0.012) | vol_63d(-0.008) | mkt_breadth(+0.002)
MDLZ,189,2026-09-15,beta_hedged,0.4799170311725533,0.04081632653061224,1,0.0,62.099998474121094,454788245.0,vol_63d(-0.010) | vol_63d_rank(-0.008) | vol_10d(-0.002)
EW,190,2026-09-15,beta_hedged,0.4796143022296042,0.03571428571428571,1,0.0,85.73999786376953,249686560.0,vol_63d_rank(-0.011) | vol_63d(-0.009) | mkt_breadth(+0.001)
IEX,191,2026-09-15,beta_hedged,0.4795355545908801,0.030612244897959183,1,0.0,222.83999633789062,152558047.0,vol_63d_rank(-0.012) | vol_63d(-0.008) | vol_10d(-0.002)
WELL,192,2026-09-15,beta_hedged,0.47848710183155413,0.025510204081632654,1,0.0,232.75999450683594,582575709.0,vol_63d_rank(-0.012) | vol_63d(-0.008) | mkt_breadth(+0.003)
JNJ,193,2026-09-15,beta_hedged,0.4755921990988439,0.02040816326530612,1,0.0,267.20001220703125,1684008129.0,vol_63d(-0.012) | vol_63d_rank(-0.012) | vol_10d(-0.003)
PEP,194,2026-09-15,beta_hedged,0.4747219203850372,0.015306122448979591,1,0.0,135.5,1038081449.0,vol_63d_rank(-0.011) | vol_63d(-0.009) | mkt_dispersion(-0.003)
VLTO,195,2026-09-15,beta_hedged,0.47431451069953234,0.01020408163265306,1,0.0,95.4800033569336,145335328.0,vol_63d_rank(-0.012) | vol_63d(-0.011) | vol_10d(-0.003)
PLD,196,2026-09-15,beta_hedged,0.47376524804754233,0.00510204081632653,1,0.0,135.83999633789062,421623570.0,vol_63d_rank(-0.013) | vol_63d(-0.009) | mkt_breadth(+0.003)
