ticker,rank,asof,variant,score,pct_rank,quintile,target_weight_new_tranche,last_adj_close,adv20_dollars,drivers
SMCI,1,2026-09-14,beta_hedged,0.603045067898875,1.0,5,0.005,36.7400016784668,1527944930.0,vol_10d(+0.028) | vol_63d(+0.025) | mkt_dispersion(+0.014)
PPG,139,2026-09-14,beta_hedged,0.49612480507781026,0.29591836734693877,2,0.0,105.25,152394616.0,vol_63d(-0.005) | close_vs_sma200(-0.003) | vol_63d_rank(+0.003)
ORLY,140,2026-09-14,beta_hedged,0.49603211048664547,0.29081632653061223,2,0.0,87.22000122070312,448900433.0,vol_63d(-0.005) | vol_63d_rank(+0.004) | close_vs_sma200(-0.002)
DECK,141,2026-09-14,beta_hedged,0.4957280302330689,0.2857142857142857,2,0.0,80.54000091552734,240040430.0,vol_63d(-0.004) | vol_63d_rank(+0.004) | close_vs_sma200(-0.004)
ABBV,142,2026-09-14,beta_hedged,0.4956441003046537,0.28061224489795916,2,0.0,261.7699890136719,1120211783.0,vol_63d(-0.008) | vol_10d(-0.002) | vol_63d_rank(-0.001)
NKE,143,2026-09-14,beta_hedged,0.4956331273376124,0.2755102040816326,2,0.0,37.04999923706055,1125821112.0,vol_63d(-0.005) | close_vs_sma200(-0.004) | vol_63d_rank(+0.004)
BSX,144,2026-09-14,beta_hedged,0.49515377527249066,0.27040816326530615,2,0.0,45.04999923706055,978344221.0,vol_63d(-0.005) | close_vs_sma200(-0.005) | vol_63d_rank(+0.004)
UPS,145,2026-09-14,beta_hedged,0.49489513323199574,0.2653061224489796,2,0.0,102.45999908447266,404927365.0,vol_63d(-0.006) | close_vs_sma200(-0.002) | vol_63d_rank(+0.002)
ROL,146,2026-09-14,beta_hedged,0.49430596263260185,0.2602040816326531,2,0.0,35.310001373291016,153771725.0,close_vs_sma200(-0.005) | vol_63d(-0.005) | vol_63d_rank(+0.003)
STE,147,2026-09-14,beta_hedged,0.49429629258626023,0.25510204081632654,2,0.0,213.66000366210938,147918128.0,vol_63d(-0.007) | close_vs_sma200(-0.003) | vol_10d(-0.001)
DD,148,2026-09-14,beta_hedged,0.4917024224590687,0.25,2,0.0,124.29000091552734,160078283.0,vol_63d_rank(-0.008) | vol_63d(-0.005) | ret_21d_rank(+0.004)
WAT,149,2026-09-14,beta_hedged,0.49153387494850836,0.24489795918367346,2,0.0,410.010009765625,302928471.0,vol_63d(-0.009) | vol_63d_rank(-0.005) | close_vs_sma200(+0.002)
XYL,150,2026-09-14,beta_hedged,0.4879559222263096,0.23979591836734693,2,0.0,107.48999786376953,241561765.0,vol_63d(-0.008) | vol_63d_rank(-0.005) | ret_21d_rank(+0.002)
ALB,151,2026-09-14,beta_hedged,0.487487659085911,0.23469387755102042,2,0.0,115.02999877929688,295420491.0,ret_63d(-0.010) | close_vs_sma200(-0.005) | vol_21d(-0.004)
TMO,152,2026-09-14,beta_hedged,0.4864975594431695,0.22959183673469388,2,0.0,613.6199951171875,1028953970.0,vol_63d(-0.009) | vol_63d_rank(-0.004) | vol_10d(-0.002)
A,153,2026-09-14,beta_hedged,0.4861235490844958,0.22448979591836735,2,0.0,146.8000030517578,362022133.0,vol_63d(-0.010) | vol_63d_rank(-0.005) | vol_10d(-0.002)
NSC,154,2026-09-14,beta_hedged,0.4860514645216199,0.2193877551020408,2,0.0,320.04998779296875,379550697.0,vol_63d_rank(-0.008) | vol_63d(-0.003) | mkt_dispersion(-0.002)
GILD,155,2026-09-14,beta_hedged,0.4858365939758031,0.21428571428571427,2,0.0,146.41000366210938,771518228.0,vol_63d(-0.010) | vol_63d_rank(-0.006) | vol_10d(-0.002)
TJX,156,2026-09-14,beta_hedged,0.48581737335182695,0.20918367346938777,2,0.0,125.98999786376953,1113098335.0,vol_63d_rank(-0.009) | vol_63d(-0.008) | mkt_dispersion(-0.005)
EXPD,157,2026-09-14,beta_hedged,0.4854954767157042,0.20408163265306123,2,0.0,193.61000061035156,141341311.0,vol_63d_rank(-0.013) | vol_63d(-0.009) | close_vs_sma200(+0.005)
RSG,158,2026-09-14,beta_hedged,0.48529193937738935,0.1989795918367347,1,0.0,225.85000610351562,330214485.0,vol_63d_rank(-0.007) | mkt_dispersion(-0.002) | vol_63d(-0.002)
ITW,159,2026-09-14,beta_hedged,0.48517526056165755,0.19387755102040816,1,0.0,269.0400085449219,296802962.0,vol_63d_rank(-0.007) | vol_63d(-0.003) | mkt_dispersion(-0.002)
CSX,160,2026-09-14,beta_hedged,0.4849567779256741,0.18877551020408162,1,0.0,48.90999984741211,449284546.0,vol_63d_rank(-0.008) | vol_63d(-0.004) | mkt_dispersion(-0.002)
ADM,161,2026-09-14,beta_hedged,0.48468838053475305,0.1836734693877551,1,0.0,86.44000244140625,297691922.0,vol_63d(-0.012) | vol_63d_rank(-0.011) | close_vs_sma200(+0.006)
AVY,162,2026-09-14,beta_hedged,0.4846514590291508,0.17857142857142858,1,0.0,170.9199981689453,191498225.0,vol_63d(-0.009) | vol_63d_rank(-0.006) | vol_10d(-0.002)
CL,163,2026-09-14,beta_hedged,0.48454735229852464,0.17346938775510204,1,0.0,87.88999938964844,381989731.0,vol_63d_rank(-0.008) | vol_63d(-0.003) | mkt_dispersion(-0.002)
WM,164,2026-09-14,beta_hedged,0.4844582902227468,0.1683673469387755,1,0.0,218.08999633789062,466356401.0,vol_63d_rank(-0.007) | vol_63d(-0.002) | mkt_dispersion(-0.002)
WSM,165,2026-09-14,beta_hedged,0.4844120820587808,0.16326530612244897,1,0.0,229.42999267578125,272201170.0,vol_63d(-0.008) | vol_63d_rank(-0.004) | mkt_dispersion(-0.002)
LH,166,2026-09-14,beta_hedged,0.4839026186323166,0.15816326530612246,1,0.0,315.30999755859375,239192068.0,vol_63d(-0.010) | vol_63d_rank(-0.008) | vol_10d(-0.001)
DOV,167,2026-09-14,beta_hedged,0.4834728541218012,0.15306122448979592,1,0.0,189.14999389648438,223206189.0,vol_63d(-0.009) | vol_63d_rank(-0.004) | close_vs_sma200(-0.002)
ECL,168,2026-09-14,beta_hedged,0.4833611899296595,0.14795918367346939,1,0.0,275.510009765625,412485915.0,vol_63d_rank(-0.008) | vol_63d(-0.003) | mkt_dispersion(-0.002)
KMB,169,2026-09-14,beta_hedged,0.4833147253069676,0.14285714285714285,1,0.0,99.08999633789062,411454480.0,vol_63d(-0.009) | vol_63d_rank(-0.006) | mkt_dispersion(-0.003)
MDT,170,2026-09-14,beta_hedged,0.482241392786303,0.1377551020408163,1,0.0,93.80000305175781,730877403.0,vol_63d(-0.011) | vol_63d_rank(-0.007) | mkt_dispersion(-0.002)
MAA,171,2026-09-14,beta_hedged,0.48219584572617924,0.1326530612244898,1,0.0,125.5999984741211,107084166.0,vol_63d_rank(-0.010) | vol_63d(-0.003) | close_vs_sma200(-0.002)
PG,172,2026-09-14,beta_hedged,0.48214983238142484,0.12755102040816327,1,0.0,146.1300048828125,1353974873.0,vol_63d_rank(-0.008) | mkt_dispersion(-0.003) | vol_63d(-0.002)
CPT,173,2026-09-14,beta_hedged,0.48194359264584863,0.12244897959183673,1,0.0,103.83000183105469,93603237.0,vol_63d_rank(-0.010) | vol_63d(-0.003) | close_vs_sma200(-0.002)
LIN,174,2026-09-14,beta_hedged,0.48165603523063444,0.11734693877551021,1,0.0,464.4100036621094,927574532.0,vol_63d_rank(-0.008) | vol_63d(-0.003) | mkt_dispersion(-0.003)
FAST,175,2026-09-14,beta_hedged,0.48128855071169596,0.11224489795918367,1,0.0,49.439998626708984,294080489.0,vol_63d_rank(-0.010) | vol_63d(-0.006) | mkt_dispersion(-0.002)
CTAS,176,2026-09-14,beta_hedged,0.48090196188915457,0.10714285714285714,1,0.0,200.82000732421875,353357596.0,vol_63d(-0.010) | vol_63d_rank(-0.007) | mkt_dispersion(-0.002)
LOW,177,2026-09-14,beta_hedged,0.48086902068489495,0.10204081632653061,1,0.0,198.1699981689453,660882875.0,vol_63d(-0.009) | vol_63d_rank(-0.005) | close_vs_sma200(-0.003)
HSY,178,2026-09-14,beta_hedged,0.48074864501948195,0.09693877551020408,1,0.0,173.67999267578125,206609364.0,vol_63d(-0.010) | vol_63d_rank(-0.006) | close_vs_sma200(-0.002)
ROST,179,2026-09-14,beta_hedged,0.4805619408994805,0.09183673469387756,1,0.0,230.0399932861328,638575394.0,vol_63d(-0.009) | vol_63d_rank(-0.006) | mkt_dispersion(-0.002)
MMM,180,2026-09-14,beta_hedged,0.48048715924485275,0.08673469387755102,1,0.0,162.02000427246094,471422958.0,vol_63d(-0.011) | vol_63d_rank(-0.010) | ret_21d_rank(+0.005)
CHD,181,2026-09-14,beta_hedged,0.4803325139038405,0.08163265306122448,1,0.0,94.58000183105469,175862414.0,vol_63d_rank(-0.010) | vol_63d(-0.006) | close_vs_sma200(-0.002)
HD,182,2026-09-14,beta_hedged,0.48001506025556057,0.07653061224489796,1,0.0,310.8699951171875,1277935177.0,vol_63d(-0.009) | vol_63d_rank(-0.006) | mkt_dispersion(-0.003)
COR,183,2026-09-14,beta_hedged,0.4799903424836363,0.07142857142857142,1,0.0,326.2300109863281,375999225.0,vol_63d(-0.010) | vol_63d_rank(-0.007) | mkt_dispersion(-0.002)
OTIS,184,2026-09-14,beta_hedged,0.47970395670577465,0.0663265306122449,1,0.0,70.18000030517578,240791074.0,vol_63d_rank(-0.010) | vol_63d(-0.006) | vol_10d(-0.002)
KVUE,185,2026-09-14,beta_hedged,0.47966487009859754,0.061224489795918366,1,0.0,17.90999984741211,453238116.0,vol_63d_rank(-0.010) | vol_63d(-0.006) | mkt_dispersion(-0.002)
CAH,186,2026-09-14,beta_hedged,0.4796402479609611,0.05612244897959184,1,0.0,234.88999938964844,342720292.0,vol_63d_rank(-0.010) | vol_63d(-0.006) | mkt_dispersion(-0.002)
PLD,187,2026-09-14,beta_hedged,0.4788601245206107,0.05102040816326531,1,0.0,135.19000244140625,408322955.0,vol_63d_rank(-0.010) | vol_63d(-0.006) | mkt_dispersion(-0.003)
PEP,188,2026-09-14,beta_hedged,0.4778728572311475,0.04591836734693878,1,0.0,136.33999633789062,991919555.0,vol_63d_rank(-0.010) | vol_63d(-0.006) | mkt_dispersion(-0.003)
UNP,189,2026-09-14,beta_hedged,0.47681977798624703,0.04081632653061224,1,0.0,285.0799865722656,697185706.0,vol_63d_rank(-0.010) | vol_63d(-0.007) | mkt_dispersion(-0.003)
WELL,190,2026-09-14,beta_hedged,0.47681243166927206,0.03571428571428571,1,0.0,234.2100067138672,586122130.0,vol_63d_rank(-0.010) | vol_63d(-0.007) | mkt_dispersion(-0.003)
EW,191,2026-09-14,beta_hedged,0.4751895888341419,0.030612244897959183,1,0.0,85.5199966430664,249992215.0,vol_63d_rank(-0.011) | vol_63d(-0.009) | mkt_dispersion(-0.003)
MDLZ,192,2026-09-14,beta_hedged,0.4747581422675917,0.025510204081632654,1,0.0,62.38999938964844,447389402.0,vol_63d(-0.011) | vol_63d_rank(-0.009) | mkt_dispersion(-0.003)
APD,193,2026-09-14,beta_hedged,0.4734242484325703,0.02040816326530612,1,0.0,287.1300048828125,298197250.0,vol_63d(-0.012) | vol_63d_rank(-0.009) | mkt_dispersion(-0.003)
XOM,194,2026-09-14,beta_hedged,0.47311664642574125,0.015306122448979591,1,0.0,165.0800018310547,2251121797.0,vol_63d(-0.013) | vol_63d_rank(-0.012) | mkt_dispersion(-0.003)
VLTO,195,2026-09-14,beta_hedged,0.46739352413461016,0.01020408163265306,1,0.0,96.30000305175781,144480291.0,vol_63d_rank(-0.014) | vol_63d(-0.014) | mkt_dispersion(-0.002)
JNJ,196,2026-09-14,beta_hedged,0.46722073646839607,0.00510204081632653,1,0.0,266.32000732421875,1685942402.0,vol_63d_rank(-0.014) | vol_63d(-0.014) | mkt_dispersion(-0.004)
