ticker,rank,asof,variant,score,pct_rank,quintile,target_weight_new_tranche,last_adj_close,adv20_dollars,drivers
TTD,1,2026-08-20,beta_hedged,0.5616878618264178,1.0,5,0.005128205128205128,13.319999694824219,488586656.0,atr_pct(+0.020) | vol_10d(+0.014) | mkt_dispersion(-0.007)
ORCL,2,2026-08-20,beta_hedged,0.5429985792013179,0.9948453608247423,5,0.005128205128205128,142.07000732421875,4268146872.0,vol_63d(+0.016) | ret_63d(+0.006) | vol_21d(+0.004)
AKAM,3,2026-08-20,beta_hedged,0.5333229486111867,0.9896907216494846,5,0.005128205128205128,110.08999633789062,424382282.0,vol_10d(+0.012) | vol_63d(+0.009) | mkt_dispersion(-0.007)
MNST,4,2026-08-20,beta_hedged,0.5299945948467953,0.9845360824742269,5,0.005128205128205128,47.4900016784668,526036441.0,atr_pct(+0.022) | vol_10d(+0.016) | ret_21d_rank(-0.015)
CIEN,5,2026-08-20,beta_hedged,0.5258553223654928,0.979381443298969,5,0.005128205128205128,392.4800109863281,889382789.0,atr_pct(+0.013) | mkt_dispersion(-0.010) | vol_10d(+0.010)
FSLR,6,2026-08-20,beta_hedged,0.5229937221351603,0.9742268041237113,5,0.005128205128205128,214.05999755859375,605231235.0,atr_pct(+0.015) | vol_63d(+0.013) | mkt_dispersion(-0.008)
IT,7,2026-08-20,beta_hedged,0.5178912835526628,0.9690721649484536,5,0.005128205128205128,193.67999267578125,282384378.0,vol_63d(+0.011) | mkt_dispersion(-0.008) | vol_21d(+0.007)
TER,8,2026-08-20,beta_hedged,0.5178222660916113,0.9639175257731959,5,0.005128205128205128,383.1499938964844,1342196929.0,vol_10d(+0.016) | mkt_dispersion(-0.012) | atr_pct(+0.010)
ROL,9,2026-08-20,beta_hedged,0.5169342598612389,0.9587628865979382,5,0.005128205128205128,36.380001068115234,240847169.0,ret_63d(+0.006) | mkt_dispersion(+0.006) | vol_63d(-0.003)
NOW,10,2026-08-20,beta_hedged,0.5145899158169849,0.9536082474226805,5,0.005128205128205128,129.75,2730423130.0,vol_63d(+0.013) | mkt_dispersion(-0.010) | close_vs_sma50(+0.006)
ITW,11,2026-08-20,beta_hedged,0.5142829224707829,0.9484536082474226,5,0.005128205128205128,282.739990234375,383015057.0,mkt_dispersion(+0.009) | amihud(+0.002) | vol_63d(-0.002)
ZBRA,12,2026-08-20,beta_hedged,0.5142618854286324,0.9432989690721649,5,0.005128205128205128,360.5199890136719,308297912.0,vol_63d(+0.013) | mkt_dispersion(-0.010) | vol_21d(+0.008)
NXPI,13,2026-08-20,beta_hedged,0.5141917452298109,0.9381443298969072,5,0.005128205128205128,222.97000122070312,1102779431.0,ret_63d(+0.007) | mkt_dispersion(-0.007) | vol_63d(+0.007)
SNPS,14,2026-08-20,beta_hedged,0.5128577470912087,0.9329896907216495,5,0.005128205128205128,397.9200134277344,649971464.0,ret_63d(+0.007) | vol_63d(-0.004) | vol_63d_rank(+0.003)
STX,15,2026-08-20,beta_hedged,0.5125081577441469,0.9278350515463918,5,0.005128205128205128,850.239990234375,4617014222.0,atr_pct(+0.022) | vol_10d(+0.018) | mkt_dispersion(-0.014)
SMCI,16,2026-08-20,beta_hedged,0.51203510200475,0.9226804123711341,5,0.005128205128205128,36.5,1922395571.0,mkt_dispersion(-0.009) | vol_63d(+0.008) | vol_10d(+0.008)
CTSH,17,2026-08-20,beta_hedged,0.5117202826490863,0.9175257731958762,5,0.005128205128205128,60.91999816894531,534125341.0,vol_63d(+0.011) | mkt_dispersion(-0.009) | close_vs_sma50(+0.006)
TSLA,18,2026-08-20,beta_hedged,0.5116202763572842,0.9123711340206185,5,0.005128205128205128,345.1300048828125,12753968878.0,ret_63d(+0.007) | vol_63d(+0.004) | vol_63d_rank(+0.004)
LIN,19,2026-08-20,beta_hedged,0.5114502486318342,0.9072164948453608,5,0.005128205128205128,481.2900085449219,1092868950.0,mkt_dispersion(+0.011) | vol_63d(-0.004) | amihud(+0.002)
COHR,20,2026-08-20,beta_hedged,0.5112252518149696,0.9020618556701031,5,0.005128205128205128,290.0299987792969,2375095276.0,vol_10d(+0.015) | mkt_dispersion(-0.012) | atr_pct(+0.011)
ISRG,21,2026-08-20,beta_hedged,0.5108970947292246,0.8969072164948454,5,0.005128205128205128,374.4800109863281,1166946129.0,ret_63d(+0.006) | vol_21d(-0.004) | vol_63d_rank(+0.003)
COP,22,2026-08-20,beta_hedged,0.5107903333430646,0.8917525773195877,5,0.005128205128205128,134.88999938964844,818568792.0,close_vs_sma200(+0.007) | vol_63d(-0.003) | sharpe_mom_63(+0.002)
PNR,23,2026-08-20,beta_hedged,0.5103606398498496,0.8865979381443299,5,0.005128205128205128,63.779998779296875,193812941.0,vol_21d(-0.004) | vol_63d_rank(+0.004) | vol_63d(+0.003)
WM,24,2026-08-20,beta_hedged,0.5092174418461339,0.8814432989690721,5,0.005128205128205128,224.9199981689453,456811384.0,mkt_dispersion(+0.012) | vol_63d(-0.005) | ret_21d_rank(+0.002)
TJX,25,2026-08-20,beta_hedged,0.5085132905034063,0.8762886597938144,5,0.005128205128205128,140.69000244140625,848398780.0,mkt_dispersion(+0.009) | vol_63d(-0.005) | ret_21d_rank(+0.004)
BLDR,26,2026-08-20,beta_hedged,0.5084526493088324,0.8711340206185567,5,0.005128205128205128,70.31999969482422,158444068.0,mkt_dispersion(-0.014) | vol_63d(+0.012) | vol_10d(+0.010)
