ticker,rank,asof,variant,score,pct_rank,quintile,target_weight_new_tranche,last_adj_close,adv20_dollars,drivers
SHW,69,2026-08-26,beta_hedged,0.5028563685316737,0.643979057591623,4,0.0,348.6600036621094,632077605.0,vol_63d(-0.005) | vol_63d_rank(+0.004) | close_vs_sma200(-0.002)
ALLE,70,2026-08-26,beta_hedged,0.5027995405882228,0.6387434554973822,4,0.0,160.27999877929688,179800759.0,vol_63d(-0.005) | close_vs_sma50(+0.002) | vol_21d(+0.002)
EQIX,71,2026-08-26,beta_hedged,0.5026889995537434,0.6335078534031413,4,0.0,1079.6099853515625,737031721.0,close_vs_sma200(+0.008) | vol_63d(-0.004) | vol_21d(-0.003)
JCI,72,2026-08-26,beta_hedged,0.5020998543487338,0.6282722513089005,4,0.0,144.3300018310547,517032070.0,vol_63d_rank(+0.005) | vol_63d(-0.005) | close_vs_sma200(-0.002)
TRMB,73,2026-08-26,beta_hedged,0.5017532794215102,0.6230366492146597,4,0.0,59.68000030517578,163056558.0,vol_63d(-0.005) | vol_63d_rank(+0.005) | close_vs_sma200(-0.003)
ALGN,74,2026-08-26,beta_hedged,0.5017321614697577,0.6178010471204188,4,0.0,159.13999938964844,161382342.0,vol_21d(-0.005) | vol_63d(+0.004) | bb_position(+0.003)
PPG,75,2026-08-26,beta_hedged,0.5015865495064759,0.612565445026178,4,0.0,114.41999816894531,187064192.0,vol_63d(-0.004) | amihud(+0.003) | vol_21d(+0.002)
CARR,76,2026-08-26,beta_hedged,0.5015535824557055,0.6073298429319371,4,0.0,58.7400016784668,380663190.0,vol_63d_rank(+0.004) | vol_63d(-0.003) | close_vs_sma200(-0.002)
ADSK,77,2026-08-26,beta_hedged,0.5014132345411314,0.6020942408376964,4,0.0,254.77000427246094,439376292.0,close_vs_sma50(+0.005) | vol_63d_rank(+0.003) | ret_63d(-0.003)
CRWD,78,2026-08-26,beta_hedged,0.5013289996683996,0.5968586387434555,3,0.0,189.17999267578125,1564770101.0,vol_63d(+0.008) | mkt_dispersion(-0.005) | vol_63d_rank(-0.004)
VRSN,79,2026-08-26,beta_hedged,0.5011921073412878,0.5916230366492147,3,0.0,292.989990234375,222291957.0,vol_63d_rank(+0.004) | vol_63d(-0.003) | amihud(+0.003)
GILD,80,2026-08-26,beta_hedged,0.5002514380703461,0.5863874345549738,3,0.0,148.08999633789062,913530313.0,vol_63d(-0.006) | close_vs_sma50(+0.006) | vol_63d_rank(-0.002)
CLX,81,2026-08-26,beta_hedged,0.5002009498107167,0.581151832460733,3,0.0,104.2300033569336,277432452.0,vol_63d_rank(+0.005) | vol_63d(-0.005) | close_vs_sma200(-0.003)
AKAM,82,2026-08-26,beta_hedged,0.5001745618508912,0.5759162303664922,3,0.0,108.05999755859375,412953921.0,vol_63d(+0.010) | close_vs_sma200(-0.004) | vol_63d_rank(+0.004)
IR,83,2026-08-26,beta_hedged,0.49978135931665396,0.5706806282722513,3,0.0,79.97000122070312,346847662.0,vol_63d(-0.004) | close_vs_sma200(-0.003) | ret_21d_rank(+0.002)
UBER,84,2026-08-26,beta_hedged,0.4997728975776341,0.5654450261780105,3,0.0,78.48999786376953,1426372497.0,vol_21d(-0.003) | vol_63d_rank(+0.003) | close_vs_sma200(-0.002)
SWKS,85,2026-08-26,beta_hedged,0.499537841332023,0.5602094240837696,3,0.0,66.62000274658203,367119350.0,vol_63d(+0.005) | vol_63d_rank(+0.004) | mkt_dispersion(-0.003)
NXPI,86,2026-08-26,beta_hedged,0.4995363709090483,0.5549738219895288,3,0.0,223.14999389648438,953757816.0,vol_63d(+0.005) | bb_position(+0.005) | vol_21d(-0.004)
LH,87,2026-08-26,beta_hedged,0.499514509539888,0.5497382198952879,3,0.0,335.7200012207031,247102946.0,vol_63d_rank(-0.010) | vol_63d(-0.009) | close_vs_sma200(+0.008)
LRCX,88,2026-08-26,beta_hedged,0.4993310441077485,0.5445026178010471,3,0.0,312.8800048828125,2999324189.0,vol_63d(+0.006) | mkt_breadth(-0.004) | vol_63d_rank(-0.004)
ULTA,89,2026-08-26,beta_hedged,0.4993041558533764,0.5392670157068062,3,0.0,543.1900024414062,341772485.0,close_vs_sma50(+0.005) | vol_21d(-0.004) | vol_63d_rank(+0.004)
ODFL,90,2026-08-26,beta_hedged,0.4992886682477051,0.5340314136125655,3,0.0,199.42999267578125,359668898.0,vol_63d(-0.003) | vol_63d_rank(+0.003) | close_vs_sma200(-0.002)
BKR,91,2026-08-26,beta_hedged,0.49906229705663524,0.5287958115183246,3,0.0,62.0,432694316.0,vol_63d(-0.005) | vol_63d_rank(+0.003) | close_vs_sma200(-0.002)
EXPD,92,2026-08-26,beta_hedged,0.4990308830682461,0.5235602094240838,3,0.0,190.17999267578125,187808630.0,vol_63d_rank(-0.010) | vol_63d(-0.008) | close_vs_sma200(+0.006)
ITW,93,2026-08-26,beta_hedged,0.49882390296732854,0.518324607329843,3,0.0,285.510009765625,319885332.0,vol_63d_rank(-0.005) | mkt_dispersion(-0.003) | ret_21d_rank(+0.002)
CEG,94,2026-08-26,beta_hedged,0.498578134308159,0.5130890052356021,3,0.0,279.5199890136719,734654528.0,vol_63d_rank(+0.005) | vol_63d(-0.004) | close_vs_sma200(-0.003)
GEHC,95,2026-08-26,beta_hedged,0.4985285458227011,0.5078534031413613,3,0.0,73.30999755859375,272222832.0,vol_63d(-0.006) | vol_63d_rank(+0.004) | vol_21d(-0.004)
GNRC,96,2026-08-26,beta_hedged,0.4984566072801157,0.5026178010471204,3,0.0,206.6199951171875,231671994.0,vol_63d(+0.012) | vol_21d(-0.005) | mkt_dispersion(-0.005)
NKE,97,2026-08-26,beta_hedged,0.4979706970245434,0.4973821989528796,3,0.0,38.59000015258789,1025443783.0,vol_63d(-0.004) | close_vs_sma200(-0.003) | mkt_dispersion(-0.003)
AAPL,98,2026-08-26,beta_hedged,0.49792467218434117,0.49214659685863876,3,0.0,313.45001220703125,15913879958.0,vol_63d(-0.003) | ret_21d_rank(+0.003) | vol_63d_rank(+0.002)
TSCO,99,2026-08-26,beta_hedged,0.49788076352766314,0.4869109947643979,3,0.0,35.0099983215332,390131817.0,vol_63d(-0.006) | close_vs_sma200(-0.003) | close_vs_sma50(+0.003)
PKG,100,2026-08-26,beta_hedged,0.4978755976431397,0.4816753926701571,3,0.0,246.67999267578125,155428887.0,vol_21d(-0.005) | vol_63d(-0.005) | vol_63d_rank(+0.005)
ROST,101,2026-08-26,beta_hedged,0.49771014025466925,0.47643979057591623,3,0.0,236.27000427246094,667217332.0,vol_63d(-0.005) | ret_21d_rank(+0.003) | mkt_dispersion(-0.002)
SNPS,102,2026-08-26,beta_hedged,0.4975776040583549,0.4712041884816754,3,0.0,410.0,608111579.0,vol_63d_rank(+0.005) | vol_63d(-0.004) | close_vs_sma200(-0.003)
COO,103,2026-08-26,beta_hedged,0.49754511007657726,0.46596858638743455,3,0.0,72.68000030517578,131755945.0,vol_63d(-0.005) | close_vs_sma200(-0.003) | vol_10d(-0.002)
JBL,104,2026-08-26,beta_hedged,0.49751902332930614,0.4607329842931937,3,0.0,310.9100036621094,345951791.0,vol_63d(+0.005) | vol_21d(-0.005) | bb_position(+0.005)
CTAS,105,2026-08-26,beta_hedged,0.49742045132766877,0.45549738219895286,3,0.0,205.77999877929688,410847200.0,vol_63d(-0.005) | ret_21d_rank(+0.002) | vol_21d(+0.002)
XYL,106,2026-08-26,beta_hedged,0.49739253264990396,0.450261780104712,3,0.0,113.41999816894531,197926334.0,ret_21d_rank(+0.005) | vol_63d(-0.004) | close_vs_sma200(-0.002)
SLB,107,2026-08-26,beta_hedged,0.49729726523229845,0.44502617801047123,3,0.0,53.599998474121094,508101630.0,vol_63d_rank(+0.005) | vol_63d(-0.004) | close_vs_sma200(-0.002)
BSX,108,2026-08-26,beta_hedged,0.4970762620789579,0.4397905759162304,3,0.0,48.16999816894531,1020535058.0,vol_63d(-0.006) | vol_21d(-0.003) | vol_63d_rank(+0.003)
CPT,109,2026-08-26,beta_hedged,0.4970510513201067,0.43455497382198954,3,0.0,107.61000061035156,103559418.0,ret_21d_rank(+0.006) | vol_63d_rank(-0.004) | mkt_dispersion(-0.002)
SYK,110,2026-08-26,beta_hedged,0.49697844897230375,0.4293193717277487,3,0.0,329.6700134277344,807823777.0,vol_63d(-0.005) | vol_21d(-0.004) | vol_63d_rank(+0.004)
MKC,111,2026-08-26,beta_hedged,0.49691026734429605,0.42408376963350786,3,0.0,55.099998474121094,137408587.0,vol_63d(-0.006) | close_vs_sma200(-0.003) | vol_21d(+0.002)
