ticker,rank,asof,variant,score,pct_rank,quintile,target_weight_new_tranche,last_adj_close,adv20_dollars,drivers
MNST,1,2026-08-21,beta_hedged,0.5640069531790209,1.0,5,0.005128205128205128,47.790000915527344,529622655.0,atr_pct(+0.023) | vol_63d(+0.013) | vol_10d(+0.011)
TTD,2,2026-08-21,beta_hedged,0.5476371542945511,0.9948453608247423,5,0.005128205128205128,13.180000305175781,483642322.0,atr_pct(+0.022) | vol_63d(+0.011) | ret_63d(+0.007)
CIEN,3,2026-08-21,beta_hedged,0.5463991189565269,0.9896907216494846,5,0.005128205128205128,395.7900085449219,881145331.0,vol_10d(+0.015) | atr_pct(+0.014) | vol_63d(+0.014)
FSLR,4,2026-08-21,beta_hedged,0.5310498784954806,0.9845360824742269,5,0.005128205128205128,214.27999877929688,607737595.0,vol_63d(+0.018) | atr_pct(+0.012) | ret_10d(+0.006)
ORCL,5,2026-08-21,beta_hedged,0.5286875552939325,0.979381443298969,5,0.005128205128205128,146.47000122070312,4190543860.0,vol_63d(+0.014) | ret_63d(+0.006) | sharpe_mom_63(+0.003)
COHR,6,2026-08-21,beta_hedged,0.5266189192049103,0.9742268041237113,5,0.005128205128205128,289.5199890136719,2402619963.0,atr_pct(+0.016) | vol_10d(+0.015) | vol_21d_rank(-0.007)
CTSH,7,2026-08-21,beta_hedged,0.5247603281094145,0.9690721649484536,5,0.005128205128205128,61.869998931884766,531119737.0,vol_63d(+0.013) | close_vs_sma50(+0.007) | vol_63d_rank(+0.005)
IT,8,2026-08-21,beta_hedged,0.5239274190691109,0.9639175257731959,5,0.005128205128205128,195.89999389648438,281671814.0,vol_63d(+0.011) | close_vs_sma50(+0.007) | mkt_dispersion(-0.007)
ACN,9,2026-08-21,beta_hedged,0.5210986728581002,0.9587628865979382,5,0.005128205128205128,185.27999877929688,1113101039.0,vol_63d(+0.013) | close_vs_sma50(+0.008) | ret_21d(+0.004)
NXPI,10,2026-08-21,beta_hedged,0.5210344433165343,0.9536082474226805,5,0.005128205128205128,225.55999755859375,1069280287.0,vol_63d(+0.010) | ret_63d(+0.008) | ret_21d_rank(-0.004)
NOW,11,2026-08-21,beta_hedged,0.5208817065547243,0.9484536082474226,5,0.005128205128205128,128.47999572753906,2615156445.0,vol_63d(+0.014) | mkt_dispersion(-0.007) | close_vs_sma50(+0.006)
STX,12,2026-08-21,beta_hedged,0.5207768838384093,0.9432989690721649,5,0.005128205128205128,850.0,4546508286.0,atr_pct(+0.018) | vol_10d(+0.017) | mkt_dispersion(-0.008)
AKAM,13,2026-08-21,beta_hedged,0.5190760661016323,0.9381443298969072,5,0.005128205128205128,110.41999816894531,416883353.0,vol_63d(+0.010) | ret_63d(+0.006) | sharpe_mom_63(+0.003)
GDDY,14,2026-08-21,beta_hedged,0.5184428977192859,0.9329896907216495,5,0.005128205128205128,97.06999969482422,208645203.0,vol_63d(+0.013) | vol_21d(+0.011) | mkt_dispersion(-0.009)
SMCI,15,2026-08-21,beta_hedged,0.5183653667499843,0.9278350515463918,5,0.005128205128205128,37.2400016784668,1880602929.0,vol_63d(+0.012) | vol_10d(+0.010) | mkt_dispersion(-0.007)
PTC,16,2026-08-21,beta_hedged,0.5180779295548481,0.9226804123711341,5,0.005128205128205128,154.67999267578125,206372074.0,vol_63d(+0.007) | close_vs_sma50(+0.007) | sharpe_mom_21(+0.003)
CHRW,17,2026-08-21,beta_hedged,0.517324698803198,0.9175257731958762,5,0.005128205128205128,141.6300048828125,367012200.0,ret_63d(+0.008) | ret_21d_rank(-0.006) | vol_63d(+0.005)
ANET,18,2026-08-21,beta_hedged,0.5172094745721855,0.9123711340206185,5,0.005128205128205128,188.64999389648438,1504320012.0,vol_63d(+0.015) | mkt_dispersion(-0.010) | mkt_breadth(-0.005)
MPWR,19,2026-08-21,beta_hedged,0.5162387989895368,0.9072164948453608,5,0.005128205128205128,1316.280029296875,1260514967.0,atr_pct(+0.012) | vol_63d(+0.006) | ret_63d(+0.005)
WM,20,2026-08-21,beta_hedged,0.5152373080088753,0.9020618556701031,5,0.005128205128205128,224.05999755859375,459099968.0,mkt_dispersion(+0.011) | vol_63d(-0.004) | vol_10d(+0.003)
ROL,21,2026-08-21,beta_hedged,0.5148695437047457,0.8969072164948454,5,0.005128205128205128,36.90999984741211,211840899.0,mkt_dispersion(+0.007) | ret_63d(+0.006) | vol_63d(-0.003)
SNPS,22,2026-08-21,beta_hedged,0.5141431763503361,0.8917525773195877,5,0.005128205128205128,397.8699951171875,631467867.0,ret_63d(+0.007) | mkt_dispersion(+0.003) | vol_63d(-0.003)
TER,23,2026-08-21,beta_hedged,0.5136059483568275,0.8865979381443299,5,0.005128205128205128,375.739990234375,1341331658.0,vol_10d(+0.017) | atr_pct(+0.009) | mkt_dispersion(-0.008)
RSG,24,2026-08-21,beta_hedged,0.5134127892100192,0.8814432989690721,5,0.005128205128205128,220.6699981689453,306335576.0,mkt_dispersion(+0.009) | vol_63d_rank(+0.002) | amihud(+0.001)
CRM,25,2026-08-21,beta_hedged,0.512614754982127,0.8762886597938144,5,0.005128205128205128,209.1699981689453,2445719643.0,close_vs_sma50(+0.007) | vol_63d(+0.007) | mkt_dispersion(-0.006)
ALB,26,2026-08-21,beta_hedged,0.5121263642961823,0.8711340206185567,5,0.005128205128205128,143.25,280374185.0,ret_63d(+0.005) | mkt_breadth(+0.003) | vol_63d(+0.003)
DASH,27,2026-08-21,beta_hedged,0.5117249274883953,0.865979381443299,5,0.005128205128205128,223.49000549316406,934763909.0,vol_63d(+0.006) | close_vs_sma50(+0.005) | mkt_dispersion(-0.004)
TJX,28,2026-08-21,beta_hedged,0.5115557136538786,0.8608247422680413,5,0.005128205128205128,140.52999877929688,909506716.0,mkt_dispersion(+0.010) | ret_21d_rank(+0.005) | vol_63d(-0.004)
LIN,29,2026-08-21,beta_hedged,0.5114509913047476,0.8556701030927835,5,0.005128205128205128,487.57000732421875,1090677931.0,mkt_dispersion(+0.010) | vol_63d_rank(+0.002) | vol_63d(-0.002)
WDAY,30,2026-08-21,beta_hedged,0.5113714204696943,0.8505154639175257,5,0.005128205128205128,200.00999450683594,938058393.0,vol_63d(+0.013) | vol_10d(+0.008) | mkt_dispersion(-0.006)
TPR,31,2026-08-21,beta_hedged,0.5111862172675447,0.845360824742268,5,0.005128205128205128,130.1699981689453,435328341.0,vol_10d(+0.008) | vol_63d(+0.005) | mkt_dispersion(-0.003)
ITW,32,2026-08-21,beta_hedged,0.5110849229902535,0.8402061855670103,5,0.005128205128205128,282.2900085449219,376696671.0,mkt_dispersion(+0.007) | vol_10d(+0.003) | vol_63d(-0.001)
CDW,33,2026-08-21,beta_hedged,0.5088790716977613,0.8350515463917526,5,0.005128205128205128,137.25,267894064.0,vol_63d(+0.009) | mkt_dispersion(-0.004) | atr_pct(+0.004)
