ticker,rank,asof,variant,score,pct_rank,quintile,target_weight_new_tranche,last_adj_close,adv20_dollars,drivers
PANW,1,2026-09-09,beta_hedged,0.6051006678044796,1.0,5,0.005,335.1000061035156,2222009053.0,vol_63d(+0.027) | vol_10d(+0.025) | mkt_dispersion(+0.012)
NOW,2,2026-09-09,beta_hedged,0.5870519184290802,0.9948717948717949,5,0.005,131.11000061035156,2315498203.0,vol_63d(+0.029) | vol_10d(+0.024) | mkt_dispersion(+0.011)
CIEN,3,2026-09-09,beta_hedged,0.5692712855063966,0.9897435897435898,5,0.005,338.0,924134476.0,vol_63d(+0.024) | vol_10d(+0.020) | mkt_dispersion(+0.012)
CRM,4,2026-09-09,beta_hedged,0.5660560505051276,0.9846153846153847,5,0.005,244.16000366210938,3891231892.0,vol_63d(+0.025) | vol_10d(+0.022) | mkt_dispersion(+0.010)
CRWD,5,2026-09-09,beta_hedged,0.5603761761595356,0.9794871794871794,5,0.005,207.8000030517578,2186391792.0,vol_63d(+0.030) | vol_10d(+0.021) | mkt_dispersion(+0.013)
LULU,6,2026-09-09,beta_hedged,0.5557184667105868,0.9743589743589743,5,0.005,99.72000122070312,732377501.0,vol_63d(+0.026) | vol_10d(+0.018) | mkt_dispersion(+0.007)
VRT,7,2026-09-09,beta_hedged,0.5501422623754583,0.9692307692307692,5,0.005,262.8900146484375,1104684472.0,vol_63d(+0.022) | vol_10d(+0.016) | mkt_dispersion(+0.014)
CTSH,8,2026-09-09,beta_hedged,0.5469593425336329,0.9641025641025641,5,0.005,58.20000076293945,388769876.0,vol_63d(+0.023) | vol_63d_rank(+0.007) | mkt_dispersion(+0.007)
FTNT,9,2026-09-09,beta_hedged,0.5394278346981484,0.958974358974359,5,0.005,157.22000122070312,679170254.0,vol_10d(+0.012) | close_vs_sma200(+0.009) | mkt_dispersion(+0.004)
ANET,10,2026-09-09,beta_hedged,0.5356355550261459,0.9538461538461539,5,0.005,192.92999267578125,1110494533.0,vol_63d(+0.018) | mkt_dispersion(+0.006) | vol_63d_rank(+0.006)
FCX,11,2026-09-09,beta_hedged,0.5349368571066854,0.9487179487179487,5,0.005,76.2300033569336,1048555552.0,vol_63d(+0.010) | close_vs_sma200(+0.006) | vol_63d_rank(+0.004)
GDDY,12,2026-09-09,beta_hedged,0.5328929066708298,0.9435897435897436,5,0.005,93.5999984741211,177346830.0,vol_63d(+0.020) | mkt_dispersion(+0.006) | vol_10d(-0.005)
EXPE,13,2026-09-09,beta_hedged,0.5326846033874371,0.9384615384615385,5,0.005,272.6000061035156,479283334.0,vol_63d(+0.010) | vol_63d_rank(+0.006) | ret_63d(+0.005)
DASH,14,2026-09-09,beta_hedged,0.5307409587981026,0.9333333333333333,5,0.005,197.2449951171875,886401186.0,vol_63d(+0.012) | mkt_dispersion(+0.005) | ret_5d(+0.003)
NEM,15,2026-09-09,beta_hedged,0.5303902070093122,0.9282051282051282,5,0.005,128.7100067138672,1017156593.0,vol_63d(+0.007) | close_vs_sma200(+0.006) | mkt_dispersion(+0.004)
DXCM,16,2026-09-09,beta_hedged,0.5272859437271991,0.9230769230769231,5,0.005,83.87999725341797,366635771.0,close_vs_sma200(+0.006) | vol_63d(+0.005) | mkt_dispersion(+0.004)
EPAM,17,2026-09-09,beta_hedged,0.5269292883009783,0.9179487179487179,5,0.005,114.68000030517578,130207454.0,vol_63d(+0.021) | mkt_dispersion(+0.005) | mkt_breadth(-0.004)
WDAY,18,2026-09-09,beta_hedged,0.5268659861980891,0.9128205128205128,5,0.005,186.0500030517578,968695753.0,vol_63d(+0.017) | mkt_dispersion(+0.007) | vol_10d(-0.006)
ACN,19,2026-09-09,beta_hedged,0.5262275189281728,0.9076923076923077,5,0.005,175.8000030517578,947575069.0,vol_63d(+0.021) | mkt_dispersion(+0.005) | vol_10d(-0.004)
RVTY,20,2026-09-09,beta_hedged,0.5243297114734683,0.9025641025641026,5,0.005,123.8499984741211,193749780.0,close_vs_sma200(+0.006) | vol_63d_rank(+0.006) | vol_63d(-0.004)
CRL,21,2026-09-09,beta_hedged,0.5236328987761808,0.8974358974358975,5,0.005,278.3500061035156,254385068.0,mkt_dispersion(+0.005) | close_vs_sma200(+0.005) | vol_63d_rank(+0.003)
EL,22,2026-09-09,beta_hedged,0.5215122784434064,0.8923076923076924,5,0.005,98.7699966430664,395743482.0,vol_63d(+0.008) | vol_21d(-0.004) | close_vs_sma50(+0.004)
INCY,23,2026-09-09,beta_hedged,0.5208999839554286,0.8871794871794871,5,0.005,126.01000213623047,150913958.0,close_vs_sma200(+0.008) | vol_63d_rank(+0.006) | vol_63d(-0.004)
FFIV,24,2026-09-09,beta_hedged,0.5208542734164306,0.882051282051282,5,0.005,404.6300048828125,241571597.0,mkt_dispersion(+0.005) | close_vs_sma200(+0.005) | vol_21d(-0.005)
TSLA,25,2026-09-09,beta_hedged,0.5204082658816803,0.8769230769230769,5,0.005,367.80999755859375,13873576721.0,vol_63d(+0.023) | mkt_dispersion(+0.005) | vol_63d_rank(+0.004)
GEV,26,2026-09-09,beta_hedged,0.5187090486765582,0.8717948717948718,5,0.005,951.0399780273438,1959588434.0,vol_63d(+0.016) | mkt_dispersion(+0.006) | vol_63d_rank(+0.005)
BIIB,27,2026-09-09,beta_hedged,0.5185243916139562,0.8666666666666667,5,0.005,210.72999572753906,161243391.0,vol_63d_rank(+0.006) | amihud(+0.005) | mkt_dispersion(+0.004)
MAS,28,2026-09-09,beta_hedged,0.5184800508190842,0.8615384615384616,5,0.005,69.37999725341797,131555044.0,vol_63d_rank(+0.007) | amihud(+0.005) | mkt_dispersion(+0.004)
SMCI,29,2026-09-09,beta_hedged,0.5178546064736639,0.8564102564102564,5,0.005,38.93000030517578,2026950878.0,vol_63d(+0.012) | close_vs_sma50(+0.005) | ret_5d(-0.004)
MCHP,30,2026-09-09,beta_hedged,0.5169169062623413,0.8512820512820513,5,0.005,73.01000213623047,611411590.0,vol_63d(+0.013) | vol_10d(-0.005) | mkt_dispersion(+0.003)
NTAP,31,2026-09-09,beta_hedged,0.5168868833492833,0.8461538461538461,5,0.005,184.74000549316406,481853846.0,close_vs_sma200(+0.006) | vol_63d_rank(+0.006) | vol_63d(-0.005)
SNPS,32,2026-09-09,beta_hedged,0.5168205028734012,0.841025641025641,5,0.005,393.2200012207031,747024568.0,vol_10d(+0.009) | vol_63d(+0.005) | ret_5d(+0.003)
PNR,33,2026-09-09,beta_hedged,0.5164328661872402,0.8358974358974359,5,0.005,57.52000045776367,237049401.0,close_vs_sma200(-0.005) | vol_63d_rank(+0.004) | vol_63d(+0.004)
IT,34,2026-09-09,beta_hedged,0.5151950446393336,0.8307692307692308,5,0.005,169.69000244140625,230795173.0,vol_63d(+0.014) | mkt_dispersion(+0.009) | vol_10d(-0.004)
ADBE,35,2026-09-09,beta_hedged,0.5150587871650699,0.8256410256410256,5,0.005,254.86000061035156,1200363949.0,vol_63d(+0.008) | vol_63d_rank(+0.005) | mkt_dispersion(+0.004)
GNRC,36,2026-09-09,beta_hedged,0.5150287808752464,0.8205128205128205,5,0.005,186.47999572753906,193211172.0,vol_63d(+0.018) | vol_63d_rank(+0.004) | mkt_dispersion(+0.004)
ISRG,37,2026-09-09,beta_hedged,0.5147843245232603,0.8153846153846154,5,0.005,353.239990234375,869012758.0,vol_63d(+0.006) | close_vs_sma200(-0.005) | vol_63d_rank(+0.005)
POOL,38,2026-09-09,beta_hedged,0.5145817070811406,0.8102564102564103,5,0.005,177.9199981689453,116469658.0,vol_63d_rank(+0.007) | amihud(+0.005) | vol_63d(-0.004)
CDW,39,2026-09-09,beta_hedged,0.5139811410551673,0.8051282051282052,5,0.005,142.3699951171875,236133417.0,vol_63d(+0.008) | vol_63d_rank(+0.006) | vol_21d(-0.005)
GPC,40,2026-09-09,beta_hedged,0.513655956308187,0.8,4,0.005,135.24000549316406,143569881.0,vol_63d_rank(+0.007) | mkt_dispersion(+0.004) | vol_63d(-0.004)
AMAT,41,2026-09-09,beta_hedged,0.5127707851864179,0.7948717948717948,4,0.0,468.8500061035156,3644331687.0,vol_63d(+0.012) | mkt_dispersion(+0.007) | vol_10d(-0.002)
ADSK,42,2026-09-09,beta_hedged,0.5126487417004003,0.7897435897435897,4,0.0,206.6199951171875,517054539.0,vol_63d(+0.007) | close_vs_sma200(-0.004) | vol_63d_rank(+0.004)
RL,43,2026-09-09,beta_hedged,0.5125286234181091,0.7846153846153846,4,0.0,335.6099853515625,241523272.0,vol_63d(+0.005) | vol_63d_rank(+0.003) | mkt_dispersion(+0.002)
BLDR,44,2026-09-09,beta_hedged,0.5121104221875072,0.7794871794871795,4,0.0,61.38999938964844,132232773.0,vol_63d(+0.016) | vol_63d_rank(+0.004) | vol_21d(-0.004)
ODFL,45,2026-09-09,beta_hedged,0.512108753199299,0.7743589743589744,4,0.0,181.9600067138672,328645714.0,sharpe_mom_63(+0.004) | vol_63d(-0.004) | vol_63d_rank(+0.004)
TRMB,46,2026-09-09,beta_hedged,0.5120188292843326,0.7692307692307693,4,0.0,57.400001525878906,242544363.0,vol_63d_rank(+0.006) | vol_63d(-0.005) | amihud(+0.003)
SWKS,47,2026-09-09,beta_hedged,0.5115724906968333,0.764102564102564,4,0.0,76.54000091552734,383422027.0,close_vs_sma200(+0.007) | mkt_dispersion(+0.004) | vol_63d(+0.003)
KLAC,48,2026-09-09,beta_hedged,0.511190720625135,0.7589743589743589,4,0.0,182.91000366210938,1720335245.0,vol_63d(+0.014) | mkt_dispersion(+0.006) | ret_63d_rank(-0.003)
